Term,P-value,Adjusted P-value,Combined Score,Genes
Regulation Of Keratinocyte Migration (GO:0051547),0.112120909,0.410004794,20.22019115,FGF7
Phagosome-Lysosome Fusion (GO:0090385),0.112120909,0.410004794,20.22019115,RAB39A
Phasic Smooth Muscle Contraction (GO:0014821),0.112120909,0.410004794,20.22019115,NEUROG1
Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),0.112120909,0.410004794,20.22019115,NR1H3
Cochlea Morphogenesis (GO:0090103),0.112120909,0.410004794,20.22019115,NEUROG1
Positive Regulation Of Coagulation (GO:0050820),0.112120909,0.410004794,20.22019115,EMILIN1
Self Proteolysis (GO:0097264),0.112120909,0.410004794,20.22019115,CASP8
Positive Regulation Of Hemostasis (GO:1900048),0.112120909,0.410004794,20.22019115,EMILIN1
Positive Regulation Of Keratinocyte Proliferation (GO:0010838),0.112120909,0.410004794,20.22019115,FGF7
Heterocycle Biosynthetic Process (GO:0018130),0.112120909,0.410004794,20.22019115,NOXRED1
Positive Regulation Of Platelet Aggregation (GO:1901731),0.112120909,0.410004794,20.22019115,EMILIN1
Positive Regulation Of Protein Maturation (GO:1903319),0.112120909,0.410004794,20.22019115,NLRC4
Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867),0.112120909,0.410004794,20.22019115,NR1H3
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168),0.112120909,0.410004794,20.22019115,AMPD3
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167),0.112120909,0.410004794,20.22019115,AMPD3
Pyrimidine Nucleobase Metabolic Process (GO:0006206),0.112120909,0.410004794,20.22019115,DPYSL4
"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",0.112120909,0.410004794,20.22019115,RUNX3
"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)",0.112120909,0.410004794,20.22019115,RUNX3
Regulation Of T-helper 17 Cell Differentiation (GO:2000319),0.112120909,0.410004794,20.22019115,NFKBIZ
Heart Development (GO:0007507),0.113063237,0.410004794,4.854382983,FOXC1;COL3A1;MYL7;CASP8
ERBB Signaling Pathway (GO:0038127),0.114589398,0.410004794,7.719315826,EPGN;EFEMP1
Peptidyl-Tyrosine Modification (GO:0018212),0.114589398,0.410004794,7.719315826,BLK;EFEMP1
Negative Regulation Of TOR Signaling (GO:0032007),0.114589398,0.410004794,7.719315826,SPAAR;TSSK1B
Generation Of Neurons (GO:0048699),0.114839476,0.410004794,4.790736119,EMX2;IRX5;RUNX3;PEX13
Negative Regulation Of Inflammatory Response (GO:0050728),0.117613621,0.410004794,5.518301264,GHSR;CD200R1;NR1H3
Positive Regulation Of MAPK Cascade (GO:0043410),0.118354185,0.410004794,3.926015564,CCL24;CCL23;EPGN;CCL8;CHI3L1;CCL15
Pattern Recognition Receptor Signaling Pathway (GO:0002221),0.121654091,0.410004794,7.227404507,TLR1;NLRC4
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166),0.121670846,0.410004794,17.69441918,TAF9
Negative Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010745),0.121670846,0.410004794,17.69441918,NR1H3
Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036),0.121670846,0.410004794,17.69441918,FOXC1
Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151),0.121670846,0.410004794,17.69441918,NR1H3
Positive Regulation Of ERAD Pathway (GO:1904294),0.121670846,0.410004794,17.69441918,RNFT1
Positive Regulation Of T-helper Cell Differentiation (GO:0045624),0.121670846,0.410004794,17.69441918,NFKBIZ
Positive Regulation Of Calcium-Mediated Signaling (GO:0050850),0.121670846,0.410004794,17.69441918,P2RX3
Detection Of Bacterium (GO:0016045),0.121670846,0.410004794,17.69441918,NLRC4
Endochondral Bone Morphogenesis (GO:0060350),0.121670846,0.410004794,17.69441918,FOXC1
Epithelial Cell Morphogenesis (GO:0003382),0.121670846,0.410004794,17.69441918,STC1
Fatty Acid Transmembrane Transport (GO:1902001),0.121670846,0.410004794,17.69441918,SLC27A5
Positive Regulation Of Neuron Migration (GO:2001224),0.121670846,0.410004794,17.69441918,KIF20B
Icosanoid Secretion (GO:0032309),0.121670846,0.410004794,17.69441918,NOS2
Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373),0.121670846,0.410004794,17.69441918,NOS2
Mitotic DNA Integrity Checkpoint Signaling (GO:0044774),0.121670846,0.410004794,17.69441918,ZNF830
Negative Regulation By Host Of Viral Process (GO:0044793),0.121670846,0.410004794,17.69441918,CCL8
Negative Regulation By Host Of Viral Transcription (GO:0043922),0.121670846,0.410004794,17.69441918,HDAC1
Negative Regulation Of JUN Kinase Activity (GO:0043508),0.121670846,0.410004794,17.69441918,PDCD4
Negative Regulation Of Coagulation (GO:0050819),0.121670846,0.410004794,17.69441918,VTN
Negative Regulation Of Complement Activation (GO:0045916),0.121670846,0.410004794,17.69441918,SERPING1
Positive Regulation Of Hydrolase Activity (GO:0051345),0.122066355,0.410004794,4.546442752,CCL24;CCL23;CCL8;CCL15
Protein Modification By Small Protein Removal (GO:0070646),0.124664692,0.410004794,5.222307311,OTUB2;SENP3;OTUD3
Positive Regulation Of Programmed Cell Death (GO:0043068),0.125101043,0.410004794,4.030445659,CASP8;NOS2;HTRA4;EMILIN1;NLRC4
Striated Muscle Contraction (GO:0006941),0.125225794,0.410004794,6.998168917,SMPX;RCSD1
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),0.125225794,0.410004794,6.998168917,CASP8;NLRC4
Negative Regulation Of Cytokine Production (GO:0001818),0.125751514,0.410004794,4.430176786,CLEC4A;GHSR;CD200R1;PDCD4
Supramolecular Fiber Organization (GO:0097435),0.126356438,0.410004794,3.73084699,COL3A1;LOX;LUM;LMOD1;ELMO2;EMILIN1
Eye Development (GO:0001654),0.128822449,0.410004794,6.779181415,FOXC1;EFEMP1
Negative Regulation Of Neuroinflammatory Response (GO:0150079),0.131118539,0.410004794,15.64325718,CD200R1
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165),0.131118539,0.410004794,15.64325718,TAF9
Neuromuscular Process Controlling Balance (GO:0050885),0.131118539,0.410004794,15.64325718,NEUROG1
Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897),0.131118539,0.410004794,15.64325718,NR1H3
Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318),0.131118539,0.410004794,15.64325718,NFKBIZ
Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638),0.131118539,0.410004794,15.64325718,RUNX3
Response To Chemokine (GO:1990868),0.131118539,0.410004794,15.64325718,FOXC1
Cranial Nerve Development (GO:0021545),0.131118539,0.410004794,15.64325718,NEUROG1
Response To Progesterone (GO:0032570),0.131118539,0.410004794,15.64325718,NR1H3
Positive Regulation Of Cyclase Activity (GO:0031281),0.131118539,0.410004794,15.64325718,NOS2
Positive Regulation Of Fatty Acid Biosynthetic Process (GO:0045723),0.131118539,0.410004794,15.64325718,NR1H3
Positive Regulation Of Keratinocyte Differentiation (GO:0045618),0.131118539,0.410004794,15.64325718,FOXC1
Protein Import Into Peroxisome Matrix (GO:0016558),0.131118539,0.410004794,15.64325718,PEX13
Regulation Of T Cell Chemotaxis (GO:0010819),0.131118539,0.410004794,15.64325718,CXCL10
Negative Regulation Of Bone Mineralization (GO:0030502),0.131118539,0.410004794,15.64325718,RFLNB
Negative Regulation Of Cartilage Development (GO:0061037),0.131118539,0.410004794,15.64325718,EFEMP1
Negative Regulation Of Cell Activation (GO:0050866),0.131118539,0.410004794,15.64325718,EMILIN1
Regulation Of Cell Fate Commitment (GO:0010453),0.131118539,0.410004794,15.64325718,HDAC1
Cellular Response To Molecule Of Bacterial Origin (GO:0071219),0.131865028,0.410004794,4.94699375,CXCL10;PDCD4;NR1H3
Positive Regulation Of Protein Binding (GO:0032092),0.132443114,0.410004794,6.569832037,BLK;VTN
Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),0.132443114,0.410004794,6.569832037,STAT2;NR1H3
Regulation Of Protein Binding (GO:0043393),0.134297106,0.410004794,4.859492193,BLK;VTN;TMC8
Negative Regulation Of Peptidase Activity (GO:0010466),0.136086863,0.410004794,6.369556409,VTN;SERPING1
Histone Acetylation (GO:0016573),0.136086863,0.410004794,6.369556409,TAF9;CPA4
Regulation Of Apoptotic Process (GO:0042981),0.139590576,0.410004794,2.920697749,COMP;CXCL10;HMGN5;CASP8;HDAC1;HTRA4;TAF9;EMILIN1;TNFRSF25;NLRC4;ZNF830
BMP Signaling Pathway (GO:0030509),0.139752788,0.410004794,6.177831656,PDCD4;GDF6
Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393),0.139752788,0.410004794,6.177831656,EMILIN1;GDF6
Regulation Of Cholesterol Storage (GO:0010885),0.140465076,0.410004794,13.94982397,NR1H3
MHC Class II Protein Complex Assembly (GO:0002399),0.140465076,0.410004794,13.94982397,HLA-DQB2
Regulation Of Macrophage Differentiation (GO:0045649),0.140465076,0.410004794,13.94982397,CASP8
Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389),0.140465076,0.410004794,13.94982397,GDF6
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503),0.140465076,0.410004794,13.94982397,HLA-DQB2
Phagolysosome Assembly (GO:0001845),0.140465076,0.410004794,13.94982397,RAB39A
Cellular Response To ATP (GO:0071318),0.140465076,0.410004794,13.94982397,P2RX3
Embryonic Cranial Skeleton Morphogenesis (GO:0048701),0.140465076,0.410004794,13.94982397,IRX5
Striated Muscle Cell Development (GO:0055002),0.140465076,0.410004794,13.94982397,LMOD1
Striated Muscle Tissue Development (GO:0014706),0.140465076,0.410004794,13.94982397,MYL7
Positive Regulation Of Lyase Activity (GO:0051349),0.140465076,0.410004794,13.94982397,NOS2
Genitalia Development (GO:0048806),0.140465076,0.410004794,13.94982397,NEUROG1
Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084),0.140465076,0.410004794,13.94982397,FOXC1
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760),0.140465076,0.410004794,13.94982397,TAF9
Positive Regulation Of Transporter Activity (GO:0032411),0.140465076,0.410004794,13.94982397,NR1H3
Protein Homotrimerization (GO:0070207),0.140465076,0.410004794,13.94982397,P2RX3
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",0.140465076,0.410004794,13.94982397,RPL7L1
Protein Trimerization (GO:0070206),0.140465076,0.410004794,13.94982397,P2RX3
Negative Regulation Of Androgen Receptor Signaling Pathway (GO:0060766),0.140465076,0.410004794,13.94982397,HDAC1
Negative Regulation Of Blood Pressure (GO:0045776),0.140465076,0.410004794,13.94982397,NOS2
Regulation Of Cell Fate Specification (GO:0042659),0.140465076,0.410004794,13.94982397,HDAC1
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),0.140950487,0.410004794,4.000736585,NOS2;CILP;HDAC1;EMILIN1
Fatty Acid Metabolic Process (GO:0006631),0.144178354,0.410004794,4.529160969,HPGD;THEM4;SLC27A5
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),0.146685606,0.410004794,4.451209192,CCL24;FGF7;EPGN
G1/S Transition Of Mitotic Cell Cycle (GO:0000082),0.147147617,0.410004794,5.818129145,CCNE1;CDK3
Cellular Response To Lipopolysaccharide (GO:0071222),0.149207117,0.410004794,4.375002107,CXCL10;PDCD4;NR1H3
Negative Regulation Of Macrophage Activation (GO:0043031),0.149711535,0.410004794,12.53204855,NR1H3
N-acetylglucosamine Metabolic Process (GO:0006044),0.149711535,0.410004794,12.53204855,GNPDA1
Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250),0.149711535,0.410004794,12.53204855,CHI3L1
Regulation Of Lipoprotein Lipase Activity (GO:0051004),0.149711535,0.410004794,12.53204855,NR1H3
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),0.149711535,0.410004794,12.53204855,STAT2
Nitric Oxide Biosynthetic Process (GO:0006809),0.149711535,0.410004794,12.53204855,NOS2
Nucleotide-Sugar Biosynthetic Process (GO:0009226),0.149711535,0.410004794,12.53204855,GNPDA1
Oogenesis (GO:0048477),0.149711535,0.410004794,12.53204855,MEI4
Phagosome Maturation (GO:0090382),0.149711535,0.410004794,12.53204855,RAB39A
Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353),0.149711535,0.410004794,12.53204855,PDCD4
Glutamine Family Amino Acid Catabolic Process (GO:0009065),0.149711535,0.410004794,12.53204855,NOS2
Mitotic Chromosome Condensation (GO:0007076),0.149711535,0.410004794,12.53204855,KMT5A
Regulation Of Amyloid-Beta Clearance (GO:1900221),0.149711535,0.410004794,12.53204855,HDAC1
Regulation Of Secretion By Cell (GO:1903530),0.150874786,0.410004794,5.649281967,DNAJC1;RAB8B
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),0.150874786,0.410004794,5.649281967,CASP8;NLRC4
Positive Regulation Of Interleukin-1 Production (GO:0032732),0.150874786,0.410004794,5.649281967,CASP8;NLRC4
Regulation Of Response To External Stimulus (GO:0032101),0.156854623,0.410004794,4.15635366,SPAAR;CASP8;GRK4
Regulation Of Tumor Necrosis Factor Production (GO:0032680),0.156854623,0.410004794,4.15635366,CLEC4A;TLR1;GHSR
Cytosolic Transport (GO:0016482),0.156854623,0.410004794,4.15635366,DENND2A;RCSD1;ASB15
Negative Regulation Of Endopeptidase Activity (GO:0010951),0.158384422,0.410004794,5.331643391,VTN;SERPING1
Cellular Response To BMP Stimulus (GO:0071773),0.158384422,0.410004794,5.331643391,PDCD4;GDF6
DNA Repair-Dependent Chromatin Remodeling (GO:0140861),0.158858983,0.410004794,11.33072509,ASF1A
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254),0.158858983,0.410004794,11.33072509,TAF9
Regulation Of Fibrinolysis (GO:0051917),0.158858983,0.410004794,11.33072509,VTN
Activin Receptor Signaling Pathway (GO:0032924),0.158858983,0.410004794,11.33072509,GDF6
Antifungal Innate Immune Response (GO:0061760),0.158858983,0.410004794,11.33072509,CLEC4A
Apoptotic Nuclear Changes (GO:0030262),0.158858983,0.410004794,11.33072509,CECR2
Nitric Oxide Metabolic Process (GO:0046209),0.158858983,0.410004794,11.33072509,NOS2
Regulation Of Plasminogen Activation (GO:0010755),0.158858983,0.410004794,11.33072509,CLEC3B
Regulation Of Response To Cytokine Stimulus (GO:0060759),0.158858983,0.410004794,11.33072509,TAF9
Regulation Of Triglyceride Biosynthetic Process (GO:0010866),0.158858983,0.410004794,11.33072509,NR1H3
Retinal Metabolic Process (GO:0042574),0.158858983,0.410004794,11.33072509,ALDH8A1
Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112),0.158858983,0.410004794,11.33072509,EMILIN1
Positive Regulation Of Lymphocyte Migration (GO:2000403),0.158858983,0.410004794,11.33072509,CXCL10
Heart Process (GO:0003015),0.158858983,0.410004794,11.33072509,MYL7
Innate Immune Response-Activating Signaling Pathway (GO:0002758),0.158858983,0.410004794,11.33072509,NLRC4
Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),0.158858983,0.410004794,11.33072509,VTN
Prostanoid Metabolic Process (GO:0006692),0.158858983,0.410004794,11.33072509,HPGD
Protein O-linked Mannosylation (GO:0035269),0.158858983,0.410004794,11.33072509,POMT1
Male Meiosis I (GO:0007141),0.158858983,0.410004794,11.33072509,SYCP3
Mesonephric Tubule Development (GO:0072164),0.158858983,0.410004794,11.33072509,FOXC1
Protein Targeting To Peroxisome (GO:0006625),0.158858983,0.410004794,11.33072509,RAB8B
Negative Regulation Of Biosynthetic Process (GO:0009890),0.158858983,0.410004794,11.33072509,EMILIN1
Protein Homooligomerization (GO:0051260),0.162019528,0.410004794,4.018433852,COMP;P2RX3;NLRC4
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),0.162165248,0.410004794,5.182149406,CASP8;NLRC4
Peptidyl-Tyrosine Phosphorylation (GO:0018108),0.162165248,0.410004794,5.182149406,BLK;EFEMP1
Regulation Of Cellular Respiration (GO:0043457),0.167908476,0.410004794,10.30214459,NOS2
DNA Replication Checkpoint Signaling (GO:0000076),0.167908476,0.410004794,10.30214459,ZNF830
Negative Regulation Of Leukocyte Activation (GO:0002695),0.167908476,0.410004794,10.30214459,NR1H3
Regulation Of Establishment Of Cell Polarity (GO:2000114),0.167908476,0.410004794,10.30214459,KIF20B
Golgi To Vacuole Transport (GO:0006896),0.167908476,0.410004794,10.30214459,ASB15
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),0.167908476,0.410004794,10.30214459,FOXC1
T Cell Migration (GO:0072678),0.167908476,0.410004794,10.30214459,CXCL10
Negative Regulation Of Striated Muscle Cell Differentiation (GO:0051154),0.167908476,0.410004794,10.30214459,HDAC1
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),0.167908476,0.410004794,10.30214459,PDCD4
Neural Tube Development (GO:0021915),0.167908476,0.410004794,10.30214459,ARL13B
Nuclear Envelope Organization (GO:0006998),0.167908476,0.410004794,10.30214459,TOR1AIP1
Carboxylic Acid Biosynthetic Process (GO:0046394),0.167908476,0.410004794,10.30214459,NLRC4
Peroxisomal Membrane Transport (GO:0015919),0.167908476,0.410004794,10.30214459,RAB8B
Positive Chemotaxis (GO:0050918),0.167908476,0.410004794,10.30214459,FGF7
Positive Regulation By Host Of Viral Process (GO:0044794),0.167908476,0.410004794,10.30214459,PPIB
Regulation Of Vacuole Organization (GO:0044088),0.167908476,0.410004794,10.30214459,EFNB1
Positive Regulation Of Cartilage Development (GO:0061036),0.167908476,0.410004794,10.30214459,GDF6
Embryonic Digit Morphogenesis (GO:0042733),0.167908476,0.410004794,10.30214459,HDAC1
Positive Regulation Of Fatty Acid Metabolic Process (GO:0045923),0.167908476,0.410004794,10.30214459,NR1H3
Sulfur Amino Acid Metabolic Process (GO:0000096),0.167908476,0.410004794,10.30214459,FMO1
Extracellular Matrix Assembly (GO:0085029),0.167908476,0.410004794,10.30214459,EMILIN1
Facultative Heterochromatin Formation (GO:0140718),0.167908476,0.410004794,10.30214459,HDAC1
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),0.167908476,0.410004794,10.30214459,MMD2
Positive Regulation Of Stem Cell Differentiation (GO:2000738),0.167908476,0.410004794,10.30214459,FOXC1
Intracellular Zinc Ion Homeostasis (GO:0006882),0.167908476,0.410004794,10.30214459,TMC8
Negative Regulation Of Calcium Ion Transport (GO:0051926),0.167908476,0.410004794,10.30214459,STC1
DNA-templated DNA Replication (GO:0006261),0.169774935,0.410004794,4.900226638,RECQL4;POLA2
Phagocytosis (GO:0006909),0.169774935,0.410004794,4.900226638,CD93;NR1H3
Phospholipid Metabolic Process (GO:0006644),0.169774935,0.410004794,4.900226638,IDI2;PLCB2
Circulatory System Development (GO:0072359),0.16986161,0.410004794,3.82246504,FOXC1;COL3A1;CASP8
Negative Regulation Of Cell Motility (GO:2000146),0.172499877,0.410004794,3.759893292,HDAC1;STC1;EMILIN1
Sensory Organ Development (GO:0007423),0.173602248,0.410004794,4.767224637,FOXC1;NEUROG1
Positive Regulation Of Protein Polymerization (GO:0032273),0.173602248,0.410004794,4.767224637,CCL24;LMOD1
Positive Regulation Of Protein Transport (GO:0051222),0.173602248,0.410004794,4.767224637,GOLPH3L;KIF20B
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),0.173602248,0.410004794,4.767224637,GRK4;GNG7
Regulation Of Actin Filament Polymerization (GO:0030833),0.173602248,0.410004794,4.767224637,CCL24;LMOD1
Regulation Of Collagen Biosynthetic Process (GO:0032965),0.176861056,0.410004794,9.413387102,EMILIN1
Negative Regulation Of Lipid Storage (GO:0010888),0.176861056,0.410004794,9.413387102,NR1H3
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878),0.176861056,0.410004794,9.413387102,KIF20B
Negative Regulation Of Monoatomic Ion Transport (GO:0043271),0.176861056,0.410004794,9.413387102,STC1
T-helper Cell Differentiation (GO:0042093),0.176861056,0.410004794,9.413387102,BATF
Regulation Of Mitochondrial Membrane Permeability (GO:0046902),0.176861056,0.410004794,9.413387102,THEM4
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),0.176861056,0.410004794,9.413387102,CLEC4A
Neuromuscular Process (GO:0050905),0.176861056,0.410004794,9.413387102,NEUROG1
Nitric Oxide Mediated Signal Transduction (GO:0007263),0.176861056,0.410004794,9.413387102,NOS2
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),0.176861056,0.410004794,9.413387102,HLA-DQB2
Positive Regulation Of Epidermal Cell Differentiation (GO:0045606),0.176861056,0.410004794,9.413387102,FOXC1
Positive Regulation Of Extracellular Matrix Organization (GO:1903055),0.176861056,0.410004794,9.413387102,EMILIN1
Positive Regulation Of Monocyte Chemotaxis (GO:0090026),0.176861056,0.410004794,9.413387102,CXCL10
Ureteric Bud Development (GO:0001657),0.176861056,0.410004794,9.413387102,FOXC1
Icosanoid Biosynthetic Process (GO:0046456),0.176861056,0.410004794,9.413387102,NLRC4
Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898),0.176861056,0.410004794,9.413387102,RNFT1
Positive Regulation Of Triglyceride Metabolic Process (GO:0090208),0.176861056,0.410004794,9.413387102,NR1H3
Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),0.176861056,0.410004794,9.413387102,CDK3
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),0.177443532,0.410004794,4.639176949,KMT5A;SENP3
Kidney Development (GO:0001822),0.177443532,0.410004794,4.639176949,FOXC1;GDF6
Protein Autoubiquitination (GO:0051865),0.177443532,0.410004794,4.639176949,TRIM17;RNFT1
Regulation Of Angiogenesis (GO:0045765),0.179708801,0.414408495,3.17033982,CXCL10;FOXC1;CHI3L1;EMILIN1
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),0.18129805,0.414985611,4.5158402,COL3A1;HPGD
Protein Localization To Organelle (GO:0033365),0.183167381,0.414985611,3.522393803,AUP1;RCSD1;TOR1AIP1
DNA Replication (GO:0006260),0.185165077,0.414985611,4.396986007,RECQL4;POLA2
Ubiquitin-Dependent ERAD Pathway (GO:0030433),0.185165077,0.414985611,4.396986007,AUP1;UBXN4
DNA Catabolic Process (GO:0006308),0.185717758,0.414985611,8.639221677,CECR2
NADP Metabolic Process (GO:0006739),0.185717758,0.414985611,8.639221677,FMO1
Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),0.185717758,0.414985611,8.639221677,CILP
Regulation Of Neuroinflammatory Response (GO:0150077),0.185717758,0.414985611,8.639221677,CD200R1
Regulation Of Nuclear Division (GO:0051783),0.185717758,0.414985611,8.639221677,KIF20B
Cardiac Epithelial To Mesenchymal Transition (GO:0060317),0.185717758,0.414985611,8.639221677,PDCD4
Regulation Of Smooth Muscle Cell Migration (GO:0014910),0.185717758,0.414985611,8.639221677,VTN
Cellular Response To Misfolded Protein (GO:0071218),0.185717758,0.414985611,8.639221677,AUP1
Skeletal Muscle Contraction (GO:0003009),0.185717758,0.414985611,8.639221677,RCSD1
snRNA Processing (GO:0016180),0.185717758,0.414985611,8.639221677,TOE1
Eye Morphogenesis (GO:0048592),0.185717758,0.414985611,8.639221677,EFEMP1
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381),0.185717758,0.414985611,8.639221677,HLA-DQB2
DNA Unwinding Involved In DNA Replication (GO:0006268),0.194479604,0.423884656,7.960010232,RECQL4
Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),0.194479604,0.423884656,7.960010232,HDAC1
Regulation Of Meiotic Cell Cycle (GO:0051445),0.194479604,0.423884656,7.960010232,CDC26
Regulation Of Necroptotic Process (GO:0060544),0.194479604,0.423884656,7.960010232,CASP8
Regulation Of Spindle Organization (GO:0090224),0.194479604,0.423884656,7.960010232,BORA
Response To ATP (GO:0033198),0.194479604,0.423884656,7.960010232,P2RX3
Response To Ketone (GO:1901654),0.194479604,0.423884656,7.960010232,NR1H3
Endothelial Cell Development (GO:0001885),0.194479604,0.423884656,7.960010232,STC1
Sulfur Compound Catabolic Process (GO:0044273),0.194479604,0.423884656,7.960010232,FMO1
Protein Deacylation (GO:0035601),0.194479604,0.423884656,7.960010232,HDAC1
Maturation Of LSU-rRNA (GO:0000470),0.194479604,0.423884656,7.960010232,RPL7L1
Regulation Of Calcium Ion Import (GO:0090279),0.194479604,0.423884656,7.960010232,STC1
Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),0.194479604,0.423884656,7.960010232,PDCD4
Positive Regulation Of Interleukin-6 Production (GO:0032755),0.196834188,0.42740079,4.065237026,TLR1;NOS2
Positive Regulation Of Protein Secretion (GO:0050714),0.196834188,0.42740079,4.065237026,BLK;GOLPH3L
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),0.198967985,0.430909638,2.5153341,FGF7;HMGN5;HDAC1;NR1H3;EMILIN1;ACTG2
Regulation Of GTPase Activity (GO:0043087),0.199197604,0.430909638,2.851134247,CCL24;CCL23;CCL8;CCL15
Regulation Of Immune Response (GO:0050776),0.200744292,0.432157171,3.962292004,COL3A1;CASP8
DNA Replication Initiation (GO:0006270),0.203147603,0.432157171,7.360257196,POLA2
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),0.203147603,0.432157171,7.360257196,CDC26
poly(A)+ mRNA Export From Nucleus (GO:0016973),0.203147603,0.432157171,7.360257196,NXF3
Innate Immune Response In Mucosa (GO:0002227),0.203147603,0.432157171,7.360257196,NOS2
Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679),0.203147603,0.432157171,7.360257196,FOXC1
Macrophage Differentiation (GO:0030225),0.203147603,0.432157171,7.360257196,CASP8
Protein Mannosylation (GO:0035268),0.203147603,0.432157171,7.360257196,POMT1
Modulation By Host Of Viral Genome Replication (GO:0044827),0.203147603,0.432157171,7.360257196,PPIB
Organonitrogen Compound Catabolic Process (GO:1901565),0.204663492,0.434580121,3.862876712,GNPDA1;FMO1
Regulation Of Neuron Differentiation (GO:0045664),0.208591142,0.439681146,3.766832421,MMD2;NEUROG1
Positive Regulation Of Cytoskeleton Organization (GO:0051495),0.208591142,0.439681146,3.766832421,CCL24;LMOD1
Vesicle Fusion (GO:0006906),0.208591142,0.439681146,3.766832421,RAB39A;RAB8B
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),0.208591142,0.439681146,3.766832421,FANCI;TANK
Oligosaccharide Biosynthetic Process (GO:0009312),0.211722758,0.440643214,6.827585083,B4GALNT2
Dendritic Cell Differentiation (GO:0097028),0.211722758,0.440643214,6.827585083,BATF
Positive Regulation Of Cholesterol Efflux (GO:0010875),0.211722758,0.440643214,6.827585083,NR1H3
snRNA 3'-End Processing (GO:0034472),0.211722758,0.440643214,6.827585083,TOE1
Homologous Chromosome Segregation (GO:0045143),0.211722758,0.440643214,6.827585083,MEI4
Modulation By Host Of Viral Process (GO:0044788),0.211722758,0.440643214,6.827585083,PPIB
Negative Regulation Of Cell Development (GO:0010721),0.211722758,0.440643214,6.827585083,RFLNB
Activation Of Protein Kinase Activity (GO:0032147),0.216469288,0.44971007,3.584265982,BORA;CHI3L1
Regulation Of Cholesterol Transport (GO:0032374),0.220206058,0.45097262,6.35199755,NR1H3
Actin Nucleation (GO:0045010),0.220206058,0.45097262,6.35199755,LMOD1
Regulation Of Lipid Catabolic Process (GO:0050994),0.220206058,0.45097262,6.35199755,HPGD
