Term,P-value,Adjusted P-value,Combined Score,Genes
Protein Serine/Threonine Kinase Activator Activity (GO:0043539),0.810215015,0.989286925,0.127074105,CALM2
Carboxylic Ester Hydrolase Activity (GO:0052689),0.811420293,0.989286925,0.135975661,ACHE;ABHD4
Monoatomic Cation Channel Activity (GO:0005261),0.815612891,0.989286925,0.131327778,TRPC5;KCNK9
Kinase Activity (GO:0016301),0.819721975,0.989286925,0.126851489,PANK3;PPIP5K2
Sterol Binding (GO:0032934),0.826404091,0.989286925,0.109156479,OSBP
SH3 Domain Binding (GO:0017124),0.826404091,0.989286925,0.109156479,SGIP1
ATP Binding (GO:0005524),0.827764946,0.989286925,0.137591757,PXK;PANK3;PPIP5K2;LANCL2;MTHFS;SYN2
Microtubule Binding (GO:0008017),0.830743092,0.989286925,0.131268477,SGIP1;MAP1B;TOGARAM2;MID1;DNM1
Secondary Active Transmembrane Transporter Activity (GO:0015291),0.831488041,0.989286925,0.103849437,SLCO2A1
Phosphatidylinositol Phosphate Binding (GO:1901981),0.831561041,0.989286925,0.114383406,OSBP;LANCL2
Ubiquitin-Like Protein Transferase Activity (GO:0019787),0.833404797,0.989286925,0.12844835,FBXO25;UBR4;KLHL21;BIRC6;ARIH1
Tubulin Binding (GO:0015631),0.833600395,0.989286925,0.133888067,PAK1;SGIP1;MAP1B;TOGARAM2;C9ORF24;MID1;DNM1
Protein Phosphatase Regulator Activity (GO:0019888),0.836423348,0.989286925,0.098838663,CALM2
"DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)",0.841185726,0.991500701,0.12034285,IRX2;SATB1;MITF;FOXP4;ZNF398
Deubiquitinase Activity (GO:0101005),0.846255076,0.9940599,0.099769967,USP9X;UCHL3
GDP Binding (GO:0019003),0.863147998,0.997431226,0.074009104,DIRAS2
Calcium Ion Transmembrane Transporter Activity (GO:0015085),0.867157457,0.997431226,0.070605055,TRPC5
Protein Homodimerization Activity (GO:0042803),0.874331916,0.997431226,0.102701401,ACHE;PANK3;CADM1;HSPB8;NPR3;MID1;RAP1GAP;GREM1;S100A16;KLHL7;ZNF318;KIT;RAB11FIP4;SLC26A5;RBM44
Metallopeptidase Activity (GO:0008237),0.880846179,0.997431226,0.068950299,MMP24;PAPPA
Protease Binding (GO:0002020),0.883605879,0.997431226,0.06670008,CFLAR;TTN
"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)",0.885460697,0.997431226,0.082553319,GCM1;MYCN;ONECUT2;NFIB;MITF;ZNF99;ZNF345
ATPase Binding (GO:0051117),0.885512639,0.997431226,0.05603223,PDE4D
"Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)",0.885512639,0.997431226,0.05603223,SNAP91
Hormone Activity (GO:0005179),0.888867863,0.997431226,0.053542959,AMH
GTPase Activity (GO:0003924),0.889525762,0.997431226,0.074482922,RAB3C;DIRAS2;RAB40AL;RAP1GAP;DNM1
Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094),0.892124919,0.997431226,0.051176861,KCNJ14
Transcription Regulatory Region Nucleic Acid Binding (GO:0001067),0.895744639,0.997431226,0.066253224,PAX8;ZBTB14;ZBTB20;SOX5
Metal Ion Binding (GO:0046872),0.898054246,0.997431226,0.076520219,CRACR2A;PCLO;S100A16;CDHR3;IDS;CAPN3;PDXP;HPCAL4;CALM2;TTN;LOXL2
G Protein-Coupled Peptide Receptor Activity (GO:0008528),0.898355911,0.997431226,0.046786908,NPR3
Phospholipase Activity (GO:0004620),0.898355911,0.997431226,0.046786908,ABHD4
"Phosphotransferase Activity, Alcohol Group As Acceptor (GO:0016773)",0.898355911,0.997431226,0.046786908,PANK3
Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111),0.898560493,0.997431226,0.066751878,RAB3C;DIRAS2;RAB40AL;RAP1GAP;DNM1
Ubiquitin Binding (GO:0043130),0.907035156,0.999994773,0.040966406,UCHL3
Sequence-Specific DNA Binding (GO:0043565),0.933069095,0.999994773,0.048684584,IRX2;GCM1;ZNF460;MYRF;ZBTB14;ONECUT2;SATB1;EN2;ZBTB20;SOX3;MYCN;PAX8;NFIB;ZNF711;ZNF345
GTP Binding (GO:0005525),0.935610521,0.999994773,0.033356105,DIRAS2;SCG5;LANCL2
Zinc Ion Binding (GO:0008270),0.935679381,0.999994773,0.039308498,NT5E;HHIP;PAPPA;MYCBP2;ARIH1;ZNF212
G Protein-Coupled Receptor Activity (GO:0004930),0.93649817,0.999994773,0.035259317,P2RY13;PAX8;NPR3;TAPT1
mRNA 3'-UTR Binding (GO:0003730),0.936864054,0.999994773,0.023496441,PABPC5
Phosphatidylinositol Bisphosphate Binding (GO:1902936),0.936864054,0.999994773,0.023496441,SNAP91
Growth Factor Receptor Binding (GO:0070851),0.942259271,0.999994773,0.020747725,GLMN
Histone Deacetylase Binding (GO:0042826),0.947194149,0.999994773,0.018343272,GCM1
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987),0.947796576,0.999994773,0.039242352,IRX2;GCM1;ZNF460;ONECUT2;SATB1;EN2;EBF1;ZNF98;MITF;ZNF99;FOXP4;SOX3;MYCN;PAX8;DMTF1;ZNF876P;NFIB;ZNF280B;ZNF736;ZNF711;ZNF138;ZNF345;ZNF212;SOX5
Cytokine Receptor Binding (GO:0005126),0.948743688,0.999994773,0.017609975,AMH
Protein Kinase Regulator Activity (GO:0019887),0.953125199,0.999994773,0.015592877,MOB3B
Ubiquitin Protein Ligase Binding (GO:0031625),0.958203577,0.999994773,0.021117576,HERC2;GLMN;ARIH1;MID1
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978),0.959622203,0.999994773,0.029468679,IRX2;GCM1;ZNF460;ONECUT2;SATB1;EN2;EBF1;ZNF98;MITF;ZNF99;FOXP4;SOX3;MYCN;PAX8;DMTF1;ZNF876P;NFIB;ZNF280B;ZNF736;ZNF711;ZNF138;ZNF345;ZNF212;SOX5
Kinase Binding (GO:0019900),0.96077604,0.999994773,0.023316878,SLC12A2;MYCN;NBEA;CACUL1;CALM2;SNAP91;DNM1;TTN
Guanyl Ribonucleotide Binding (GO:0032561),0.962736613,0.999994773,0.016876626,DIRAS2;SCG5;LANCL2
mRNA Binding (GO:0003729),0.966616317,0.999994773,0.016120187,RBFOX1;RBM25;NOVA1;PABPC5
Nuclear Receptor Binding (GO:0016922),0.967216871,0.999994773,0.009680488,NCOA2
Double-Stranded DNA Binding (GO:0003690),0.96896658,0.999994773,0.01946575,SOX3;GCM1;ZNF460;MYCN;PAX8;ZBTB14;ONECUT2;NFIB;SATB1;EN2;ZBTB20;ZNF345
Purine Ribonucleoside Triphosphate Binding (GO:0035639),0.969858108,0.999994773,0.017210143,PXK;PANK3;PPIP5K2;DIRAS2;LANCL2;SCG5;MTHFS;SYN2
Ubiquitin-Like Protein Ligase Binding (GO:0044389),0.971119396,0.999994773,0.013566856,HERC2;GLMN;ARIH1;MID1
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977),0.980165237,0.999994773,0.013600976,GCM1;ONECUT2;SATB1;STOX2;SOX3;ZNF876P;ZNF280B;ZNF345;SOX5;IRX2;ZNF460;EN2;EBF1;ZNF98;MITF;ZNF99;FOXP4;MYCN;PAX8;DMTF1;NFIB;ZNF736;ZNF711;ZNF138;ZNF212
Transition Metal Ion Binding (GO:0046914),0.980864634,0.999994773,0.009901478,NT5E;HHIP;PAPPA;MYCBP2;ARIH1;ZNF212;LOXL2
Protein Kinase Binding (GO:0019901),0.983434134,0.999994773,0.008723613,SLC12A2;NBEA;PKIA;CACUL1;CALM2;SNAP91;DNM1;TTN
Cadherin Binding (GO:0045296),0.984712877,0.999994773,0.006442349,BAIAP2L1;CDHR3;EPS8L2;CD46
Sequence-Specific Double-Stranded DNA Binding (GO:1990837),0.988419782,0.999994773,0.006504544,SOX3;GCM1;ZNF460;MYCN;PAX8;ZBTB14;ONECUT2;NFIB;EN2;ZBTB20;ZNF345;SOX5
Magnesium Ion Binding (GO:0000287),0.99006019,0.999994773,0.002143175,PDXP
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),0.991119221,0.999994773,0.002602917,TCERG1;NCOA2
Transcription Cis-Regulatory Region Binding (GO:0000976),0.994759606,0.999994773,0.002208235,STOX2;PAX8;ZBTB14;SATB1;ZBTB20;SOX5
Protein Heterodimerization Activity (GO:0046982),0.99650721,0.999994773,6.11E-04,TLR4
Endopeptidase Activity (GO:0004175),0.997147696,0.999994773,8.48E-04,MMP24;USP9X;PAPPA
DNA-binding Transcription Factor Binding (GO:0140297),0.997873535,0.999994773,5.00E-04,TCERG1;LMO3
DNA Binding (GO:0003677),0.999812352,0.999994773,7.27E-05,IRX2;SOX3;GCM1;MYCN;PAX8;MYRF;ZBTB14;NFIB;SATB1;ZNF711
RNA Binding (GO:0003723),0.999994773,0.999994773,1.53E-06,TCERG1;RBFOX1;RBM25;IFIT1;DNM1;IFIT2;RALYL;ZC3H7A;S100A16;NOVA1;KYAT3;TNRC6A;TNRC6B
Regulation Of Trans-Synaptic Signaling (GO:0099177),5.58E-04,0.578147942,50.252298,GRIA1;GRIA2;SLC4A8;PXK;NRG3;CACNA1B
Vesicle Cytoskeletal Trafficking (GO:0099518),8.68E-04,0.578147942,42.98303977,MYO6;BICDL1;MYO7A;TRAK1;MYO1H;PPFIA2
Modulation Of Chemical Synaptic Transmission (GO:0050804),9.65E-04,0.578147942,22.97529063,GRIA1;SLC12A2;GRIA2;SLC4A8;SLC38A1;PXK;NRG3;CACNA1B;CASK;NPTXR;CPLX2
Skeletal Muscle Tissue Regeneration (GO:0043403),0.001824113,0.819938802,105.346212,MSTN;CFLAR;EYS
Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636),0.002549595,0.852695052,85.49820491,LGALS9;CD46;CD200
Glial Cell Differentiation (GO:0010001),0.002880751,0.852695052,33.77053625,MMP24;MYRF;PTPRZ1;NFIB;HAPLN1
Gliogenesis (GO:0042063),0.004803372,0.852695052,35.70493955,GCM1;MMP24;NFIB;HAPLN1
MHC Class II Protein Complex Assembly (GO:0002399),0.007089335,0.852695052,45.08145353,HLA-DRB5;HLA-DRB1;HLA-DPA1
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503),0.007089335,0.852695052,45.08145353,HLA-DRB5;HLA-DRB1;HLA-DPA1
Equilibrioception (GO:0050957),0.008027382,0.852695052,107.2917783,PCDH15;MYO7A
Striated Muscle Hypertrophy (GO:0014897),0.008027382,0.852695052,107.2917783,HTR2B;TTN
"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)",0.008027382,0.852695052,107.2917783,LGALS9;HLA-DRB1
Regulation Of Osteoblast Proliferation (GO:0033688),0.010444478,0.852695052,35.15569136,GREM1;NELL1;NPR3
Negative Regulation Of ATP-dependent Activity (GO:0032780),0.010444478,0.852695052,35.15569136,PXK;PPIF;IFIT1
Regulation Of Interleukin-10 Production (GO:0032653),0.010664921,0.852695052,18.53024754,LGALS9;TIGIT;CD46;TLR4;HLA-DRB1
Myofibril Assembly (GO:0030239),0.010664921,0.852695052,18.53024754,TMOD1;CAPN3;PGM5;CFLAR;TTN
Immunoglobulin Mediated Immune Response (GO:0016064),0.010795182,0.852695052,23.29194366,HLA-DRB5;ZP3;HLA-DRB1;HLA-DPA1
Positive Regulation Of Interleukin-10 Production (GO:0032733),0.010795182,0.852695052,23.29194366,LGALS9;TIGIT;CD46;TLR4
Response To Metal Ion (GO:0010038),0.010817342,0.852695052,15.68297587,SLC30A4;KCNMA1;CAPN3;CALM2;LOXL2;TTN
Regulation Of Skeletal Muscle Satellite Cell Proliferation (GO:0014842),0.011809186,0.852695052,74.02705503,MSTN;CFLAR
Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012),0.011809186,0.852695052,74.02705503,NELL1;PAK1
Positive Regulation Of Neurotransmitter Secretion (GO:0001956),0.011809186,0.852695052,74.02705503,SLC4A8;DTNBP1
Carbohydrate Derivative Transport (GO:1901264),0.012411582,0.852695052,31.40809206,SLC15A2;SLC15A3;MFSD2A
Cell Migration Involved In Sprouting Angiogenesis (GO:0002042),0.012411582,0.852695052,31.40809206,GREM1;NELL1;ROBO1
Positive Regulation Of Cartilage Development (GO:0061036),0.012411582,0.852695052,31.40809206,TAPT1;LOXL2;SOX5
Vesicle Transport Along Actin Filament (GO:0030050),0.014576149,0.852695052,28.23909864,MYO6;MYO7A;MYO1H
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),0.014576149,0.852695052,28.23909864,HLA-DRB5;HLA-DRB1;HLA-DPA1
Cardiac Muscle Hypertrophy (GO:0003300),0.016215255,0.852695052,54.98853261,HTR2B;TTN
Negative Regulation Of Osteoblast Proliferation (GO:0033689),0.016215255,0.852695052,54.98853261,GREM1;NELL1
Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145),0.016215255,0.852695052,54.98853261,PAK1;LMO3
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381),0.016940483,0.852695052,25.53167556,HLA-DRB5;HLA-DRB1;HLA-DPA1
Positive Regulation Of MAP Kinase Activity (GO:0043406),0.017147543,0.852695052,11.35210659,PAK1;DIRAS2;KIT;NTF3;HTR2B;TLR4;ROBO1
Actin Filament-Based Transport (GO:0099515),0.019506138,0.852695052,23.19764179,MYO6;MYO7A;MYO1H
Commissural Neuron Axon Guidance (GO:0071679),0.021206034,0.852695052,42.83839835,NELL1;NFIB
Skeletal Myofibril Assembly (GO:0014866),0.021206034,0.852695052,42.83839835,CFLAR;TTN
Neuron Migration (GO:0001764),0.021887826,0.852695052,12.78298046,NELL1;USP9X;MAP1B;NRCAM;KIAA0319
Blood Vessel Endothelial Cell Migration (GO:0043534),0.025244191,0.852695052,19.394325,GREM1;NELL1;ROBO1
T-helper 1 Type Immune Response (GO:0042088),0.026743739,0.852695052,34.50604699,TLR4;HLA-DRB1
Vasoconstriction (GO:0042310),0.026743739,0.852695052,34.50604699,HTR2B;PIK3C2A
Positive Regulation Of Type II Interferon Production (GO:0032729),0.026870034,0.852695052,11.41053314,PDE4D;LGALS9;ZP3;TLR4;HLA-DPA1
Regulation Of Interleukin-4 Production (GO:0032673),0.028416417,0.852695052,17.83090755,LGALS9;ZP3;HLA-DRB1
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460),0.028416417,0.852695052,17.83090755,CD46;TLR4;HLA-DRB1
Axon Extension (GO:0048675),0.028416417,0.852695052,17.83090755,NELL1;USP9X;MAP1B
Regulation Of Dendrite Development (GO:0050773),0.031070121,0.852695052,12.53949043,ALK;CAMK1D;KIAA0319;MFSD2A
Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),0.031789715,0.852695052,16.44598936,JPH3;PDE4D;CALM2
Negative Regulation Of Lymphocyte Migration (GO:2000402),0.032792289,0.852695052,28.49142661,LRCH1;CD200
Positive Regulation Of Chondrocyte Differentiation (GO:0032332),0.032792289,0.852695052,28.49142661,LOXL2;SOX5
Vascular Transport (GO:0010232),0.034449568,0.852695052,8.781569777,SLC12A2;SLC4A8;SLC13A3;SLC38A1;SLC15A2;MFSD2A
Regulation Of Cell Division (GO:0051302),0.034449568,0.852695052,8.781569777,HTR2B;KLHL21;PDXP;BIRC6;CALM2;RAB11FIP4
Regulation Of Chondrocyte Differentiation (GO:0032330),0.035362646,0.852695052,15.21280051,GREM1;LOXL2;SOX5
Regulation Of Postsynapse Organization (GO:0099175),0.035362646,0.852695052,15.21280051,ARHGAP44;TANC1;PPFIA2
Positive Regulation Of T Cell Activation (GO:0050870),0.037345909,0.852695052,7.703878074,HLA-DRB5;IL7;LGALS9;CD46;ZP3;HLA-DRB1;HLA-DPA1
Transport Across Blood-Brain Barrier (GO:0150104),0.038052851,0.852695052,8.305600029,SLC12A2;SLC4A8;SLC13A3;SLC38A1;SLC15A2;MFSD2A
Neural Crest Cell Development (GO:0014032),0.038926763,0.852695052,10.84412337,NELL1;SEMA3D;HTR2B;TAPT1
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),0.039133307,0.852695052,14.10951258,HLA-DRB5;HLA-DRB1;HLA-DPA1
Central Nervous System Projection Neuron Axonogenesis (GO:0021952),0.039317234,0.852695052,23.9797036,NFIB;MYCBP2
Melanocyte Differentiation (GO:0030318),0.039317234,0.852695052,23.9797036,KIT;MITF
Neurotransmitter Uptake (GO:0001504),0.039317234,0.852695052,23.9797036,SLC38A1;SLC1A6
Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844),0.039317234,0.852695052,23.9797036,PDE4D;CALM2
Regulation Of Type II Interferon Production (GO:0032649),0.041887917,0.852695052,7.861754905,PDE4D;LGALS9;ZP3;TLR4;HLA-DRB1;HLA-DPA1
"Synaptic Transmission, Glutamatergic (GO:0035249)",0.043099371,0.852695052,13.11816598,GRIA1;GRIA2;CDHR3
Phosphate-Containing Compound Metabolic Process (GO:0006796),0.044119615,0.852695052,6.012596759,PTPRD;ALK;DUSP4;PAK1;PANK3;PLPPR1;PPIP5K2;PLPPR5;HTR2B;PDXP
Epithelial Cell Migration (GO:0010631),0.044737734,0.852695052,9.884042107,NELL1;STARD13;KIT;LOXL2
Regulation Of Interleukin-5 Production (GO:0032674),0.046285698,0.852695052,20.49248431,PDE4D;LGALS9
Positive Regulation By Symbiont Of Entry Into Host (GO:0075294),0.046285698,0.852695052,20.49248431,LGALS9;HLA-DRB1
"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)",0.046285698,0.852695052,20.49248431,LGALS9;HLA-DRB1
Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213),0.046285698,0.852695052,20.49248431,TNRC6A;TNRC6B
Positive Regulation Of Viral Entry Into Host Cell (GO:0046598),0.046285698,0.852695052,20.49248431,LGALS9;HLA-DRB1
Regulation Of Cell Communication By Electrical Coupling (GO:0010649),0.046285698,0.852695052,20.49248431,PDE4D;CALM2
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),0.047258121,0.852695052,12.22386255,HLA-DRB5;HLA-DRB1;HLA-DPA1
Regulation Of Monoatomic Ion Transport (GO:0043269),0.047258121,0.852695052,12.22386255,PXK;KCNJ14;PDZK1
Negative Regulation Of Type II Interferon Production (GO:0032689),0.047258121,0.852695052,12.22386255,LGALS9;TLR4;HLA-DRB1
Regulation Of Developmental Growth (GO:0048638),0.051606488,0.852695052,11.41415037,MYCBP2;NRCAM;MFSD2A
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),0.051606488,0.852695052,11.41415037,ARHGAP44;ODF2L;RAP1GAP
Sensory Perception Of Sound (GO:0007605),0.052508981,0.852695052,6.875482972,KIT;PCDH15;EPS8L2;LHFPL3;MYO7A;SLC26A5
Response To Chemokine (GO:1990868),0.053666311,0.852695052,17.7316587,SLC12A2;LRCH1
Intracellular Potassium Ion Homeostasis (GO:0030007),0.053666311,0.852695052,17.7316587,SLC12A2;KCNMA1
Neuromuscular Process Controlling Balance (GO:0050885),0.053666311,0.852695052,17.7316587,PCDH15;MYO7A
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),0.055723609,0.852695052,6.147824757,DIRAS2;KIT;NTF3;HTR2B;CALM2;TLR4;ROBO1
Positive Regulation Of Phosphate Metabolic Process (GO:0045937),0.056141083,0.852695052,10.67854985,NELL1;GLMN;AMH
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),0.057731141,0.852695052,8.282224421,PAK1;NTF3;DTNBP1;GAS7
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),0.060858227,0.852695052,10.00818476,HLA-DRB5;HLA-DRB1;HLA-DPA1
Phospholipid Translocation (GO:0045332),0.060858227,0.852695052,10.00818476,ATP8A2;ATP10B;MFSD2A
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),0.061262361,0.852695052,7.936855283,JPH3;PDE4D;CAPN3;CALM2
Regulation Of Neuron Projection Arborization (GO:0150011),0.061429152,0.852695052,15.5024778,NCOA2;MFSD2A
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211),0.061429152,0.852695052,15.5024778,TNRC6A;TNRC6B
Smooth Muscle Contraction (GO:0006939),0.061429152,0.852695052,15.5024778,APBB2;PIK3C2A
Striated Muscle Cell Development (GO:0055002),0.061429152,0.852695052,15.5024778,TMOD1;PGM5
miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278),0.061429152,0.852695052,15.5024778,TNRC6A;TNRC6B
Photoreceptor Cell Development (GO:0042461),0.061429152,0.852695052,15.5024778,MYO7A;MFSD2A
Positive Regulation Of Secretion By Cell (GO:1903532),0.062128344,0.852695052,6.827116096,SLC12A2;ACHE;DTNBP1;FRMD4A;TTN
Sprouting Angiogenesis (GO:0002040),0.064905198,0.852695052,7.610364988,GREM1;NELL1;LOXL2;ROBO1
Positive Regulation Of Lymphocyte Proliferation (GO:0050671),0.06510959,0.852695052,6.614337461,IL7;AMH;CD46;ZP3;HLA-DPA1
Mesenchymal Cell Migration (GO:0090497),0.065753981,0.852695052,9.395492259,NELL1;SEMA3D;HTR2B
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),0.065753981,0.852695052,9.395492259,JPH3;PDE4D;CALM2
Generation Of Neurons (GO:0048699),0.065810799,0.852695052,5.03048012,PTPRD;IRX2;NELL1;USP9X;MAP1B;EN2;NRCAM;CFLAR;KIAA0319
Carboxylic Acid Transport (GO:0046942),0.068658664,0.852695052,7.301421561,SLC13A3;SLC38A1;SLC7A14;SLC38A4
Negative Regulation Of Metabolic Process (GO:0009892),0.068658664,0.852695052,7.301421561,NOVA1;NPR3;CCDC3;TLR4
Intracellular Sterol Transport (GO:0032366),0.06954569,0.852695052,13.67273625,OSBP;RELCH
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),0.06954569,0.852695052,13.67273625,NELL1;PIK3C2A
Presynapse Assembly (GO:0099054),0.06954569,0.852695052,13.67273625,PTPRD;PCLO
Chloride Transport (GO:0006821),0.074524688,0.852695052,6.024408783,SLC12A2;SLC4A8;ANO5;BEST1;SLC26A5
Regulation Of T Cell Proliferation (GO:0042129),0.074524688,0.852695052,6.024408783,GLMN;CD46;ZP3;HLA-DRB1;HLA-DPA1
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),0.07798873,0.852695052,12.14978077,LGALS9;TLR4
Regulation Of Transforming Growth Factor Beta Production (GO:0071634),0.07798873,0.852695052,12.14978077,LGALS9;CD46
Intracellular Cholesterol Transport (GO:0032367),0.07798873,0.852695052,12.14978077,OSBP;RELCH
Regulation Of Cation Channel Activity (GO:2001257),0.080571182,0.852695052,6.468228908,JPH3;FGF14;PDE4D;CALM2
Regulation Of Neuron Differentiation (GO:0045664),0.081190295,0.852695052,5.667621212,ALK;SOX3;NTF3;NRCAM;MMD2
Regulation Of Cytokinesis (GO:0032465),0.084638267,0.852695052,5.499143549,KLHL21;PDXP;BIRC6;CALM2;RAB11FIP4
cGMP-mediated Signaling (GO:0019934),0.086732359,0.852695052,10.86690784,GUCY1A2;HTR2B
Toll-Like Receptor 4 Signaling Pathway (GO:0034142),0.086732359,0.852695052,10.86690784,LGALS9;TLR4
Transepithelial Transport (GO:0070633),0.086732359,0.852695052,10.86690784,SLC12A2;BEST1
Positive Regulation Of Heart Rate (GO:0010460),0.086732359,0.852695052,10.86690784,PDE4D;SCN3B
Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000),0.086732359,0.852695052,10.86690784,NPR3;HTR2B
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591),0.086732359,0.852695052,10.86690784,CD46;HLA-DRB1
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),0.086732359,0.852695052,10.86690784,RASGEF1A;MMD2
Regulation Of Cartilage Development (GO:0061035),0.086732359,0.852695052,10.86690784,TAPT1;SOX5
Negative Regulation Of T Cell Proliferation (GO:0042130),0.087036696,0.852695052,7.404498446,GLMN;LGALS9;HLA-DRB1
Neural Crest Cell Migration (GO:0001755),0.087036696,0.852695052,7.404498446,NELL1;SEMA3D;HTR2B
Response To Calcium Ion (GO:0051592),0.090236317,0.852695052,4.822964522,CPNE4;KCNMA1;PPIF;CAPN3;CALM2;TTN
Positive Regulation Of Immune Effector Process (GO:0002699),0.092759135,0.852695052,6.998916623,LGALS9;CD46;HLA-DRB1
Phospholipid Transport (GO:0015914),0.093432882,0.852695052,5.754919336,ATP8A2;OSBP;ATP10B;MFSD2A
Vesicle-Mediated Transport In Synapse (GO:0099003),0.095751894,0.852695052,9.77497864,PCLO;CPLX2
ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194),0.095751894,0.852695052,9.77497864,TNRC6A;TNRC6B
Negative Regulation Of Lipid Catabolic Process (GO:0050995),0.095751894,0.852695052,9.77497864,ALK;MFSD2A
Neural Crest Cell Differentiation (GO:0014033),0.095751894,0.852695052,9.77497864,HTR2B;TAPT1
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793),0.095751894,0.852695052,9.77497864,CAMK1D;CD200
Positive Regulation Of Interleukin-4 Production (GO:0032753),0.095751894,0.852695052,9.77497864,LGALS9;ZP3
Regulation Of Neurotransmitter Secretion (GO:0046928),0.098632508,0.852695052,6.623053477,DTNBP1;CASK;CPLX2
Signal Release From Synapse (GO:0099643),0.098632508,0.852695052,6.623053477,PCLO;CPLX2;SYN2
Fatty Acid Transport (GO:0015908),0.098632508,0.852695052,6.623053477,SLCO2A1;FABP9;MFSD2A
Negative Regulation Of Developmental Process (GO:0051093),0.09983669,0.852695052,4.484972464,GREM1;NFIB;AMH;KIAA0319;ELAPOR2;LOXL2
Carboxylic Acid Transmembrane Transport (GO:1905039),0.104651737,0.852695052,6.274086619,SLC13A3;SLC38A1;SLC38A4
Neuron Projection Extension (GO:1990138),0.104651737,0.852695052,6.274086619,NELL1;USP9X;MAP1B
Regulation Of Granulocyte Chemotaxis (GO:0071622),0.105023832,0.852695052,8.837065944,CAMK1D;MSTN
Bicarbonate Transport (GO:0015701),0.105023832,0.852695052,8.837065944,SLC4A8;SLC26A5
Oligodendrocyte Differentiation (GO:0048709),0.105023832,0.852695052,8.837065944,MYRF;PTPRZ1
Regulation Of T Cell Activation (GO:0050863),0.107199982,0.852695052,5.140019014,HLA-DRB5;TIGIT;HLA-DRB1;HLA-DPA1
Cyclic-Nucleotide-Mediated Signaling (GO:0019935),0.11081166,0.852695052,5.949525021,GUCY1A2;PDE4D;HTR2B
Endothelial Cell Migration (GO:0043542),0.11081166,0.852695052,5.949525021,NELL1;STARD13;LOXL2
Synaptic Vesicle Endocytosis (GO:0048488),0.11081166,0.852695052,5.949525021,AP2B1;DNM1;SNAP91
T Cell Mediated Immunity (GO:0002456),0.114525806,0.852695052,8.024932238,CADM1;CD46
Regulation Of Macrophage Chemotaxis (GO:0010758),0.114525806,0.852695052,8.024932238,MSTN;AMH
Response To ATP (GO:0033198),0.114525806,0.852695052,8.024932238,NT5E;PDXP
Intracellular Monoatomic Ion Homeostasis (GO:0006873),0.114525806,0.852695052,8.024932238,COX11;LETMD1
Negative Regulation Of Reproductive Process (GO:2000242),0.114525806,0.852695052,8.024932238,AMH;ZP3
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),0.114894427,0.852695052,4.35229169,NELL1;MSTN;PLPPR5;EPS8L2;TAPT1
