Term,P-value,Adjusted P-value,Combined Score,Genes
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),0.639141575,0.84653363,0.409432045,BAG6;DVL1;TRIB3
Cholesterol Homeostasis (GO:0042632),0.640484512,0.84653363,0.411471642,EHD1;CD24
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),0.640484512,0.84653363,0.411471642,MEPCE;DMAP1
Positive Regulation Of Cellular Catabolic Process (GO:0031331),0.641623176,0.84653363,0.403904739,UPF1;ENDOG;DHRSX;DCN
Regulation Of Neuronal Synaptic Plasticity (GO:0048168),0.645298682,0.84653363,0.42917789,DBN1
Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),0.645298682,0.84653363,0.42917789,PDGFRA
Cellular Response To Hydrogen Peroxide (GO:0070301),0.645298682,0.84653363,0.42917789,ZNF580
Embryonic Limb Morphogenesis (GO:0030326),0.645298682,0.84653363,0.42917789,ZNF358
Embryonic Skeletal System Development (GO:0048706),0.645298682,0.84653363,0.42917789,PDGFRA
Sister Chromatid Segregation (GO:0000819),0.645298682,0.84653363,0.42917789,KNSTRN
Superoxide Metabolic Process (GO:0006801),0.645298682,0.84653363,0.42917789,PRDX2
Glial Cell Differentiation (GO:0010001),0.645298682,0.84653363,0.42917789,SOX2
Negative Regulation Of Cell Cycle Process (GO:0010948),0.645298682,0.84653363,0.42917789,FOXO4
Negative Regulation Of Mitotic Cell Cycle (GO:0045930),0.645298682,0.84653363,0.42917789,SCRIB
Organophosphate Biosynthetic Process (GO:0090407),0.645298682,0.84653363,0.42917789,MOCOS
Positive Regulation Of Immunoglobulin Production (GO:0002639),0.645298682,0.84653363,0.42917789,KMT5C
Positive Regulation Of Organelle Organization (GO:0010638),0.645298682,0.84653363,0.42917789,HTRA2
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.645298682,0.84653363,0.42917789,IKBKG
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.645298682,0.84653363,0.42917789,PLCG2
Protein Glycosylation (GO:0006486),0.646921857,0.848142336,0.393626356,GMPPB;FUT8;ALG12;MOGS
Sterol Homeostasis (GO:0055092),0.647950389,0.848969946,0.395103321,EHD1;CD24
Phosphate-Containing Compound Metabolic Process (GO:0006796),0.650261691,0.850079942,0.388354611,PFKFB3;DUSP10;IMPA1;GPX4;TNK2
Nervous System Development (GO:0007399),0.651118931,0.850079942,0.394744582,PCDHB2;MAP1S;ALDH1A2;BTBD2;DVL1;MAB21L2;ZNF76;CXCR4;ZNF358;ASCL1;FGF12;SH3GL1
Mitotic Sister Chromatid Segregation (GO:0000070),0.651309639,0.850079942,0.384879631,PSRC1;CHEK2;KNSTRN
Protein Ubiquitination (GO:0016567),0.654221503,0.850079942,0.389425563,RNF31;RNF10;TRAF7;WSB2;IRF2BP1;MIB2;TRIM47;WWP2;PRPF19;RNF122;TRIM55;RNF220
Regulation Of mRNA Stability (GO:0043488),0.6552928,0.850079942,0.3794791,HNRNPU;YBX1
Import Into Nucleus (GO:0051170),0.6552928,0.850079942,0.3794791,TSC2;APPL1
Action Potential (GO:0001508),0.655957803,0.850079942,0.400954761,KCNJ2
Adherens Junction Organization (GO:0034332),0.655957803,0.850079942,0.400954761,CDH11
Regulation Of Regulated Secretory Pathway (GO:1903305),0.655957803,0.850079942,0.400954761,SEPTIN5
Regulation Of Sodium Ion Transport (GO:0002028),0.655957803,0.850079942,0.400954761,FGF12
Regulatory ncRNA Processing (GO:0070918),0.655957803,0.850079942,0.400954761,SPOUT1
Dendrite Morphogenesis (GO:0048813),0.655957803,0.850079942,0.400954761,DVL1
tRNA Aminoacylation For Protein Translation (GO:0006418),0.655957803,0.850079942,0.400954761,FARSA
Macrophage Activation (GO:0042116),0.655957803,0.850079942,0.400954761,PLCG2
Neutral Amino Acid Transport (GO:0015804),0.655957803,0.850079942,0.400954761,SLC1A5
Positive Regulation Of Cell Development (GO:0010720),0.655957803,0.850079942,0.400954761,NUMB
Positive Regulation Of Mitotic Nuclear Division (GO:0045840),0.655957803,0.850079942,0.400954761,IGF2
Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),0.655957803,0.850079942,0.400954761,ILK
Small GTPase Mediated Signal Transduction (GO:0007264),0.657282896,0.850765324,0.373209626,DIRAS3;TNK2;ARHGEF18
Negative Regulation Of Defense Response (GO:0031348),0.657282896,0.850765324,0.373209626,GPS2;CACTIN;EXTL3
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),0.66251242,0.853131786,0.364559244,TBC1D2B;ARF6
Defense Response To Gram-negative Bacterium (GO:0050829),0.66251242,0.853131786,0.364559244,H2BC12;H2BC11
Regulation Of DNA Replication (GO:0006275),0.66251242,0.853131786,0.364559244,SLFN11;EHMT2
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",0.666297122,0.853131786,0.375033109,CHEK2
Regulation Of Glucose Import (GO:0046324),0.666297122,0.853131786,0.375033109,APPL1
Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799),0.666297122,0.853131786,0.375033109,CHI3L1
Regulation Of Receptor Internalization (GO:0002090),0.666297122,0.853131786,0.375033109,ANKRD13B
Regulation Of Trans-Synaptic Signaling (GO:0099177),0.666297122,0.853131786,0.375033109,NLGN4Y
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),0.666297122,0.853131786,0.375033109,ILK
Lytic Vacuole Organization (GO:0080171),0.666297122,0.853131786,0.375033109,HOOK2
Negative Regulation Of T Cell Proliferation (GO:0042130),0.666297122,0.853131786,0.375033109,SCRIB
Negative Regulation Of Protein Kinase B Signaling (GO:0051898),0.666297122,0.853131786,0.375033109,TSC2
Positive Regulation Of RNA Splicing (GO:0033120),0.666297122,0.853131786,0.375033109,HNRNPLL
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),0.666297122,0.853131786,0.375033109,MTURN
Positive Regulation Of Phospholipase C Activity (GO:0010863),0.666297122,0.853131786,0.375033109,PDGFRA
Protein Destabilization (GO:0031648),0.666297122,0.853131786,0.375033109,GGA3
Receptor Signaling Pathway Via JAK-STAT (GO:0007259),0.666297122,0.853131786,0.375033109,JAK3
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),0.666297122,0.853131786,0.375033109,MICB
Regulation Of MAP Kinase Activity (GO:0043405),0.669007496,0.855835263,0.351007592,HGS;TRIB3;CD24
Positive Regulation Of Interleukin-6 Production (GO:0032755),0.669609995,0.855835263,0.350306532,PLCG2;ARHGEF2
Positive Regulation Of Protein Secretion (GO:0050714),0.669609995,0.855835263,0.350306532,MYO18A;ARF6
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),0.672631159,0.857571175,0.346206131,RNF31;PLCG2;IKBKG;ARHGEF2
Regulation Of Defense Response To Virus By Host (GO:0050691),0.676326221,0.857571175,0.35118105,MICB
Aortic Valve Morphogenesis (GO:0003180),0.676326221,0.857571175,0.35118105,CDH11
Regulation Of p38MAPK Cascade (GO:1900744),0.676326221,0.857571175,0.35118105,DUSP10
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),0.676326221,0.857571175,0.35118105,ITGA1
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),0.676326221,0.857571175,0.35118105,FGF12
Muscle Cell Differentiation (GO:0042692),0.676326221,0.857571175,0.35118105,HDGFL2
Muscle Tissue Development (GO:0060537),0.676326221,0.857571175,0.35118105,MSC
Negative Regulation Of Endothelial Cell Migration (GO:0010596),0.676326221,0.857571175,0.35118105,DCN
Positive Regulation Of Exocytosis (GO:0045921),0.676326221,0.857571175,0.35118105,HGS
Positive Regulation Of Immune Effector Process (GO:0002699),0.676326221,0.857571175,0.35118105,MYO18A
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),0.676586337,0.857571175,0.336686068,MAP1S;DVL1
Embryonic Organ Development (GO:0048568),0.676586337,0.857571175,0.336686068,IGF2;TEAD2
Positive Regulation Of Response To Stimulus (GO:0048584),0.676586337,0.857571175,0.336686068,ILK;EXTL3
Regulation Of Cellular Component Organization (GO:0051128),0.677614962,0.858365841,0.337463548,HNRNPU;TSC2;BCAR1;PAK4
Regulation Of Innate Immune Response (GO:0045088),0.683442318,0.862410725,0.323665111,CACTIN;APPL1
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),0.683442318,0.862410725,0.323665111,PLCG2;ARHGEF2
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),0.686039751,0.862410725,0.32034492,PSRC1;TAB1;CD24
G2/M Transition Of Mitotic Cell Cycle (GO:0000086),0.686054391,0.862410725,0.32919491,CHEK2
Regulation Of Intracellular Transport (GO:0032386),0.686054391,0.862410725,0.32919491,GRIPAP1
Regulation Of Neurotransmitter Secretion (GO:0046928),0.686054391,0.862410725,0.32919491,SEPTIN5
Regulation Of Protein Import Into Nucleus (GO:0042306),0.686054391,0.862410725,0.32919491,DMAP1
Connective Tissue Development (GO:0061448),0.686054391,0.862410725,0.32919491,CHI3L1
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),0.686054391,0.862410725,0.32919491,ILK
Membrane Fission (GO:0090148),0.686054391,0.862410725,0.32919491,HGS
Negative Regulation Of Type I Interferon Production (GO:0032480),0.686054391,0.862410725,0.32919491,CACTIN
Positive Regulation Of Cation Channel Activity (GO:2001259),0.686054391,0.862410725,0.32919491,ATPSCKMT
Positive Regulation Of Myoblast Differentiation (GO:0045663),0.686054391,0.862410725,0.32919491,SMARCB1
Cellular Response To UV (GO:0034644),0.690178868,0.866191273,0.311212921,ERCC1;RHNO1
Positive Regulation Of Cytoskeleton Organization (GO:0051495),0.690178868,0.866191273,0.311212921,CFL2;ARF6
Regulation Of Cell Differentiation (GO:0045595),0.69099264,0.866191273,0.317417163,SMARCB1;BCL7B;IGF2;GPS2;CD24
RNA Transport (GO:0050658),0.695490647,0.866191273,0.308895196,YBX1
Regulation Of Mitochondrial Membrane Potential (GO:0051881),0.695490647,0.866191273,0.308895196,RNF122
Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),0.695490647,0.866191273,0.308895196,FGF12
Carboxylic Acid Transmembrane Transport (GO:1905039),0.695490647,0.866191273,0.308895196,SLC25A11
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),0.695490647,0.866191273,0.308895196,BAG6
Negative Regulation Of Protein Secretion (GO:0050709),0.695490647,0.866191273,0.308895196,SIRT4
Negative Regulation Of Transport (GO:0051051),0.695490647,0.866191273,0.308895196,WWP2
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),0.695490647,0.866191273,0.308895196,BAG6
Nuclear Transport (GO:0051169),0.695490647,0.866191273,0.308895196,NUP54
"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",0.695490647,0.866191273,0.308895196,DCPS
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),0.695490647,0.866191273,0.308895196,SIRT4
Positive Regulation Of Lymphocyte Differentiation (GO:0045621),0.695490647,0.866191273,0.308895196,SMARCB1
Negative Regulation Of Intracellular Signal Transduction (GO:1902532),0.695547134,0.866191273,0.312530119,ENDOG;TBC1D7;TSC2;CCDC22;CACTIN;ADIPOR1
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),0.696796971,0.866517852,0.299300614,RASIP1;MEN1
Regulation Of Protein Kinase Activity (GO:0045859),0.697025825,0.866517852,0.301517434,DVL1;TSC2;TRIB3
Positive Regulation Of Angiogenesis (GO:0045766),0.697025825,0.866517852,0.301517434,TNFSF12;CHI3L1;PAK4
Peptide Biosynthetic Process (GO:0043043),0.701738069,0.868410415,0.297081767,ASMT;MRPS12;MRPL14;MRPL9
Cellular Response To Interleukin-1 (GO:0071347),0.703297655,0.868410415,0.287901034,UPF1;CACTIN
Cytoskeleton-Dependent Cytokinesis (GO:0061640),0.703297655,0.868410415,0.287901034,STMN1;SEPTIN5
Macromolecule Modification (GO:0043412),0.703297655,0.868410415,0.287901034,ST6GAL1;WWP2
Positive Regulation Of Developmental Process (GO:0051094),0.703382842,0.868410415,0.300186705,SMARCB1;KMT5C;DVL1;BCL7B;DVL2;DCN
Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),0.704643734,0.868410415,0.290123226,STMN1
Regulation Of Protein Dephosphorylation (GO:0035304),0.704643734,0.868410415,0.290123226,PPP2R5A
Cell Cycle G2/M Phase Transition (GO:0044839),0.704643734,0.868410415,0.290123226,CHEK2
Regulation Of Small Molecule Metabolic Process (GO:0062012),0.704643734,0.868410415,0.290123226,ADIPOR1
Cyclic-Nucleotide-Mediated Signaling (GO:0019935),0.704643734,0.868410415,0.290123226,HTR2C
Retinoid Metabolic Process (GO:0001523),0.704643734,0.868410415,0.290123226,ALDH1A2
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.704643734,0.868410415,0.290123226,SLFN11
Nucleic Acid-Templated Transcription (GO:0097659),0.704643734,0.868410415,0.290123226,MED20
Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),0.704643734,0.868410415,0.290123226,PLCG2
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),0.704643734,0.868410415,0.290123226,HSF1
Cellular Response To Cytokine Stimulus (GO:0071345),0.709154,0.871810638,0.295690859,UPF1;HNRNPU;CXCR4;HTRA2;CHI3L1;ARHGEF2;CACTIN;JAK3
Regulation Of Phosphorylation (GO:0042325),0.709681998,0.871810638,0.276988627,ILK;CD24
Cellular Response To Organic Substance (GO:0071310),0.709681998,0.871810638,0.276988627,PLCG2;CXCR4
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),0.709681998,0.871810638,0.276988627,PLCG2;ARHGEF2
DNA Duplex Unwinding (GO:0032508),0.713522137,0.871810638,0.272738296,UPF1
Regulation Of Dendrite Development (GO:0050773),0.713522137,0.871810638,0.272738296,DBN1
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),0.713522137,0.871810638,0.272738296,KCNJ2
Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),0.713522137,0.871810638,0.272738296,CIDEB
Cellular Response To Retinoic Acid (GO:0071300),0.713522137,0.871810638,0.272738296,HTRA2
Response To Amino Acid Starvation (GO:1990928),0.713522137,0.871810638,0.272738296,GCN1
Stem Cell Differentiation (GO:0048863),0.713522137,0.871810638,0.272738296,FOXO4
Synaptic Vesicle Exocytosis (GO:0016079),0.713522137,0.871810638,0.272738296,SNPH
Heart Contraction (GO:0060047),0.713522137,0.871810638,0.272738296,GRK2
Positive Regulation Of Actin Filament Polymerization (GO:0030838),0.713522137,0.871810638,0.272738296,ARF6
Regulation Of Amide Metabolic Process (GO:0034248),0.713522137,0.871810638,0.272738296,GCN1
Chemical Synaptic Transmission (GO:0007268),0.714900584,0.872357569,0.284973639,NLGN4Y;GLRA2;PCDHB2;SNPH;DVL1;HTR2C;APBA3
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),0.715951115,0.872357569,0.266539334,PLCG2;HTR2C
Vascular Transport (GO:0010232),0.715951115,0.872357569,0.266539334,SLC1A5;SLC27A4
Regulation Of NIK/NF-kappaB Signaling (GO:1901222),0.715951115,0.872357569,0.266539334,ILK;ADIPOR1
Anterograde Trans-Synaptic Signaling (GO:0098916),0.71628731,0.872357569,0.277594271,NLGN4Y;GLRA2;PCDHB2;HTR2C;APBA3
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),0.718119456,0.872357569,0.267335891,ZNF580;TNFSF12;MEN1
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),0.722106161,0.872357569,0.256530491,SOX2;HTRA2
Positive Regulation Of Protein Ubiquitination (GO:0031398),0.722106161,0.872357569,0.256530491,TBC1D7;TRIB3
Regulation Of Osteoclast Differentiation (GO:0045670),0.722134085,0.872357569,0.25661529,LRRC17
Branching Morphogenesis Of An Epithelial Tube (GO:0048754),0.722134085,0.872357569,0.25661529,RASIP1
Cellular Response To Amino Acid Starvation (GO:0034198),0.722134085,0.872357569,0.25661529,GCN1
Cellular Response To Glucose Starvation (GO:0042149),0.722134085,0.872357569,0.25661529,MYBBP1A
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),0.722134085,0.872357569,0.25661529,CCDC22
Ceramide Biosynthetic Process (GO:0046513),0.722134085,0.872357569,0.25661529,ST6GALNAC5
Collagen Fibril Organization (GO:0030199),0.722134085,0.872357569,0.25661529,LUM
Skeletal Muscle Tissue Development (GO:0007519),0.722134085,0.872357569,0.25661529,MSC
Stress-Activated MAPK Cascade (GO:0051403),0.722134085,0.872357569,0.25661529,GPS2
Keratinocyte Differentiation (GO:0030216),0.722134085,0.872357569,0.25661529,UGCG
Modulation By Host Of Symbiont Process (GO:0051851),0.722134085,0.872357569,0.25661529,SMARCB1
Potassium Ion Import Across Plasma Membrane (GO:1990573),0.722134085,0.872357569,0.25661529,KCNJ2
Cellular Response To Lipopolysaccharide (GO:0071222),0.723211349,0.872672305,0.259455657,UPF1;PLCG2;CACTIN
Protein Dephosphorylation (GO:0006470),0.723211349,0.872672305,0.259455657,DUSP10;PPP2R5A;TAB1
Regulation Of Kinase Activity (GO:0043549),0.728148326,0.87453889,0.246940728,PDGFRA;HNRNPU
Transport Across Blood-Brain Barrier (GO:0150104),0.728148326,0.87453889,0.246940728,SLC1A5;SLC27A4
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),0.728148326,0.87453889,0.246940728,UPF1;DCPS
Positive Regulation Of Endothelial Cell Migration (GO:0010595),0.728148326,0.87453889,0.246940728,ZNF580;BCAR1
Regulation Of Chromosome Organization (GO:0033044),0.730487562,0.87453889,0.241642652,UPF1
Regulation Of Filopodium Assembly (GO:0051489),0.730487562,0.87453889,0.241642652,ARF6
Skeletal System Morphogenesis (GO:0048705),0.730487562,0.87453889,0.241642652,PDGFRA
Glycolipid Biosynthetic Process (GO:0009247),0.730487562,0.87453889,0.241642652,ST6GALNAC5
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),0.730487562,0.87453889,0.241642652,DDX54
Learning (GO:0007612),0.730487562,0.87453889,0.241642652,NLGN4Y
Lysosome Organization (GO:0007040),0.730487562,0.87453889,0.241642652,HOOK2
mRNA Catabolic Process (GO:0006402),0.730487562,0.87453889,0.241642652,UPF1
Positive Regulation Of T Cell Mediated Immunity (GO:0002711),0.730487562,0.87453889,0.241642652,MICB
Positive Regulation Of Stress Fiber Assembly (GO:0051496),0.730487562,0.87453889,0.241642652,ARHGEF10L
Cellular Response To Starvation (GO:0009267),0.733179572,0.877270294,0.244429419,MYBBP1A;EHMT2;GCN1
Exocytosis (GO:0006887),0.734078829,0.877846217,0.237749889,RAB3IP;SYNGR3
Defense Response To Bacterium (GO:0042742),0.736219199,0.877846217,0.248294917,H2BC12;RNF31;H2BC8;H2BC21;H2BC11
Regulation Of Tumor Necrosis Factor Production (GO:0032680),0.738056646,0.877846217,0.237266579,PLCG2;ARHGEF2;CACTIN
Response To Unfolded Protein (GO:0006986),0.738590312,0.877846217,0.227720667,HSF1
Establishment Of Protein Localization To Mitochondrion (GO:0072655),0.738590312,0.877846217,0.227720667,CHCHD4
Mitotic Spindle Assembly (GO:0090307),0.738590312,0.877846217,0.227720667,CHEK2
Nucleobase-Containing Compound Catabolic Process (GO:0034655),0.738590312,0.877846217,0.227720667,MUS81
Positive Regulation Of Chemotaxis (GO:0050921),0.738590312,0.877846217,0.227720667,ZNF580
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),0.738590312,0.877846217,0.227720667,CXCR4
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),0.738590312,0.877846217,0.227720667,DMAP1
Regulation Of B Cell Proliferation (GO:0030888),0.738590312,0.877846217,0.227720667,BST1
Regulation Of Cell-Substrate Adhesion (GO:0010810),0.738590312,0.877846217,0.227720667,BST1
Negative Regulation Of Cellular Process (GO:0048523),0.741500661,0.879362365,0.257897988,H2AC8;TES;TP53I13;ITGA1;TSC2;HTRA2;FOXO4;TCHP;PSRC1;HGS;ALDH1A2;BCL7B;TAF6;MEN1
Regulation Of ERK1 And ERK2 Cascade (GO:0070372),0.744021741,0.879362365,0.240468398,PDGFRA;TRAF7;DUSP10;HTR2C;CHI3L1;MTURN
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),0.745609873,0.879362365,0.220489939,PPP1R35;CROCC
Regulation Of Cellular Metabolic Process (GO:0031323),0.74644985,0.879362365,0.214759978,CIDEB
I-kappaB kinase/NF-kappaB Signaling (GO:0007249),0.74644985,0.879362365,0.214759978,IKBKG
Regulation Of Telomerase Activity (GO:0051972),0.74644985,0.879362365,0.214759978,MEN1
Determination Of Left/Right Symmetry (GO:0007368),0.74644985,0.879362365,0.214759978,MKKS
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.74644985,0.879362365,0.214759978,BCAR1
Establishment Of Protein Localization To Extracellular Region (GO:0035592),0.74644985,0.879362365,0.214759978,MEN1
Hexose Metabolic Process (GO:0019318),0.74644985,0.879362365,0.214759978,BRAT1
Zymogen Activation (GO:0031638),0.74644985,0.879362365,0.214759978,CIDEB
Mitotic Nuclear Division (GO:0140014),0.74644985,0.879362365,0.214759978,KNSTRN
Natural Killer Cell Activation (GO:0030101),0.74644985,0.879362365,0.214759978,BAG6
Negative Regulation Of Response To Biotic Stimulus (GO:0002832),0.74644985,0.879362365,0.214759978,CACTIN
Positive Regulation Of mRNA Catabolic Process (GO:0061014),0.74644985,0.879362365,0.214759978,UPF1
Regulation Of Apoptotic Signaling Pathway (GO:2001233),0.74644985,0.879362365,0.214759978,TRAF7
Positive Regulation Of Cytokine Production (GO:0001819),0.747679431,0.880325589,0.240403109,ZNF580;IRF3;PLCG2;IRF7;CHI3L1;SCRIB;ARHGEF2;APPL1
Cellular Response To Chemical Stress (GO:0062197),0.751212985,0.883751178,0.212385882,PRDX2;HTRA2
Protein Stabilization (GO:0050821),0.751415952,0.883751178,0.227115296,BAG6;CHEK2;DVL1;ASDURF;TTI1
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),0.754073464,0.883957758,0.202680335,ITGA1
Regulation Of mRNA Catabolic Process (GO:0061013),0.754073464,0.883957758,0.202680335,UPF1
Amino Acid Transport (GO:0006865),0.754073464,0.883957758,0.202680335,SLC1A5
Cardiac Conduction (GO:0061337),0.754073464,0.883957758,0.202680335,KCNJ2
Cellular Component Disassembly (GO:0022411),0.754073464,0.883957758,0.202680335,PLAAT1
Vacuolar Transport (GO:0007034),0.754073464,0.883957758,0.202680335,AP3D1
Synapse Organization (GO:0050808),0.756861115,0.886739146,0.210768971,PCDHB2;DVL1;APPL1
Epithelial Cell Differentiation (GO:0030855),0.761388569,0.887703161,0.204647081,PLAAT1;SCRIB;ASCL1
Regulation Of Interleukin-2 Production (GO:0032663),0.761468223,0.887703161,0.191409498,PLCG2
Bicellular Tight Junction Assembly (GO:0070830),0.761468223,0.887703161,0.191409498,OCEL1
Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),0.761468223,0.887703161,0.191409498,CHEK2
Response To Organonitrogen Compound (GO:0010243),0.761468223,0.887703161,0.191409498,GLRA2
Negative Regulation Of Hydrolase Activity (GO:0051346),0.761468223,0.887703161,0.191409498,CST3
Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),0.761468223,0.887703161,0.191409498,CACTIN
Positive Regulation Of TOR Signaling (GO:0032008),0.761468223,0.887703161,0.191409498,CASTOR1
Regulation Of T Cell Differentiation (GO:0045580),0.761468223,0.887703161,0.191409498,SMARCB1
Positive Regulation Of MAP Kinase Activity (GO:0043406),0.762100976,0.887703161,0.197149278,DVL2;CD24
Generation Of Neurons (GO:0048699),0.762253299,0.887703161,0.208574363,WNT2B;SNPH;ASCL1;IER2
Protein Modification By Small Protein Conjugation (GO:0032446),0.767290415,0.890773205,0.21640788,TRAF7;CBX4;SUMO3;MIB2;ZBED1;TRIM47;WWP2;TRIM55;RNF220
Sensory Perception Of Sound (GO:0007605),0.767388544,0.890773205,0.189987172,MKKS;OTOS
Positive Regulation Of Protein Catabolic Process (GO:0045732),0.767388544,0.890773205,0.189987172,TNFSF12;OAZ2
Cellular Response To Mechanical Stimulus (GO:0071260),0.768640988,0.890773205,0.180882306,CNN2
Chloride Transmembrane Transport (GO:1902476),0.768640988,0.890773205,0.180882306,GLRA2
Cytoplasmic Microtubule Organization (GO:0031122),0.768640988,0.890773205,0.180882306,HOOK2
Myelination (GO:0042552),0.768640988,0.890773205,0.180882306,CXCR4
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),0.768640988,0.890773205,0.180882306,DUSP10
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),0.768640988,0.890773205,0.180882306,PLCG2
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),0.770067279,0.891942426,0.198356267,NIBAN1;IGF2;HTR2C;APPL1
Protein-Containing Complex Assembly (GO:0065003),0.771307003,0.892894401,0.209226379,CHCHD4;MKKS;WDCP;GPX4;HSF1;IKBKG;TEAD2;PEX14
Negative Regulation Of Amide Metabolic Process (GO:0034249),0.772573642,0.892909613,0.183110794,GGA3;YBX1
Positive Regulation Of Protein Kinase B Signaling (GO:0051897),0.772573642,0.892909613,0.183110794,IGF2;CHI3L1
Protein O-linked Glycosylation (GO:0006493),0.772573642,0.892909613,0.183110794,ST6GAL1;GXYLT1
Cellular Response To Metal Ion (GO:0071248),0.774562137,0.893024678,0.187382102,GLRA2;HSF1;PLCG2
Non-Membrane-Bounded Organelle Assembly (GO:0140694),0.774562137,0.893024678,0.187382102,DHX37;HAUS5;SAC3D1
Erythrocyte Differentiation (GO:0030218),0.77559841,0.893024678,0.171039861,SLC1A5
Negative Regulation Of T Cell Activation (GO:0050868),0.77559841,0.893024678,0.171039861,JAK3
Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),0.77559841,0.893024678,0.171039861,CACTIN
Positive Regulation Of Nervous System Development (GO:0051962),0.77559841,0.893024678,0.171039861,NUMB
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862),0.77559841,0.893024678,0.171039861,INHBE
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",0.777657648,0.894329647,0.176507248,HNRNPL;HNRNPU
Sphingolipid Metabolic Process (GO:0006665),0.777657648,0.894329647,0.176507248,UGCG;CPTP
Regulation Of Protein Kinase B Signaling (GO:0051896),0.778818849,0.894329647,0.181973895,IGF2;TSC2;CHI3L1
Regulation Of Mitochondrion Organization (GO:0010821),0.782346946,0.894329647,0.161828826,HTRA2
Steroid Biosynthetic Process (GO:0006694),0.782346946,0.894329647,0.161828826,FDXR
Mitotic Metaphase Plate Congression (GO:0007080),0.782346946,0.894329647,0.161828826,PSRC1
Nucleocytoplasmic Transport (GO:0006913),0.782346946,0.894329647,0.161828826,NUP54
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),0.782346946,0.894329647,0.161828826,MAP1S
Positive Regulation Of Cell Death (GO:0010942),0.782346946,0.894329647,0.161828826,CIDEB
Positive Regulation Of Transport (GO:0051050),0.782346946,0.894329647,0.161828826,SYNGR3
Regulation Of TORC1 Signaling (GO:1903432),0.782346946,0.894329647,0.161828826,CASTOR1
Cell Junction Assembly (GO:0034329),0.782641949,0.894329647,0.170164309,PCDHB2;CDH11
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),0.782641949,0.894329647,0.170164309,MEN1;INHBE
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),0.783009251,0.894329647,0.176729583,TRIB3;YBX1;CLK2
