GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
79840,1,0.563485,0.1503,-0.5776735,-0.0868499,287.77,NHEJ1,non-homologous end joining factor 1
27013,1,0.296276,0.1894,-1.0444535,-0.1978601,780.22,CNPPD1,cyclin Pas1/PHO80 domain containing 1
79137,1,0.1643,0.1823,-1.3907548,-0.2534682,2497.47,RETREG2,reticulophagy regulator family member 2
130617,1,0.171835,0.1717,-1.3663306,-0.2345486,422.62,ZFAND2B,zinc finger AN1-type containing 2B
10058,1,0.145614,0.2182,-1.4551983,-0.3174625,697.25,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group)
79065,1,0.244743,0.2678,-1.1632143,-0.3115558,1138.55,ATG9A,autophagy related 9A
55139,1,0.015536,0.1021,-2.4196404,-0.247082,1129.55,ANKZF1,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1
79411,1,0.397273,0.236,-0.8465007,-0.1998163,264.98,GLB1L,galactosidase beta 1 like
8576,1,0.413575,0.1733,-0.8176179,-0.1416744,415.91,STK16,serine/threonine kinase 16
7277,1,0.508399,0.4144,0.6613326,0.2740772,52.44,TUBA4A,tubulin alpha 4a
3300,1,0.334497,0.2772,-0.9650949,-0.2675332,2067.75,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
5798,1,0.062028,0.5712,-1.866098,-1.0659997,107.99,PTPRN,protein tyrosine phosphatase receptor type N
23549,1,0.358577,0.1188,-0.9180801,-0.1090417,384.06,DNPEP,aspartyl aminopeptidase
1674,1,0.2783,0.9856,1.0841468,1.068585,20.14,DES,desmin
10290,1,0.615045,0.2037,-0.5028845,-0.1024411,910.6,SPEG,striated muscle enriched protein kinase
29926,1,0.740817,0.2551,-0.3307717,-0.0843925,270.26,GMPPA,GDP-mannose pyrophosphorylase A
55515,1,0.290064,0.6345,1.0579808,0.6713205,18.35,ASIC4,acid sensing ion channel subunit family member 4
79586,1,0.67716,0.183,-0.4163416,-0.0761833,1554.24,CHPF,chondroitin polymerizing factor
130612,1,0.684593,0.2003,0.4062033,0.0813713,381.72,TMEM198,transmembrane protein 198
23363,1,0.662864,0.1293,0.435963,0.0563763,2695.4,OBSL1,obscurin like cytoskeletal adaptor 1
3623,1,0.781797,0.4884,0.2769776,0.135273,9.76,INHA,inhibin subunit alpha
114790,1,0.73053,0.1566,-0.34442,-0.0539253,525.43,STK11IP,serine/threonine kinase 11 interacting protein
6508,1,0.941745,0.2076,0.0730771,0.0151733,1124.72,SLC4A3,solute carrier family 4 member 3
2043,1,0.891246,0.3352,-0.1367277,-0.045825,2989.22,EPHA4,EPH receptor A4
5077,1,0.587664,1.533,-0.5422237,-0.8312308,116.16,PAX3,paired box 3
440934,1,0.459922,0.8406,-0.7389756,-0.6211732,33.18,CT75,cancer/testis associated transcript 75
130367,1,0.572789,0.4885,0.5639493,0.2754696,57.59,SGPP2,sphingosine-1-phosphate phosphatase 2
10056,1,0.478523,0.1328,0.7086794,0.0941432,627.8,FARSB,phenylalanyl-tRNA synthetase subunit beta
2181,1,0.561076,0.1403,0.5812434,0.0815404,5940.67,ACSL3,acyl-CoA synthetase long chain family member 3
105373904,1,0.479146,0.4726,0.7076776,0.3344282,14.22,ACSL3-AS1,ACSL3 antisense RNA 1
7857,1,0.604045,0.5555,-0.5185919,-0.2880586,649.54,SCG2,secretogranin II
130340,1,0.730031,0.4139,-0.3450842,-0.1428265,45.22,AP1S3,adaptor related protein complex 1 subunit sigma 3
57590,1,0.33771,0.149,-0.9586995,-0.1428318,2276.82,WDFY1,WD repeat and FYVE domain containing 1
65080,1,0.600045,0.1171,-0.5243359,-0.0613877,717.68,MRPL44,mitochondrial ribosomal protein L44
5270,1,0.262236,0.381,-1.1211223,-0.4271503,1263.77,SERPINE2,serpin family E member 2
8452,1,0.465797,0.0947,0.7293339,0.0690389,1671.74,CUL3,cullin 3
55619,1,0.572609,0.4274,-0.5642126,-0.2411268,4471.55,DOCK10,dedicator of cytokinesis 10
3667,1,0.617974,0.4071,-0.4987235,-0.2030505,588.21,IRS1,insulin receptor substrate 1
84236,1,0.593751,0.2003,-0.5334081,-0.106851,414.45,RHBDD1,rhomboid domain containing 1
1286,1,0.696773,0.7121,-0.3896796,-0.2775042,33.57,COL4A4,collagen type IV alpha 4 chain
1285,1,0.835318,0.6305,-0.2078865,-0.1310696,29.87,COL4A3,collagen type IV alpha 3 chain
654841,1,0.174359,0.2469,-1.3583301,-0.3353767,29.93,MFF-DT,MFF divergent transcript
56947,1,0.747155,0.098,-0.3223926,-0.0316075,1686.08,MFF,mitochondrial fission factor
79853,1,0.547875,0.4127,0.6009476,0.2480086,12.38,TM4SF20,transmembrane 4 L six family member 20
3267,1,0.814068,0.1151,0.2351818,0.027062,2380.51,AGFG1,ArfGAP with FG repeats 1
80704,1,0.791607,0.5116,0.2642242,0.1351809,49.28,SLC19A3,solute carrier family 19 member 3
164781,1,0.485802,0.4684,-0.6970014,-0.3264424,176.53,DAW1,dynein assembly factor with WD repeats 1
80309,1,0.839385,0.6357,0.2026799,0.1288349,54.98,SPHKAP,"SPHK1 interactor, AKAP domain containing"
55022,1,0.681869,0.2275,0.4099144,0.0932496,524.63,PID1,phosphotyrosine interaction domain containing 1
92737,1,0.774862,0.2796,-0.2860212,-0.0799713,3224.33,DNER,delta/notch like EGF repeat containing
9320,1,0.610898,0.0714,-0.5087926,-0.0363388,5701.69,TRIP12,thyroid hormone receptor interactor 12
130888,1,0.58641,0.3441,-0.5440451,-0.1871947,418.08,FBXO36,F-box protein 36
151473,1,0.446989,0.2314,0.7604448,0.1759948,316.98,SLC16A14,solute carrier family 16 member 14
3431,1,0.66477,0.3547,0.4333369,0.1537209,126.5,SP110,SP110 nuclear body protein
11262,1,0.883187,0.4666,0.1469302,0.0685605,16.48,SP140,SP140 nuclear body protein
93349,1,0.596738,0.6048,0.529097,0.3199988,29.72,SP140L,SP140 nuclear body protein like
6672,1,0.326462,0.7756,0.9812654,0.7611038,12.51,SP100,SP100 nuclear antigen
51719,1,0.388044,0.0939,-0.8631704,-0.0810477,2788.21,CAB39,calcium binding protein 39
81618,1,0.909705,0.3639,-0.1134102,-0.041271,7547.74,ITM2C,integral membrane protein 2C
257407,1,0.457312,0.1754,0.7432804,0.1303771,1074,C2orf72,chromosome 2 open reading frame 72
112268432,1,0.560462,0.2362,0.5821549,0.1375326,413.65,LOC112268432,uncharacterized LOC112268432
5707,1,0.778171,0.1316,-0.2817033,-0.0370682,3131.9,PSMD1,"proteasome 26S subunit, non-ATPase 1"
3357,1,0.433256,0.5519,0.7836319,0.4325,25.58,HTR2B,5-hydroxytryptamine receptor 2B
80210,1,0.527771,0.1108,-0.6314124,-0.06998,954.27,ARMC9,armadillo repeat containing 9
93010,1,0.770347,0.3611,0.2919216,0.1054112,14.71,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
4691,1,0.688045,0.0962,0.4015098,0.0386381,6497.19,NCL,nucleolin
654321,1,0.565463,0.3573,0.5747463,0.2053351,14.08,SNORA75,"small nucleolar RNA, H/ACA box 75"
151477,1,0.375839,0.4033,0.8855886,0.3571581,14.33,LINC00471,long intergenic non-protein coding RNA 471
5757,1,0.145024,0.2771,1.457333,0.4038019,9952,PTMA,prothymosin alpha
100302285,1,0.319274,0.3748,0.9959515,0.3733236,132.83,MIR1244-1,microRNA 1244-1
5147,1,0.348998,0.1843,0.9365344,0.172558,657.15,PDE6D,phosphodiesterase 6D
64708,1,0.884946,0.1205,-0.1447022,-0.0174427,423.91,COPS7B,COP9 signalosome subunit 7B
129563,1,0.77915,0.1005,-0.2804263,-0.0281886,542.86,DIS3L2,DIS3 like 3'-5' exoribonuclease 2
9427,1,0.695548,0.497,0.3913374,0.1945068,341.23,ECEL1,endothelin converting enzyme like 1
646960,1,0.884294,1.1077,-0.1455286,-0.1611972,28.78,PRSS56,serine protease 56
1146,1,0.792348,0.2982,-0.2632633,-0.0784945,64.15,CHRNG,cholinergic receptor nicotinic gamma subunit
200765,1,0.656008,0.1349,-0.4454312,-0.060078,340.54,TIGD1,tigger transposable element derived 1
9470,1,0.210052,0.1332,-1.2534238,-0.1670023,1748.19,EIF4E2,eukaryotic translation initiation factor 4E family member 2
80303,1,0.158175,0.4524,-1.4112361,-0.6384445,334.45,EFHD1,EF-hand domain family member D1
26058,1,0.669847,0.0529,0.4263579,0.0225492,3653.93,GIGYF2,GRB10 interacting GYF protein 2
3769,1,0.483527,0.3373,-0.7006407,-0.2362941,193.91,KCNJ13,potassium inwardly rectifying channel subfamily J member 13
389084,1,0.393204,0.2491,-0.8538222,-0.2126466,86.71,SNORC,secondary ossification center associated regulator of chondrocyte maturation
25791,1,0.679451,0.6068,-0.413213,-0.2507328,305.64,NGEF,neuronal guanine nucleotide exchange factor
3635,1,0.35598,0.5778,-0.9230526,-0.5333625,54.54,INPP5D,inositol polyphosphate-5-phosphatase D
55054,1,0.360933,0.1172,-0.9135879,-0.1071055,818.29,ATG16L1,autophagy related 16 like 1
677775,1,0.748969,0.2989,-0.3199989,-0.0956608,686.04,SCARNA5,small Cajal body-specific RNA 5
677772,1,0.609719,0.2372,-0.5104748,-0.1210628,57.82,SCARNA6,small Cajal body-specific RNA 6
8527,1,0.723289,0.1624,-0.3540665,-0.0574979,894.46,DGKD,diacylglycerol kinase delta
55230,1,0.681461,0.1899,-0.4104699,-0.0779318,886.33,USP40,ubiquitin specific peptidase 40
55355,1,0.492842,0.3849,0.6857952,0.2639688,646.23,HJURP,Holliday junction recognition protein
151507,1,0.641288,0.4585,-0.4658985,-0.2136241,69.68,MSL3P1,MSL complex subunit 3 pseudogene 1
79054,1,0.540642,0.4775,-0.6118423,-0.2921697,293.57,TRPM8,transient receptor potential cation channel subfamily M member 8
10123,1,0.640545,0.2594,-0.466937,-0.121104,2335.8,ARL4C,ADP ribosylation factor like GTPase 4C
105373938,1,0.723207,0.754,0.3541755,0.2670401,9.83,LOC105373938,uncharacterized LOC105373938
23677,1,0.185467,0.2493,1.3241081,0.3301375,1967.7,SH3BP4,SH3 domain binding protein 4
105373939,1,0.489991,0.7246,0.6903227,0.5002059,14.12,LOC105373939,uncharacterized LOC105373939
116987,1,0.452631,0.15,0.7510361,0.1126872,2051.9,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
27321,1,0.650411,0.6033,0.4531918,0.2733899,38.86,TNRC17,trinucleotide repeat containing 17
105373943,1,0.476273,0.4798,0.71231,0.3417496,42.91,LOC105373943,
107986000,1,0.463596,0.438,0.7329387,0.321059,28.58,LOC107986000,
105373942,1,0.956137,0.5802,0.0550024,0.0319136,84.76,LOC105373942,uncharacterized LOC105373942
105373944,1,0.744013,0.7339,0.3265437,0.2396558,19.75,LOC105373944,replaced by ID 2637
2637,1,0.882369,0.6228,0.1479662,0.0921589,141.72,GBX2,gastrulation brain homeobox 2
79781,1,0.400238,0.7491,0.8411966,0.630151,13.67,IQCA1,IQ motif containing with AAA domain 1
105373945,1,0.834143,0.5255,0.2093908,0.1100419,26.33,LOC105373945,uncharacterized LOC105373945
57007,1,0.986152,0.4253,0.0173567,0.007382,119.86,ACKR3,atypical chemokine receptor 3
105373950,1,0.98031,0.5376,0.0246799,0.0132685,12.89,LOC105373950,uncharacterized LOC105373950
10920,1,0.587804,0.1286,-0.5420213,-0.0697052,1490.09,COPS8,COP9 signalosome subunit 8
1293,1,0.039194,1.271,2.0621476,2.6209314,315.12,COL6A3,collagen type VI alpha 3 chain
9208,1,0.470825,0.1285,-0.7211381,-0.0926389,1302.89,LRRFIP1,LRR binding FLII interacting protein 1
375316,1,0.870873,0.2838,0.1625494,0.0461272,45.92,RBM44,RNA binding motif protein 44
10267,1,0.595571,0.9075,0.5307799,0.4816973,621.23,RAMP1,receptor activity modifying protein 1
100533179,1,0.649377,0.1954,-0.4546284,-0.088822,279.88,UBE2F-SCLY,UBE2F-SCLY readthrough (NMD candidate)
140739,1,0.345253,0.162,-0.9438378,-0.1528554,390.53,UBE2F,ubiquitin conjugating enzyme E2 F (putative)
51540,1,0.765724,0.1886,0.2979724,0.0561876,123.7,SCLY,selenocysteine lyase
151176,1,0.774307,0.4964,0.2867462,0.1423474,22.65,ERFE,erythroferrone
80895,1,0.536133,0.1191,0.6186719,0.0736846,320.51,ILKAP,ILK associated serine/threonine phosphatase
151174,1,0.415769,0.5699,-0.813783,-0.4638021,12.8,LINC02610,long intergenic non-protein coding RNA 2610
643387,1,0.609448,0.3615,0.5108617,0.1846811,15.37,TARDBPP3,TARDBP pseudogene 3
55502,1,0.064373,0.2354,1.84959,0.4354761,920.8,HES6,hes family bHLH transcription factor 6
8864,1,0.320274,0.2645,0.993896,0.262915,92.76,PER2,period circadian regulator 2
26146,1,0.549485,0.0971,-0.5985319,-0.0581155,473.69,TRAF3IP1,TRAF3 interacting protein 1
51665,1,0.365614,0.0903,-0.904719,-0.0816889,893.34,ASB1,ankyrin repeat and SOCS box containing 1
107986003,1,0.579953,0.097,-0.5534534,-0.0536991,224.64,LOC107986003,uncharacterized LOC107986003
9759,1,0.796895,0.1596,0.2573673,0.0410677,1138.78,HDAC4,histone deacetylase 4
85009,1,0.788783,0.5137,-0.2678918,-0.1376027,13.48,MGC16025,uncharacterized LOC85009
101928111,1,0.733373,0.3507,0.3406416,0.1194728,16.05,HDAC4-AS1,HDAC4 antisense RNA 1
4705,1,0.588576,0.1241,-0.5409007,-0.0670997,1978.06,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10
150678,1,0.740647,0.1766,-0.3309972,-0.0584413,334.17,COPS9,COP9 signalosome subunit 9
150677,1,0.90224,0.6724,0.1228319,0.0825982,19.07,OTOS,otospiralin
105373968,1,0.220909,0.6531,-1.2241136,-0.7994592,41.4,LOC105373968,uncharacterized LOC105373968
2817,1,0.755407,0.3057,0.3115181,0.095245,5853.24,GPC1,glypican 1
100130449,1,0.517887,0.3497,0.6466053,0.2261082,33.01,GPC1-AS1,GPC1 antisense RNA 1
51281,1,0.957191,0.1727,-0.0536789,-0.0092707,232.81,ANKMY1,ankyrin repeat and MYND domain containing 1
285193,1,0.65035,0.1644,0.4532758,0.0745333,194.3,DUSP28,dual specificity phosphatase 28
57140,1,0.358123,0.2153,0.9189478,0.1978706,273.97,RNPEPL1,arginyl aminopeptidase like 1
101752400,1,0.644554,0.3506,0.4613404,0.1617406,60.58,CAPN10-DT,CAPN10 divergent transcript
11132,1,0.870369,0.1644,0.1631892,0.0268325,662.95,CAPN10,calpain 10
2859,1,0.18321,0.3271,-1.3309361,-0.4353248,25.02,GPR35,G protein-coupled receptor 35
547,1,0.38011,0.2034,0.8776935,0.1785291,15460.2,KIF1A,kinesin family member 1A
25992,1,0.789411,0.2127,0.2670755,0.0568056,163.72,SNED1,"sushi, nidogen and EGF like domains 1"
130916,1,0.946621,0.1221,-0.0669504,-0.0081716,697.92,MTERF4,mitochondrial transcription termination factor 4
23178,1,0.03786,0.1738,2.0763628,0.3608523,439.1,PASK,PAS domain containing serine/threonine kinase
5510,1,0.98195,0.1532,-0.022624,-0.0034668,858.51,PPP1R7,protein phosphatase 1 regulatory subunit 7
50636,1,0.924983,0.1829,-0.0941583,-0.0172235,109.06,ANO7,anoctamin 7
105376810,1,0.752245,0.4642,0.3156811,0.1465457,9.79,LOC105376810,uncharacterized LOC105376810
3069,1,0.664127,0.1598,-0.4342226,-0.0693739,11220.92,HDLBP,high density lipoprotein binding protein
101927509,1,0.829451,0.1675,-0.2154063,-0.0360824,79.54,HDLBP-AS1,HDLBP antisense RNA 1
4735,1,0.587297,0.0795,-0.5427567,-0.0431262,15380.58,SEPTIN2,septin 2
9855,1,0.82895,0.0777,-0.2160486,-0.0167902,632.76,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
105373973,1,0.744876,0.5433,0.3254027,0.176786,10.37,LOC105373973,uncharacterized LOC105373973
10494,1,0.818185,0.118,0.2298803,0.0271265,2282.79,STK25,serine/threonine kinase 25
666,1,0.949912,0.2565,0.0628168,0.01611,468.74,BOK,BCL2 family apoptosis regulator BOK
105373975,1,0.897668,0.4375,-0.1286074,-0.0562697,19.03,LOC105373975,
51078,1,0.72767,0.1345,-0.3482261,-0.0468303,912.2,THAP4,THAP domain containing 4
23192,1,0.571137,0.1615,-0.5663777,-0.0914505,1183.21,ATG4B,autophagy related 4B cysteine peptidase
1841,1,0.430728,0.1027,0.7879462,0.0808943,514.99,DTYMK,deoxythymidylate kinase
84289,1,0.188389,0.0897,1.3153599,0.1179916,906.02,ING5,inhibitor of growth family member 5
728294,1,0.614164,0.1806,-0.504139,-0.0910533,267.43,D2HGDH,D-2-hydroxyglutarate dehydrogenase
105373976,1,0.591198,0.5337,0.5371011,0.2866584,13.84,LOC105373976,
102723927,1,0.702406,0.8786,0.382075,0.3356744,17.46,LINC01238,long intergenic non-protein coding RNA 1238
285097,1,0.264946,0.8742,1.1147777,0.9745398,28.79,LOC285097,uncharacterized FLJ38379
728323,1,0.938456,0.2036,-0.0772112,-0.0157191,57.14,LINC01881,long intergenic non-protein coding RNA 1881
101927174,1,0.552489,0.2038,0.594034,0.1210784,130.36,CHL1-AS2,CHL1 antisense RNA 2
10752,1,0.898152,0.1273,-0.1279968,-0.0162941,11188.4,CHL1,cell adhesion molecule L1 like
101927193,1,0.893113,0.1584,-0.1343664,-0.021286,420.38,CHL1-AS1,CHL1 antisense RNA 1
27255,1,0.502202,0.3757,0.6710298,0.2521076,41.5,CNTN6,contactin 6
152330,1,0.375296,0.3379,-0.8865959,-0.2995709,51.35,CNTN4,contactin 4
3568,1,0.655682,0.5441,-0.4458824,-0.2425831,14.29,IL5RA,interleukin 5 receptor subunit alpha
51095,1,0.737905,0.0908,-0.3346291,-0.0303828,779.88,TRNT1,tRNA nucleotidyl transferase 1
51185,1,0.305335,0.1048,-1.02506,-0.1074153,1114.47,CRBN,cereblon
100130207,1,0.26601,0.1838,-1.1122972,-0.2044471,83.12,LOC100130207,uncharacterized LOC100130207
57633,1,0.317185,0.1681,1.0002586,0.1681493,2190.59,LRRN1,leucine rich repeat neuronal 1
102723512,1,0.518683,0.6373,0.6453765,0.4113019,30.47,LOC102723512,uncharacterized LOC102723512
285362,1,0.493018,0.2098,-0.6855162,-0.1438162,569.52,SUMF1,sulfatase modifying factor 1
6419,1,0.312006,0.1096,1.0110216,0.1107949,444.42,SETMAR,SET domain and mariner transposase fusion gene
3708,1,0.908241,0.4156,-0.1152576,-0.0479035,190.35,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1"
100507582,1,0.312226,0.4453,-1.0105627,-0.4499849,52.54,BHLHE40-AS1,BHLHE40 antisense RNA 1
8553,1,0.901959,0.394,0.1231867,0.0485359,888.74,BHLHE40,basic helix-loop-helix family member e40
55207,1,0.666575,0.177,-0.4308535,-0.0762483,1232.85,ARL8B,ADP ribosylation factor like GTPase 8B
9695,1,0.859172,0.1721,0.1774286,0.0305292,295.67,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1
105376944,1,0.988629,1.9869,-0.0142518,-0.0283166,96.79,LOC105376944,uncharacterized LOC105376944
2917,1,0.860751,0.5005,0.1754188,0.0878035,48.36,GRM7,glutamate metabotropic receptor 7
101927394,1,0.20212,0.3573,1.2755359,0.4557804,17.32,LOC101927394,uncharacterized LOC101927394
100288428,1,0.468382,0.3992,0.7251142,0.2894992,22.39,LMCD1-AS1,LMCD1 antisense RNA 1
107986010,1,0.712385,0.4369,0.3686552,0.161079,30.86,LOC107986010,uncharacterized LOC107986010
29995,1,0.881821,0.3693,-0.1486614,-0.0549036,84.53,LMCD1,LIM and cysteine rich domains 1
51066,1,0.413601,0.4754,0.8175726,0.3887023,12.78,SSUH2,ssu-2 homolog
5021,1,0.384005,0.4243,0.8705414,0.3693343,37.26,OXTR,oxytocin receptor
107986061,1,0.960272,0.7944,-0.0498122,-0.039569,34.63,LOC107986061,uncharacterized LOC107986061
107984112,1,0.920569,0.771,0.0997174,0.0768799,50.79,LOC107984112,uncharacterized LOC107984112
56852,1,0.332642,0.235,0.9688056,0.2276471,436.46,RAD18,RAD18 E3 ubiquitin protein ligase
9901,1,0.443799,0.2287,-0.7657933,-0.1751678,2819.95,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
101927416,1,0.608989,0.6066,0.5115172,0.3102833,22.8,SRGAP3-AS2,SRGAP3 antisense RNA 2
100288831,1,0.44078,0.5669,-0.7708763,-0.4370321,14.4,SRGAP3-AS3,SRGAP3 antisense RNA 3
25917,1,0.91748,0.0849,0.1036086,0.0087914,1065.06,THUMPD3,THUMP domain containing 3
440944,1,0.842995,0.1892,0.1980639,0.0374782,284.89,THUMPD3-AS1,THUMPD3 antisense RNA 1
55209,1,0.546273,0.2346,0.6033541,0.1415728,2675.7,SETD5,SET domain containing 5
375323,1,0.478224,0.5316,0.7091618,0.377011,47.63,LHFPL4,LHFPL tetraspan subfamily member 4
64419,1,0.562835,0.1011,0.5786353,0.0585216,568.41,MTMR14,myotubularin related protein 14
7862,1,0.381941,0.1353,0.8743262,0.1183238,846.94,BRPF1,bromodomain and PHD finger containing 1
4968,1,0.980771,0.147,-0.0241021,-0.0035441,818.37,OGG1,8-oxoguanine DNA glycosylase
8536,1,0.516471,0.1798,0.6487952,0.1166639,460.66,CAMK1,calcium/calmodulin dependent protein kinase I
10474,1,0.689295,0.1135,-0.3998125,-0.0453823,1561.41,TADA3,transcriptional adaptor 3
10093,1,0.555039,0.1314,-0.5902264,-0.0775307,1586.07,ARPC4,actin related protein 2/3 complex subunit 4
100526693,1,0.659103,0.1081,-0.4411524,-0.0476758,423.59,ARPC4-TTLL3,ARPC4-TTLL3 readthrough
26140,1,0.568104,0.1842,-0.5708463,-0.1051614,231.71,TTLL3,tubulin tyrosine ligase like 3
285367,1,0.680261,0.1494,0.4121069,0.0615534,204.28,RPUSD3,RNA pseudouridine synthase D3
84522,1,0.686285,0.1377,-0.4039011,-0.05563,397.02,JAGN1,jagunal homolog 1
132014,1,0.199165,0.3987,1.2839334,0.5118727,13.13,IL17RE,interleukin 17 receptor E
84818,1,0.47198,0.1678,0.7192617,0.1206825,377.11,IL17RC,interleukin 17 receptor C
78987,1,0.624102,0.3282,-0.4900446,-0.1608423,506.26,CRELD1,cysteine rich with EGF like domains 1
285368,1,0.936158,0.2174,0.0801001,0.0174105,169.42,PRRT3,proline rich transmembrane protein 3
55831,1,0.641562,0.1885,-0.4655165,-0.0877549,840.2,EMC3,ER membrane protein complex subunit 3
442075,1,0.748871,0.3844,0.3201288,0.123045,186.88,EMC3-AS1,EMC3 antisense RNA 1
152302,1,0.546024,0.2119,-0.6037288,-0.1279342,108.59,CIDECP1,CIDEC pseudogene 1
2177,1,0.2927,0.3017,1.0522179,0.3174388,788.7,FANCD2,FA complementation group D2
115795,1,0.423274,0.4887,0.8007548,0.3913643,14.68,FANCD2OS,FANCD2 opposite strand
55845,1,0.710137,0.1304,0.3716724,0.0484838,1390.98,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex
7428,1,0.909917,0.0982,-0.1131427,-0.0111085,2077.08,VHL,von Hippel-Lindau tumor suppressor
3656,1,0.592247,0.4145,-0.5355831,-0.2219886,21.72,IRAK2,interleukin 1 receptor associated kinase 2
9797,1,0.97432,0.0841,0.03219,0.002706,975.81,TATDN2,TatD DNase domain containing 2
100126793,1,0.665885,0.2672,0.431802,0.1153629,34.94,GHRLOS,ghrelin opposite strand/antisense RNA
84657,1,0.876682,0.5175,0.155177,0.0802969,13.91,LINC00852,long intergenic non-protein coding RNA 852
51738,1,0.661196,0.2913,-0.4382619,-0.1276648,25.85,GHRL,ghrelin and obestatin prepropeptide
6396,1,0.735284,0.1412,-0.3381055,-0.0477543,1777.67,SEC13,"SEC13 homolog, nuclear pore and COPII coat complex component"
491,1,0.31033,0.3366,1.0145303,0.3415323,188.09,ATP2B2,ATPase plasma membrane Ca2+ transporting 2
285370,1,0.157689,0.3724,1.4128877,0.5262298,61.99,LINC00606,long intergenic non-protein coding RNA 606
6538,1,0.1337,0.3262,1.4996691,0.4892534,2680.69,SLC6A11,solute carrier family 6 member 11
105376950,1,0.935833,0.4206,0.0805078,0.0338591,18.79,LOC105376950,uncharacterized LOC105376950
6529,1,0.077241,0.19,1.7669216,0.3357,946.29,SLC6A1,solute carrier family 6 member 1
100874090,1,0.510028,0.4503,-0.6587943,-0.2966236,12.06,SLC6A1-AS1,SLC6A1 antisense RNA 1
3269,1,0.339807,0.5583,-0.9545462,-0.5329205,1084.23,HRH1,histamine receptor H1
105376951,1,0.963583,0.6813,-0.0456578,-0.0311071,19.11,LOC105376951,uncharacterized LOC105376951
10533,1,0.689907,0.1185,-0.3989813,-0.0472777,894.36,ATG7,autophagy related 7
9686,1,0.597195,0.1469,-0.5284382,-0.0776166,2309.16,VGLL4,vestigial like family member 4
105376952,1,0.910747,0.483,0.1120958,0.0541474,52.45,LOC105376952,replaced by ID 10533
132001,1,0.97817,0.1701,-0.0273638,-0.004654,140.88,TAMM41,TAM41 mitochondrial translocator assembly and maintenance homolog
7079,1,0.704927,0.6603,0.378678,0.2500516,25.11,TIMP4,TIMP metallopeptidase inhibitor 4
5468,1,0.88586,0.7118,-0.1435443,-0.102182,20.54,PPARG,peroxisome proliferator activated receptor gamma
80746,1,0.7232,0.1139,-0.3541852,-0.0403355,416.96,TSEN2,tRNA splicing endonuclease subunit 2
100129480,1,0.639975,0.3962,0.4677332,0.1853086,46.96,MKRN2OS,MKRN2 opposite strand
23609,1,0.940687,0.0898,-0.0744069,-0.0066789,831.47,MKRN2,makorin ring finger protein 2
5894,1,0.505609,0.0929,0.6656901,0.0618427,2566.68,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
23066,1,0.702485,0.3151,0.3819679,0.1203764,306.73,CAND2,cullin associated and neddylation dissociated 2 (putative)
6161,1,0.595583,0.181,-0.5307628,-0.0960935,9948.79,RPL32,ribosomal protein L32
619563,1,0.826538,0.3088,-0.2191435,-0.0676705,30.9,SNORA7A,"small nucleolar RNA, H/ACA box 7A"
9922,1,0.572839,0.2911,0.5638756,0.1641486,617.65,IQSEC1,IQ motif and Sec7 domain ArfGEF 1
23225,1,0.236796,0.4842,1.1830325,0.5728753,470.72,NUP210,nucleoporin 210
79885,1,0.854741,0.2289,-0.1830727,-0.0419137,351.3,HDAC11,histone deacetylase 11
2199,1,0.6569,0.44,0.4441973,0.1954614,281.5,FBLN2,fibulin 2
7476,1,0.30307,0.5998,1.029872,0.6177531,170.48,WNT7A,Wnt family member 7A
131474,1,0.625948,0.1719,0.4874376,0.083779,152.87,CHCHD4,coiled-coil-helix-coiled-coil-helix domain containing 4
79188,1,0.155101,0.2098,-1.4217423,-0.298295,2071,TMEM43,transmembrane protein 43
7508,1,0.145985,0.1152,-1.4538593,-0.1674566,1491.43,XPC,"XPC complex subunit, DNA damage recognition and repair factor"
107986063,1,0.975148,0.4104,0.0311528,0.0127865,22.52,XPC-AS1,XPC antisense RNA 1
27258,1,0.604398,0.1064,0.518086,0.0551367,908.82,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
6533,1,0.533239,0.5271,0.6230697,0.3284096,117.05,SLC6A6,solute carrier family 6 member 6
80852,1,0.3993,0.7872,0.8428716,0.6635031,300.08,GRIP2,glutamate receptor interacting protein 2
105376960,1,0.598758,1.136,0.5261876,0.5977297,19.08,LOC105376960,uncharacterized LOC105376960
51244,1,0.671689,0.1309,0.4238311,0.0554609,510.59,CCDC174,coiled-coil domain containing 174
84077,1,0.877073,0.2403,0.1546811,0.0371708,81.41,C3orf20,chromosome 3 open reading frame 20
100505641,1,0.421293,0.1215,0.80418,0.0977278,4723.26,FGD5-AS1,FGD5 antisense RNA 1
