Term,P-value,Adjusted P-value,Combined Score,Genes
"Regulation Of Complement Activation, Classical Pathway (GO:0030450)",0.152947396,0.999995837,6.463480883,SUSD4;SVEP1
Regulation Of Endothelial Cell Differentiation (GO:0045601),0.152947396,0.999995837,6.463480883,TMEM100;ATOH8
Regulation Of Fibroblast Apoptotic Process (GO:2000269),0.152947396,0.999995837,6.463480883,SFRP1;PRDM11
Regulation Of Glucan Biosynthetic Process (GO:0010962),0.152947396,0.999995837,6.463480883,PPP1R3G;PPP1R3E
Regulation Of Interleukin-23 Production (GO:0032667),0.152947396,0.999995837,6.463480883,TLR4;IL17RA
Regulation Of Morphogenesis Of An Epithelium (GO:1905330),0.152947396,0.999995837,6.463480883,RNF207;SIX2
Regulation Of Rhodopsin Mediated Signaling Pathway (GO:0022400),0.152947396,0.999995837,6.463480883,GRK4;GUCY2F
Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance (GO:1902287),0.152947396,0.999995837,6.463480883,PLXNA2;PLXNA4
Sensory Perception Of Sour Taste (GO:0050915),0.152947396,0.999995837,6.463480883,SCNN1D;ASIC2
Serotonin Uptake (GO:0051610),0.152947396,0.999995837,6.463480883,SLC18A3;SLC6A4
Skin Morphogenesis (GO:0043589),0.152947396,0.999995837,6.463480883,COL1A1;COL1A2
Sympathetic Ganglion Development (GO:0061549),0.152947396,0.999995837,6.463480883,NELL2;SEMA3F
Ear Morphogenesis (GO:0042471),0.157029289,0.999995837,3.825087316,PAX8;USH1C;TWIST1;SOBP
Lipid Translocation (GO:0034204),0.157029289,0.999995837,3.825087316,ATP8A2;SLC66A2;ATP10D;ATP9A
Regulation Of Neuron Differentiation (GO:0045664),0.157402862,0.999995837,2.770225021,ALK;MOSMO;MEF2C;BRINP2;ZFHX3;BMP2;DTX1;NGF;NBL1;TRIM32
RNA Modification (GO:0009451),0.160321085,0.999995837,3.009743237,QTRT1;RBM15B;ANKRD16;WDR4;MEPCE;BCDIN3D;MRM2
Actin Filament Bundle Organization (GO:0061572),0.162115381,0.999995837,3.356882602,USH1C;FSCN2;AIF1;LIMD2;RFLNA
Carboxylic Acid Metabolic Process (GO:0019752),0.162115381,0.999995837,3.356882602,N6AMT1;PTGIS;GSTO2;AMH;ST3GAL1
Glycolipid Metabolic Process (GO:0006664),0.162115381,0.999995837,3.356882602,UGT8;PGAP3;CPTP;ST8SIA6;PIGW
Negative Regulation Of Epithelial Cell Migration (GO:0010633),0.162115381,0.999995837,3.356882602,SP100;ADGRB1;STC1;MCC;DCN
Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),0.162115381,0.999995837,3.356882602,HDAC4;NUPR1;ERFE;CBFA2T3;WNT4
Regulation Of Sprouting Angiogenesis (GO:1903670),0.162115381,0.999995837,3.356882602,BMPER;TNN;FGF18;RHOJ;KLF2
Amino Acid Transmembrane Transport (GO:0003333),0.162413367,0.999995837,3.130329278,SLC22A4;SLC47A1;SLC7A7;SLC38A7;SLC38A10;SLC7A10
Monoatomic Cation Transport (GO:0006812),0.162413367,0.999995837,3.130329278,PANX1;TMEM63C;ATP10D;PIEZO2;GRIN2C;MCOLN1
Potassium Ion Import Across Plasma Membrane (GO:1990573),0.162413367,0.999995837,3.130329278,KCNJ5;SLC12A5;KCNK9;KCNJ2;HCN2;KCNJ3
Regulation Of Neurotransmitter Receptor Activity (GO:0099601),0.162413367,0.999995837,3.130329278,CACNG8;MEF2C;GSG1L;CACNG2;CACNG3;SHANK1
Regulation Of Cellular Biosynthetic Process (GO:0031326),0.162614541,0.999995837,2.770138525,RBM3;GRM5;AVIL;NANOS3;SIRPA;SIRT5;CTNS;TNFRSF1B;ELP6
Sulfur Compound Biosynthetic Process (GO:0044272),0.162614541,0.999995837,2.770138525,GGT5;CHPF2;CHST12;GLCE;DSE;CHST15;CHSY3;ST3GAL1;CHST2
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),0.162753706,0.999995837,4.327410234,GJD3;CACNA1C;PRKACA
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),0.162753706,0.999995837,4.327410234,PIK3AP1;SCIMP;TLR4
Negative Regulation Of Biosynthetic Process (GO:0009890),0.162753706,0.999995837,4.327410234,ASXL3;GPER1;EMILIN1
Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719),0.162753706,0.999995837,4.327410234,TGFB3;HFE;SMAD7
Positive Regulation Of Positive Chemotaxis (GO:0050927),0.162753706,0.999995837,4.327410234,F7;CXCL12;CNTN1
Protein O-linked Mannosylation (GO:0035269),0.162753706,0.999995837,4.327410234,FKRP;RXYLT1;POMGNT2
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),0.162753706,0.999995837,4.327410234,CACNA1C;CALM1;PRKACA
Regulation Of Steroid Biosynthetic Process (GO:0050810),0.162753706,0.999995837,4.327410234,EGR1;BMP2;WNT4
Cell-Matrix Adhesion (GO:0007160),0.164404462,0.999995837,2.528061257,ECM2;COL13A1;ITGA4;FN1;NPNT;NID2;COL3A1;TNN;ITGA10;ITGA8;EMILIN1;ITGB7;ITGA9
Glycoprotein Biosynthetic Process (GO:0009101),0.16659754,0.999995837,2.646659246,GMPPB;CHST8;BMPR2;CHST12;B3GALT2;ST8SIA6;ALG1;B3GALT5;IGF1;ST3GAL1
Intracellular Monoatomic Cation Homeostasis (GO:0030003),0.168941463,0.999995837,2.286038884,PRNP;HFE;SLC40A1;STC1;RMDN3;SLC39A12;ERFE;SLC30A10;BMP6;TPCN2;LETM2;TMEM199;EDNRA;CXCL12;SCNN1D;TMEM203;STIM2;VAPB;PRND;FXN;KCNJ2
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),0.172104254,0.999995837,2.828689617,GRM7;GRM8;NPY1R;LPAR1;OPRL1;HTR1B;ADCY5
Cardiac Muscle Tissue Development (GO:0048738),0.172104254,0.999995837,2.828689617,GREM1;BMP2;BMPR2;SGCD;HEY2;GATA6;GATA4
Sprouting Angiogenesis (GO:0002040),0.172104254,0.999995837,2.828689617,GREM1;RAMP2;BMPER;ADGRA2;RSPO3;LOXL2;ENG
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),0.173132093,0.999995837,2.365511047,PRNP;ACE;HGF;IL34;LIF;IGF1;BMP6;AGT;GREM1;FGF7;GRM5;CLCF1;CASS4;CSPG4;AMH
Carbohydrate Biosynthetic Process (GO:0016051),0.174708553,0.999995837,3.43281881,B3GALT2;ST8SIA6;B3GALT5;ST6GALNAC5
Cardiac Conduction System Development (GO:0003161),0.174708553,0.999995837,3.43281881,HEY2;GATA6;GATA4;TBX18
"Chemical Synaptic Transmission, Postsynaptic (GO:0099565)",0.174708553,0.999995837,3.43281881,MEF2C;NPFF;INSYN1;GRIN2C
Inner Ear Morphogenesis (GO:0042472),0.174708553,0.999995837,3.43281881,PAX8;USH1C;SOBP;TBX18
Lamellipodium Assembly (GO:0030032),0.174708553,0.999995837,3.43281881,ABLIM2;ABLIM3;PTPRO;PARVB
Myotube Differentiation (GO:0014902),0.174708553,0.999995837,3.43281881,ADAMTS15;ADAMTS5;MEF2C;IGF1
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),0.174708553,0.999995837,3.43281881,CXCL12;AMH;TRIM32;BCL2L1
Negative Regulation Of Lipid Biosynthetic Process (GO:0051055),0.174708553,0.999995837,3.43281881,BMP2;GPER1;ASXL3;WNT4
Regulation Of Chondrocyte Differentiation (GO:0032330),0.174708553,0.999995837,3.43281881,GREM1;PTHLH;NKX3-2;LOXL2
Regulation Of Monocyte Chemotaxis (GO:0090025),0.174708553,0.999995837,3.43281881,GREM1;CXCL12;CCN3;NBL1
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),0.175617107,0.999995837,2.914592502,RAMP2;ITGA4;GPER1;TNFAIP3;CCL2;GATA3
Regulation Of Blood Circulation (GO:1903522),0.177182722,0.999995837,3.082641645,KCNIP2;KCNMB2;FXYD1;BDKRB2;AGT
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.177182722,0.999995837,3.082641645,PPP3CA;PRNP;FHL2;IGF1;SPPL3
Positive Regulation Of Binding (GO:0051099),0.178313637,0.999995837,2.450851937,GPSM1;FOXC1;BMP2;LRP1;STING1;HFE;IGF1;NGF;SPPL3;DACT1;NME1
Cellular Response To Hypoxia (GO:0071456),0.18290237,0.999995837,2.508308651,SFRP1;PTGIS;EGLN2;KCND2;GATA6;TWIST1;ADAM8;VHL;SCN2A
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.184034269,0.999995837,2.174112668,CADM1;TENM4;AMIGO3;PCDHGB4;AMIGO2;LRRC4;PCDHB13;CLDN2;FGFRL1;CDH7;TGFBR2;ALCAM;FLRT3;CDH22;CDH23;ADGRL1;DCHS1;FAT4;CBLN1
Actin Cytoskeleton Reorganization (GO:0031532),0.184249135,0.999995837,2.659818447,FGF7;THSD7B;AUTS2;INSRR;CASS4;S1PR2;PARVB
Negative Regulation Of Metabolic Process (GO:0009892),0.184249135,0.999995837,2.659818447,ADAMTS5;FOXC2;LAMA4;PLCL1;ALDH1A1;CCDC3;TLR4
DNA Modification (GO:0006304),0.185423224,0.999995837,3.729482343,SMUG1;EXOSC4;OGG1
Embryo Development Ending In Birth Or Egg Hatching (GO:0009792),0.185423224,0.999995837,3.729482343,NR5A2;CELF4;RAI2
Hippo Signaling (GO:0035329),0.185423224,0.999995837,3.729482343,WWTR1;DCHS1;FAT4
Negative Regulation Of Insulin Secretion (GO:0046676),0.185423224,0.999995837,3.729482343,CHGA;SFRP1;CCN3
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),0.185423224,0.999995837,3.729482343,BMPR2;TGFB3;BMP6
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),0.185423224,0.999995837,3.729482343,NTRK1;IGF1;NGF
Positive Regulation Of Stem Cell Differentiation (GO:2000738),0.185423224,0.999995837,3.729482343,FOXC1;MTCH2;LTBP2
Toll-Like Receptor 4 Signaling Pathway (GO:0034142),0.185423224,0.999995837,3.729482343,PIK3AP1;SCIMP;TLR4
B Cell Homeostasis (GO:0001782),0.185631392,0.999995837,4.968424816,MEF2C;TNFAIP3
I-kappaB Phosphorylation (GO:0007252),0.185631392,0.999995837,4.968424816,ERC1;TLR4
Adrenal Gland Development (GO:0030325),0.185631392,0.999995837,4.968424816,STRA6;WNT4
Biomineral Tissue Development (GO:0031214),0.185631392,0.999995837,4.968424816,COL1A1;CEMP1
cAMP Biosynthetic Process (GO:0006171),0.185631392,0.999995837,4.968424816,ADCY8;ADCY5
cGMP Biosynthetic Process (GO:0006182),0.185631392,0.999995837,4.968424816,NPPC;GUCY2F
Calcium Ion Transport Into Cytosol (GO:0060402),0.185631392,0.999995837,4.968424816,CACNA2D1;CACNA1C
Chondroitin Sulfate Proteoglycan Metabolic Process (GO:0050654),0.185631392,0.999995837,4.968424816,DSE;PXYLP1
Lipid Import Into Cell (GO:0140354),0.185631392,0.999995837,4.968424816,SLC27A4;STRA6
Lipid Phosphorylation (GO:0046834),0.185631392,0.999995837,4.968424816,DGKD;DGKI
Mitral Valve Morphogenesis (GO:0003183),0.185631392,0.999995837,4.968424816,BMPR2;DCHS1
Negative Regulation Of Bone Resorption (GO:0045779),0.185631392,0.999995837,4.968424816,TMEM119;TNFAIP3
Negative Regulation Of Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002924),0.185631392,0.999995837,4.968424816,SUSD4;SVEP1
Negative Regulation Of Receptor Binding (GO:1900121),0.185631392,0.999995837,4.968424816,HFE;PCSK9
Negative Regulation Of Sodium Ion Transmembrane Transport (GO:1902306),0.185631392,0.999995837,4.968424816,HECW2;PCSK9
Nerve Growth Factor Signaling Pathway (GO:0038180),0.185631392,0.999995837,4.968424816,NTRK1;NGF
Positive Regulation Of Cardiocyte Differentiation (GO:1905209),0.185631392,0.999995837,4.968424816,MEF2C;GPER1
Protein K6-linked Ubiquitination (GO:0085020),0.185631392,0.999995837,4.968424816,UBE2D4;RNF25
Receptor Guanylyl Cyclase Signaling Pathway (GO:0007168),0.185631392,0.999995837,4.968424816,NPPC;GUCY2F
"Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)",0.185631392,0.999995837,4.968424816,HFE;IRF1
Regulation Of Actin Filament Length (GO:0030832),0.185631392,0.999995837,4.968424816,CXCL12;TMSB4Y
Regulation Of Complement Activation (GO:0030449),0.185631392,0.999995837,4.968424816,CFH;SUSD4
Regulation Of Granulocyte Differentiation (GO:0030852),0.185631392,0.999995837,4.968424816,LEF1;RUNX1
Regulation Of Mast Cell Activation Involved In Immune Response (GO:0033006),0.185631392,0.999995837,4.968424816,C12ORF4;UNC13D
Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886),0.185631392,0.999995837,4.968424816,C12ORF4;UNC13D
Response To Interleukin-4 (GO:0070670),0.185631392,0.999995837,4.968424816,LEF1;GATA3
Response To Laminar Fluid Shear Stress (GO:0034616),0.185631392,0.999995837,4.968424816,KLF2;SMAD7
Response To Type I Interferon (GO:0034340),0.185631392,0.999995837,4.968424816,SP100;SHFL
Serotonin Transport (GO:0006837),0.185631392,0.999995837,4.968424816,SLC18A3;SLC6A4
Smooth Muscle Tissue Development (GO:0048745),0.185631392,0.999995837,4.968424816,ENG;STRA6
Type II Interferon-Mediated Signaling Pathway (GO:0060333),0.185631392,0.999995837,4.968424816,SP100;IRF1
Regulation Of Signal Transduction (GO:0009966),0.187365087,0.999995837,2.11506853,PRNP;SP100;NCOA5;IGFBP5;IGFBP4;HHIP;DTX1;GATA3;KCTD8;RGS5;NCLN;KIF26A;FRRS1L;GRK4;TMEM204;UBTF;GAS1;KCTD12;IGFBP6;VHL;MGLL
Positive Regulation Of Protein Catabolic Process (GO:0045732),0.187487565,0.999995837,2.350034206,NSF;EGLN2;APC;PCSK9;TNFAIP3;ADAM8;NUPR1;TNFRSF1B;TRIM32;NKD1;DACT1
Sensory Perception Of Sound (GO:0007605),0.187487565,0.999995837,2.350034206,TIMM8B;COL1A1;SPTBN4;MYH7B;GRM7;COL11A2;USH1C;CDH23;ROR1;CACNA1D;CRYM
Sensory Perception Of Light Stimulus (GO:0050953),0.188443934,0.999995837,2.300463135,COL1A1;LUM;RDH10;GRM8;EYA4;CDH23;SLC4A10;USH1C;FSCN2;GUCY2F;DHRS3;IMPG2
Cellular Response To Ketone (GO:1901655),0.189239788,0.999995837,2.715856781,POSTN;SFRP1;SCNN1D;ADCY8;NR3C1;ADCY5
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),0.192256161,0.999995837,2.116930367,RAMP2;VIPR2;CALCRL;NPY1R;LPAR1;OPRL1;HTR1B;CACNA1D;ADRA1D;ADCY8;PTHLH;ADCY5;ADGRG2;ADORA2B;GPER1;ADGRB1;GRM8;ADGRL1
Skeletal Muscle Organ Development (GO:0060538),0.192752057,0.999995837,2.834706759,POPDC3;MYH7B;SVIL;MEF2C;STRA6
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),0.193025472,0.999995837,3.089349458,PCDHGB4;CDH22;DCHS1;CDH7
Negative Regulation Of Lipid Metabolic Process (GO:0045833),0.193025472,0.999995837,3.089349458,ALK;GPER1;ASXL3;CCDC3
Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176),0.193025472,0.999995837,3.089349458,ZFYVE28;ZGPAT;GPRC5A;CHMP6
Cellular Response To Decreased Oxygen Levels (GO:0036294),0.193449025,0.999995837,2.387502574,SFRP1;PTGIS;EGLN2;KCND2;GATA6;TWIST1;ADAM8;VHL;SCN2A
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),0.195658059,0.999995837,2.30982007,CACNA2D1;CACNA1B;ITPR1;ITPR2;CACNA1D;CACNA1C;PLCH2;GRIN2C;SCN2A;NALF1
Regulation Of Cell Motility (GO:2000145),0.196803016,0.999995837,2.158611732,SERPINE2;TWIST1;FBLN1;GATA3;FGF7;FGF9;TNN;FGF18;TMSB4Y;SPOCK3;PLXNA2;SGK1;TRIM32;PLXNA4
Regulation Of Secretion By Cell (GO:1903530),0.201417459,0.999995837,2.365498381,RAB3B;NSF;RAB3C;MEF2C;CAMK2A;CPLX2;SNCAIP;TPCN2
Positive Regulation Of Vasculature Development (GO:1904018),0.206451762,0.999995837,2.127153247,SMOC2;RAMP2;PTGIS;FGF18;GATA6;CNTN1;TWIST1;CTSH;GATA4;EMILIN1;ANGPTL4;RUNX1
Positive Regulation Of Interferon-Beta Production (GO:0032728),0.208778979,0.999995837,2.610033748,POLR3B;STING1;IRF1;IRF5;TLR4
Positive Regulation Of Phospholipase C Activity (GO:0010863),0.208778979,0.999995837,2.610033748,PDGFRA;EDNRA;LPAR1;ADRA1D;ARHGAP6
Regulation Of Trans-Synaptic Signaling (GO:0099177),0.208778979,0.999995837,2.610033748,NLGN4Y;PPP3CA;CACNA1B;LRRC4;GRIK1
Actin Filament Capping (GO:0051693),0.208847375,0.999995837,3.23493754,SVIL;AVIL;VILL
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),0.208847375,0.999995837,3.23493754,MFSD6;ACE;HFE
Barbed-End Actin Filament Capping (GO:0051016),0.208847375,0.999995837,3.23493754,SVIL;AVIL;VILL
Branching Involved In Ureteric Bud Morphogenesis (GO:0001658),0.208847375,0.999995837,3.23493754,FOXD1;PAX8;NPNT
Endothelial Cell Proliferation (GO:0001935),0.208847375,0.999995837,3.23493754,BMPR2;BMPER;LOXL2
Excitatory Postsynaptic Potential (GO:0060079),0.208847375,0.999995837,3.23493754,MEF2C;NPFF;GRIN2C
Maintenance Of Gastrointestinal Epithelium (GO:0030277),0.208847375,0.999995837,3.23493754,SERPINA3;TLR4;MUC6
Negative Regulation Of Monoatomic Ion Transport (GO:0043271),0.208847375,0.999995837,3.23493754,WNK4;HTR1B;STC1
Negative Regulation Of Peptide Hormone Secretion (GO:0090278),0.208847375,0.999995837,3.23493754,CHGA;SFRP1;CCN3
Neuromuscular Process (GO:0050905),0.208847375,0.999995837,3.23493754,CHRND;SHANK1;STRA6
Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017),0.208847375,0.999995837,3.23493754,CARD9;TLR4;IL17RA
Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304),0.208847375,0.999995837,3.23493754,CARD9;IGFBP6;SCIMP
Protein Autoprocessing (GO:0016540),0.208847375,0.999995837,3.23493754,CASP6;PCSK9;FXN
Regulation Of T Cell Cytokine Production (GO:0002724),0.208847375,0.999995837,3.23493754,HFE;TNFRSF1B;SMAD7
Renal Absorption (GO:0070293),0.208847375,0.999995837,3.23493754,WNK4;HAS2;SGK1
Ureteric Bud Morphogenesis (GO:0060675),0.208847375,0.999995837,3.23493754,PAX8;GATA3;NPNT
Vesicle-Mediated Transport In Synapse (GO:0099003),0.208847375,0.999995837,3.23493754,DNAJC5;PIP5K1C;CPLX2
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),0.210836432,0.999995837,1.914616947,WWTR1;AMER3;TLE2;IGFBP4;PTPRO;LRRK1;PRICKLE1;MCC;LYPD6;NKD1;BICC1;COL1A1;GREM1;SFRP4;CYLD;SFRP1;BMP2;APC;DAAM2;FRZB;IGFBP6;DACT1
Establishment Of Protein Localization To Vacuole (GO:0072666),0.211903939,0.999995837,2.787249078,CACNG8;VPS8;CACNG2;CACNG3
Negative Regulation Of Notch Signaling Pathway (GO:0045746),0.211903939,0.999995837,2.787249078,EGFL7;MMP14;CDK3;DLK2
Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677),0.211903939,0.999995837,2.787249078,HEY2;TWIST1;GATA3;IGF1
Ventricular Septum Morphogenesis (GO:0060412),0.211903939,0.999995837,2.787249078,BMPR2;HEY2;SMAD7;TGFBR2
Canonical Wnt Signaling Pathway (GO:0060070),0.213257871,0.999995837,2.241027848,SFRP4;SFRP1;WNT5B;FRZB;LEF1;GATA3;NID1;WNT4
Regulation Of Neuron Apoptotic Process (GO:0043523),0.215727055,0.999995837,2.045552227,NTRK1;EGR1;PRNP;MEF2C;EGLN2;UNC5B;TGFB3;CLCF1;PCSK9;CCL2;NUPR1;NGF
Integrin-Mediated Signaling Pathway (GO:0007229),0.21617187,0.999995837,2.110587941,COL3A1;COL16A1;ITGA4;ITGA10;ITGA8;FN1;ITGB7;FBLN1;PLPP3;ITGA9
Male Gonad Development (GO:0008584),0.217626084,0.999995837,2.363194609,FGF9;GATA6;GATA4;GATA3;INHBA;WNT4
Negative Regulation Of Cellular Metabolic Process (GO:0031324),0.217626084,0.999995837,2.363194609,HDAC4;TWIST1;SIRT5;NUPR1;AMH;CBFA2T3
Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),0.217626084,0.999995837,2.363194609,FOXC2;ADAMTS5;LAMA4;PLCL1;ALDH1A1;TLR4
Regulation Of Fibroblast Proliferation (GO:0048145),0.217626084,0.999995837,2.363194609,PDGFRA;SFRP1;FN1;IGF1;AMH;TRIM32
N-acetylneuraminate Metabolic Process (GO:0006054),0.219154522,0.999995837,3.918576914,NAGK;ST3GAL1
Cellular Response To Forskolin (GO:1904322),0.219154522,0.999995837,3.918576914,ADCY8;ADCY5
Cellular Response To Interleukin-12 (GO:0071349),0.219154522,0.999995837,3.918576914,STAT4;SIRPA
Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065),0.219154522,0.999995837,3.918576914,GATA6;GATA4
Epithelial Cell Apoptotic Process (GO:1904019),0.219154522,0.999995837,3.918576914,BMPR2;CASP6
Maintenance Of Synapse Structure (GO:0099558),0.219154522,0.999995837,3.918576914,ERC1;CBLN1
Mesonephros Development (GO:0001823),0.219154522,0.999995837,3.918576914,PAX8;GATA3
Negative Regulation Of Autophagosome Assembly (GO:1902902),0.219154522,0.999995837,3.918576914,PHF23;NUPR1
Negative Regulation Of Homotypic Cell-Cell Adhesion (GO:0034111),0.219154522,0.999995837,3.918576914,C1QTNF1;SERPINE2
Negative Regulation Of Interleukin-17 Production (GO:0032700),0.219154522,0.999995837,3.918576914,PRNP;TLR4
Negative Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000650),0.219154522,0.999995837,3.918576914,HECW2;PCSK9
Nuclear RNA Surveillance (GO:0071027),0.219154522,0.999995837,3.918576914,EXOSC4;ZC3H4
Peptidyl-Proline Hydroxylation (GO:0019511),0.219154522,0.999995837,3.918576914,EGLN2;P4HA3
Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309),0.219154522,0.999995837,3.918576914,MORC2;MPHOSPH8
Positive Regulation Of Macrophage Differentiation (GO:0045651),0.219154522,0.999995837,3.918576914,IL34;LIF
Positive Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903818),0.219154522,0.999995837,3.918576914,KCNIP2;RNF207
Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664),0.219154522,0.999995837,3.918576914,PPP3CA;PRNP
Regulation Of Programmed Necrotic Cell Death (GO:0062098),0.219154522,0.999995837,3.918576914,CYLD;NUPR1
Response To Forskolin (GO:1904321),0.219154522,0.999995837,3.918576914,ADCY8;ADCY5
Positive Regulation Of Cell Growth (GO:0030307),0.225173806,0.999995837,1.967130121,N6AMT1;PRR5;SFRP1;MMP14;SLC44A4;EXOSC4;CPNE5;KLHL22;IGF1;NGF;FXN;TRIM32
Positive Regulation Of Signaling (GO:0023056),0.225217934,0.999995837,2.406000777,NSF;RIMS4;CLSTN2;GATA6;GATA3
Type I Interferon-Mediated Signaling Pathway (GO:0060337),0.225217934,0.999995837,2.406000777,HDAC4;SP100;TRAF3;TBKBP1;IFNAR1
Cellular Response To Type II Interferon (GO:0071346),0.225356447,0.999995837,2.123624877,SP100;IRF1;CAMK2A;SIRPA;CCL2;CALM1;TLR4;AIF1
Regulation Of Protein Metabolic Process (GO:0051246),0.226212473,0.999995837,1.987828079,RBM3;GRM5;ACE;TRAF3;NANOS3;SPOP;INHBA;CHMP6;ELP6;AGT;KLF2
Negative Regulation Of Multicellular Organismal Process (GO:0051241),0.230851883,0.999995837,1.757804685,FOXC2;DLX1;MEF2C;BMPR2;PPP1R11;LAMA4;PLCL1;PTPRO;STC1;LDLRAD4;GATA3;ATP2B1;MCC;TBX18;SLC6A4;LOXL2;SMAD7;ADAMTS5;SFRP1;BMP2;ARHGDIB;ALDH1A1;EMILIN1;TLR4
Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232),0.231267531,0.999995837,2.520443881,ARHGAP28;PIK3R1;ARHGAP6;SHANK1
Negative Regulation Of Type II Interferon Production (GO:0032689),0.231267531,0.999995837,2.520443881,PRNP;INHBA;INHA;TLR4
Positive Regulation Of Fibroblast Proliferation (GO:0048146),0.231267531,0.999995837,2.520443881,PDGFRA;FN1;IGF1;AMH
Regulation Of Monoatomic Ion Transport (GO:0043269),0.231267531,0.999995837,2.520443881,KCNJ5;STC1;KCNJ2;KCNJ3
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305),0.231267531,0.999995837,2.520443881,FXYD1;GPD1L;FGF12;SCN2B
Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),0.232329106,0.999995837,2.20659406,EHHADH;TNFAIP3;SIRPA;BPI;IGF1;TLR4
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),0.232329106,0.999995837,2.20659406,FGF9;IGFBP5;MMP2;HTR1B;IGF1;AIF1
Bicarbonate Transport (GO:0015701),0.23287319,0.999995837,2.821739761,SLC4A10;SLC4A3;SLC4A4
Eye Morphogenesis (GO:0048592),0.23287319,0.999995837,2.821739761,ALDH1A3;NKD1;FBN1
Ganglioside Metabolic Process (GO:0001573),0.23287319,0.999995837,2.821739761,ST8SIA6;CLN6;ST6GALNAC5
Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843),0.23287319,0.999995837,2.821739761,SEMA3D;SEMA6D;SEMA3F
Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886),0.23287319,0.999995837,2.821739761,PPP3CA;IGF1;SPPL3
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058),0.23287319,0.999995837,2.821739761,PPP3CA;IGF1;SPPL3
Protein Insertion Into Membrane (GO:0051205),0.23287319,0.999995837,2.821739761,REEP1;GET1;TRAM1L1
Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287),0.23287319,0.999995837,2.821739761,SFRP4;TMEM204;FSTL4
Regulation Of Smooth Muscle Cell Migration (GO:0014910),0.23287319,0.999995837,2.821739761,IGFBP5;LRP1;IGF1
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),0.23287319,0.999995837,2.821739761,SMOC2;DCN;JCAD
tRNA Metabolic Process (GO:0006399),0.23287319,0.999995837,2.821739761,POP1;ADAT1;DTD2
Protein Processing (GO:0016485),0.232901931,0.999995837,1.882586328,PCSK1;ECEL1;PCSK9;SPPL3;PRSS12;F7;MMP14;CASP6;C1RL;CNTN1;CPE;CTSH;FXN
Regulation Of Calcium Ion Transport (GO:0051924),0.236037553,0.999995837,2.08822468,CAMK2B;STIM2;CACNA2D1;CAMK2A;STC1;CACNA1D;ATP2B1
Cellular Response To Type I Interferon (GO:0071357),0.242022661,0.999995837,2.220339775,HDAC4;SP100;TRAF3;TBKBP1;IFNAR1
Heart Looping (GO:0001947),0.242022661,0.999995837,2.220339775,MEF2C;MICAL2;GATA4;TGFBR2;ENG
Positive Regulation Of Cation Channel Activity (GO:2001259),0.242022661,0.999995837,2.220339775,PPP3CA;EDNRA;KCNIP2;ATPSCKMT;CALM1
