GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
57628,0.82028,1.04E-01,0.1929,1.62465,0.3134451,961.44,DPP10,dipeptidyl peptidase like 10
101929356,0.82028,1.06E-01,0.2609,-1.617225,-0.4218752,323.43,LOC101929356,
686,0.82028,1.05E-01,0.6493,-1.619486,-1.0515627,1120.44,BTD,biotinidase
22907,0.82028,1.03E-01,0.0685,1.629355,0.11154,2372.99,DHX30,DExH-box helicase 30
79012,0.82028,1.04E-01,0.4293,-1.625302,-0.6977454,82.56,CAMKV,CaM kinase like vesicle associated
93622,0.82028,1.04E-01,0.0881,1.625994,0.14324,352.57,LOC93622,Morf4 family associated protein 1 like 1
6443,0.82028,1.05E-01,0.1087,-1.620318,-0.1761951,2476.05,SGCB,sarcoglycan beta
8671,0.82028,1.03E-01,0.1154,1.632227,0.1884177,2024.23,SLC4A4,solute carrier family 4 member 4
105377289,0.82028,1.04E-01,0.2678,-1.625175,-0.435246,47.28,SHROOM3-AS1,SHROOM3 antisense RNA 1
105377373,0.82028,1.04E-01,0.5333,-1.627952,-0.8682586,143.28,ANK2-AS1,ANK2 antisense RNA 1
101929524,0.82028,1.03E-01,0.3482,-1.630718,-0.5678157,70.63,RETREG1-AS1,RETREG1 antisense RNA 1
55789,0.82028,1.05E-01,0.3165,1.619546,0.5125216,250.16,DEPDC1B,DEP domain containing 1B
10802,0.82028,1.04E-01,0.102,-1.624255,-0.165695,1206.69,SEC24A,"SEC24 homolog A, COPII coat complex component"
23092,0.82028,1.05E-01,0.2064,1.622838,0.334935,142.3,ARHGAP26,Rho GTPase activating protein 26
2870,0.82028,1.04E-01,0.1806,1.627379,0.2939497,508.33,GRK6,G protein-coupled receptor kinase 6
5601,0.82028,1.05E-01,0.0882,-1.619483,-0.1428967,706.05,MAPK9,mitogen-activated protein kinase 9
401233,0.82028,1.06E-01,0.2135,-1.616952,-0.3452374,118.61,HTATSF1P2,HIV-1 Tat specific factor 1 pseudogene 2
8345,0.82028,1.04E-01,0.2947,1.627993,0.4797611,1972.99,H2BC9,H2B clustered histone 9
23070,0.82028,1.05E-01,0.0907,1.620555,0.1469702,1342.18,CMTR1,cap methyltransferase 1
4201,0.82028,1.06E-01,0.0961,1.618116,0.1555814,1577.22,MEA1,male-enhanced antigen 1
9841,0.82028,1.04E-01,0.0968,1.624782,0.1572953,607.77,ZBTB24,zinc finger and BTB domain containing 24
112267965,0.82028,1.06E-01,0.2895,-1.617753,-0.4682817,69.29,LOC112267965,
729920,0.82028,1.04E-01,0.1689,-1.626822,-0.2748094,140.31,CRPPA,CDP-L-ribitol pyrophosphorylase A
3663,0.82028,1.03E-01,0.3587,-1.628907,-0.5843288,56.18,IRF5,interferon regulatory factor 5
105375500,0.82028,1.06E-01,0.5242,-1.617196,-0.8477844,14,LOC105375500,uncharacterized LOC105375500
2675,0.82028,1.04E-01,0.3735,-1.627305,-0.6077341,839.77,GFRA2,GDNF family receptor alpha 2
25960,0.82028,1.06E-01,0.3383,1.617631,0.5472051,139.18,ADGRA2,adhesion G protein-coupled receptor A2
6788,0.82028,1.03E-01,0.1143,-1.629944,-0.1863029,838.25,STK3,serine/threonine kinase 3
79956,0.82028,1.04E-01,0.0959,-1.626858,-0.1560554,368.55,ERMP1,endoplasmic reticulum metallopeptidase 1
286343,0.82028,1.05E-01,0.6953,1.621922,1.1277843,14.16,LURAP1L,leucine rich adaptor protein 1 like
80142,0.82028,1.06E-01,0.1552,1.618439,0.251251,449.47,PTGES2,prostaglandin E synthase 2
101928525,0.82028,1.04E-01,0.1983,1.624078,0.3221306,48.28,LOC101928525,uncharacterized LOC101928525
5464,0.82028,1.05E-01,0.1502,1.619877,0.2433408,1005.87,PPA1,inorganic pyrophosphatase 1
51703,0.82028,1.05E-01,0.3526,-1.622176,-0.5719616,22.86,ACSL5,acyl-CoA synthetase long chain family member 5
107984284,0.82028,1.05E-01,0.6427,-1.618822,-1.0403788,10.13,LOC107984284,replaced by ID 105378575
107984318,0.82028,1.03E-01,0.6266,-1.629073,-1.0207155,7.74,LOC107984318,
85456,0.82028,1.06E-01,0.0997,1.617759,0.161358,1416.69,TNKS1BP1,tankyrase 1 binding protein 1
9219,0.82028,1.03E-01,0.096,1.63234,0.1567678,3942.62,MTA2,metastasis associated 1 family member 2
84153,0.82028,1.04E-01,0.0863,1.627176,0.1404731,799.97,RNASEH2C,ribonuclease H2 subunit C
2915,0.82028,1.04E-01,0.4368,1.623594,0.709125,84.4,GRM5,glutamate metabotropic receptor 5
105369515,0.82028,1.04E-01,0.6721,-1.624775,-1.0919376,18.89,LOC105369515,uncharacterized LOC105369515
101929340,0.82028,1.02E-01,0.3683,-1.632927,-0.6014441,24.71,ESAM-AS1,ESAM antisense RNA 1
641654,0.82028,1.05E-01,0.2779,1.620193,0.4502893,330.22,HEPN1,"hepatocellular carcinoma, down-regulated 1"
259290,0.82028,1.03E-01,0.2602,-1.631735,-0.4245965,68.71,TAS2R31,taste 2 receptor member 31
101928705,0.82028,1.03E-01,0.2376,-1.628464,-0.3869241,103.13,LOC101928705,
81539,0.82028,1.05E-01,0.1455,-1.620907,-0.2358445,1673.79,SLC38A1,solute carrier family 38 member 1
84190,0.82028,1.04E-01,0.1253,-1.626472,-0.2038755,182.54,METTL25,methyltransferase like 25
105370114,0.82028,1.04E-01,0.35,-1.627056,-0.5694077,73.14,LOC105370114,
109616976,0.82028,1.03E-01,0.1296,1.631951,0.2115464,151.43,SNORA79B,"small nucleolar RNA, H/ACA box 79B"
1241,0.82028,1.05E-01,0.2606,-1.61996,-0.4221945,70.18,LTB4R,leukotriene B4 receptor
100189065,0.82028,1.05E-01,0.396,1.619839,0.6415008,45.56,TRH-GTG1-9,tRNA-His (anticodon GTG) 1-9
123688,0.82028,1.06E-01,0.3558,1.617616,0.5755578,17.43,HYKK,hydroxylysine kinase
105370921,0.82028,1.06E-01,0.5974,-1.616904,-0.9659094,32.12,LOC105370921,uncharacterized LOC105370921
9899,0.82028,1.05E-01,0.8211,-1.621731,-1.3315584,12.57,SV2B,synaptic vesicle glycoprotein 2B
583,0.82028,1.03E-01,0.1356,1.628412,0.2207648,1583.26,BBS2,Bardet-Biedl syndrome 2
7442,0.82028,1.05E-01,0.111,-1.621876,-0.180099,194.55,TRPV1,transient receptor potential cation channel subfamily V member 1
284040,0.82028,1.06E-01,0.1252,-1.617229,-0.202517,133.68,CDRT4,CMT1A duplicated region transcript 4
8533,0.82028,1.06E-01,0.0719,1.617477,0.1162361,956.2,COPS3,COP9 signalosome subunit 3
3965,0.82028,1.05E-01,0.5112,-1.621332,-0.8288727,14.56,LGALS9,galectin 9
7126,0.82028,1.03E-01,0.084,1.631021,0.1369285,2637.43,TNFAIP1,TNF alpha induced protein 1
51326,0.82028,1.05E-01,0.1619,-1.619651,-0.2621574,556.69,ARL17A,ADP ribosylation factor like GTPase 17A
105372036,0.82028,1.05E-01,0.3434,-1.622932,-0.5573688,45.98,LOC105372036,uncharacterized LOC105372036
57719,0.82028,1.04E-01,0.2189,1.627614,0.356233,684.74,ANO8,anoctamin 8
81,0.82028,1.04E-01,0.1162,1.625648,0.1888836,4518.7,ACTN4,actinin alpha 4
2091,0.82028,1.03E-01,0.0985,1.62984,0.160602,635.66,FBL,fibrillarin
11100,0.82028,1.04E-01,0.1184,1.625922,0.1925642,4289.52,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
57106,0.82028,1.04E-01,0.1296,1.624373,0.2105982,408.48,NAT14,N-acetyltransferase 14 (putative)
55857,0.82028,1.06E-01,0.1908,-1.618682,-0.3088124,247.69,KIZ,kizuna centrosomal protein
116151,0.82028,1.04E-01,0.3537,-1.624772,-0.5747185,1769.23,FAM210B,family with sequence similarity 210 member B
85319,0.82028,1.06E-01,0.1653,-1.617343,-0.2673046,74.69,BAGE2,"BAGE family member 2, pseudogene"
100996571,0.82028,1.03E-01,0.4557,-1.630029,-0.7428055,9.92,CYYR1-AS1,CYYR1 antisense RNA 1
23617,0.82028,1.05E-01,0.3863,-1.62055,-0.6260387,22.9,TSSK2,testis specific serine kinase 2
3985,0.82028,1.04E-01,0.2143,-1.624991,-0.3482405,1072.02,LIMK2,LIM domain kinase 2
8664,0.82028,1.03E-01,0.12,1.629923,0.1955411,2948.52,EIF3D,eukaryotic translation initiation factor 3 subunit D
107985564,0.82028,1.04E-01,0.3836,-1.627506,-0.6242918,12.75,EFCAB6-DT,EFCAB6 divergent transcript
30850,0.82049,1.06E-01,0.0873,1.616589,0.1411221,524.06,CDR2L,cerebellar degeneration related protein 2 like
653598,0.82054,1.06E-01,0.2752,1.616173,0.4448371,22.19,PPIAL4C,peptidylprolyl isomerase A like 4C
94239,0.82054,1.06E-01,0.108,1.616251,0.1745329,4012.79,H2AZ2,H2A.Z variant histone 2
4085,0.82075,1.06E-01,0.2313,1.615856,0.3737376,670.39,MAD2L1,mitotic arrest deficient 2 like 1
6659,0.82077,1.06E-01,0.2089,1.615581,0.3375193,14282.36,SOX4,SRY-box transcription factor 4
8525,0.82077,1.06E-01,0.1606,1.615458,0.2594448,830.92,DGKZ,diacylglycerol kinase zeta
100506994,0.82096,1.06E-01,0.1324,-1.615154,-0.2137817,139.43,PTPRG-AS1,PTPRG antisense RNA 1
57520,0.82192,1.06E-01,0.5278,-1.614364,-0.8521193,622.46,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
55686,0.82192,1.07E-01,0.1207,1.613118,0.1947746,167.57,MREG,melanoregulin
151963,0.82192,1.07E-01,0.3417,1.613119,0.5511828,151.1,MB21D2,Mab-21 domain containing 2
107986206,0.82192,1.07E-01,0.2453,-1.612464,-0.3955638,45.66,LRP2BP-AS1,LRP2BP antisense RNA 1
105374727,0.82192,1.07E-01,0.4127,-1.613013,-0.6657693,9.37,CPLANE1-AS1,CPLANE1 antisense RNA 1
3136,0.82192,1.07E-01,0.1754,-1.61257,-0.282835,359.61,HLA-H,"major histocompatibility complex, class I, H (pseudogene)"
222643,0.82192,1.07E-01,0.275,-1.612279,-0.4433797,26.52,UNC5CL,unc-5 family C-terminal like
6117,0.82192,1.07E-01,0.1308,1.613578,0.2110202,690.39,RPA1,replication protein A1
55544,0.82192,1.07E-01,0.2288,1.613251,0.3691448,401.73,RBM38,RNA binding motif protein 38
112268269,0.82192,1.07E-01,0.2303,1.613036,0.3714081,56.48,LOC112268269,uncharacterized LOC112268269
54069,0.82192,1.07E-01,0.1425,1.612498,0.2297856,293.89,MIS18A,MIS18 kinetochore protein A
23598,0.82192,1.07E-01,0.1507,1.613577,0.2432389,1375.49,PATZ1,POZ/BTB and AT hook containing zinc finger 1
79677,0.8222,1.07E-01,0.1171,1.610713,0.1886747,1307.52,SMC6,structural maintenance of chromosomes 6
101929386,0.8222,1.07E-01,0.539,-1.610652,-0.8680847,26.11,LOC101929386,uncharacterized LOC101929386
107986215,0.8222,1.07E-01,0.4045,-1.61063,-0.6514751,62.98,LOC107986215,replaced by ID 153020
134187,0.8222,1.07E-01,0.334,-1.610583,-0.5378949,95.08,POU5F2,"POU domain class 5, transcription factor 2"
389813,0.8222,1.07E-01,0.1917,1.611294,0.3088198,115.02,AJM1,apical junction component 1 homolog
738,0.8222,1.07E-01,0.1016,1.611353,0.1636532,2194.44,VPS51,VPS51 subunit of GARP complex
2,0.8222,1.07E-01,0.125,1.611402,0.2013514,22244.95,A2M,alpha-2-macroglobulin
7625,0.8222,1.07E-01,0.1194,1.610607,0.1923439,674.64,ZNF74,zinc finger protein 74
100506076,0.82259,1.07E-01,0.2976,-1.609648,-0.4790501,69.69,LOC100506076,uncharacterized LOC100506076
101927012,0.82259,1.08E-01,0.3318,-1.60935,-0.5339848,235.63,LOC101927012,
10385,0.82259,1.08E-01,0.1278,-1.609228,-0.2056693,661.41,BTN2A2,butyrophilin subfamily 2 member A2
105376425,0.82259,1.07E-01,0.4296,-1.60974,-0.6914705,27.06,LOC105376425,uncharacterized LOC105376425
79703,0.82259,1.07E-01,0.1349,-1.609699,-0.2171178,348.05,C11orf80,chromosome 11 open reading frame 80
83460,0.82259,1.08E-01,0.1177,1.609205,0.1893372,160.82,EMC6,ER membrane protein complex subunit 6
105377771,0.82271,1.08E-01,0.4117,1.608946,0.6624056,30.04,LOC105377771,
386724,0.82346,1.08E-01,0.1273,1.608112,0.2046546,213.96,AMIGO3,adhesion molecule with Ig like domain 3
3073,0.82346,1.08E-01,0.1945,-1.608254,-0.3127572,1259.59,HEXA,hexosaminidase subunit alpha
51246,0.8236,1.08E-01,0.0879,1.607544,0.1412261,2580,SHISA5,shisa family member 5
102723733,0.8236,1.08E-01,0.3848,-1.606968,-0.6183025,23.92,LOC102723733,uncharacterized LOC102723733
26167,0.8236,1.08E-01,0.5393,-1.60717,-0.8667587,1466.59,PCDHB5,protocadherin beta 5
102723409,0.8236,1.08E-01,0.4884,-1.606632,-0.7846691,112.04,LOC102723409,uncharacterized LOC102723409
5702,0.8236,1.08E-01,0.0818,1.606507,0.1313557,2233.88,PSMC3,"proteasome 26S subunit, ATPase 3"
102288414,0.8236,1.08E-01,0.11,1.60714,0.1768542,236.15,C11orf98,chromosome 11 open reading frame 98
89944,0.8236,1.08E-01,0.2989,-1.606559,-0.4801379,429.05,GLB1L2,galactosidase beta 1 like 2
100131733,0.8236,1.08E-01,0.2466,-1.607071,-0.396242,26.96,USP30-AS1,USP30 antisense RNA 1
2275,0.82392,1.08E-01,0.1844,1.605505,0.2961258,67.2,FHL3,four and a half LIM domains 3
1385,0.82392,1.08E-01,0.1078,1.605296,0.1730476,3905.21,CREB1,cAMP responsive element binding protein 1
107986182,0.82392,1.08E-01,0.5539,-1.605193,-0.8890447,9.22,LOC107986182,uncharacterized LOC107986182
503569,0.82392,1.08E-01,0.3035,-1.605442,-0.4872466,202.99,RGMB-AS1,RGMB antisense RNA 1
100189331,0.82392,1.08E-01,0.2599,1.605182,0.4172105,71.52,TRS-GCT4-3,tRNA-Ser (anticodon GCT) 4-3
94103,0.82392,1.08E-01,0.0882,1.605547,0.1415884,1517.28,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3
6414,0.82448,1.09E-01,0.3288,-1.604278,-0.5274247,328.45,SELENOP,selenoprotein P
57578,0.82448,1.09E-01,0.342,-1.604492,-0.5487948,129.47,UNC79,"unc-79 homolog, NALCN channel complex subunit"
7041,0.82448,1.09E-01,0.2265,1.604275,0.3633977,346.9,TGFB1I1,transforming growth factor beta 1 induced transcript 1
112267971,0.82486,1.09E-01,0.3592,-1.603851,-0.5761814,17.75,LOC112267971,
11183,0.82486,1.09E-01,0.0751,-1.603645,-0.120465,2324.4,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
4756,0.82486,1.09E-01,0.1367,-1.603288,-0.2191622,6105.07,NEO1,neogenin 1
63941,0.82486,1.09E-01,0.1879,1.603299,0.3013008,270.44,NECAB3,N-terminal EF-hand calcium binding protein 3
375719,0.82489,1.09E-01,0.6363,-1.603083,-1.0200802,16.09,AQP7P1,aquaporin 7 pseudogene 1
100189208,0.82511,1.09E-01,0.2585,1.601761,0.4140811,32.81,TRG-GCC2-2,tRNA-Gly (anticodon GCC) 2-2
221711,0.82511,1.09E-01,0.2912,-1.602023,-0.4664616,47.41,SYCP2L,synaptonemal complex protein 2 like
78998,0.82511,1.09E-01,0.2587,1.602036,0.4143752,21.51,RHPN1-AS1,RHPN1 antisense RNA 1 (head to head)
8500,0.82511,1.09E-01,0.2705,-1.601145,-0.4331446,3898.75,PPFIA1,PTPRF interacting protein alpha 1
283140,0.82511,1.09E-01,0.2802,-1.601459,-0.4487428,25.17,LINC02762,long intergenic non-protein coding RNA 2762
100652865,0.82511,1.09E-01,0.3861,1.602443,0.6187628,10.68,LINC00539,long intergenic non-protein coding RNA 539
729451,0.82511,1.09E-01,0.4761,-1.601696,-0.7625894,20.74,SAMD4A-AS1,SAMD4A antisense RNA 1
105370774,0.82511,1.09E-01,0.272,-1.602286,-0.4358287,43.93,LOC105370774,uncharacterized LOC105370774
6597,0.82511,1.09E-01,0.149,1.601104,0.2386407,4460.29,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
103091865,0.82511,1.09E-01,0.2457,1.601065,0.3933678,34.78,BRWD1-AS2,BRWD1 antisense RNA 2
3608,0.82528,1.11E-01,0.0945,1.593239,0.150537,6256.73,ILF2,interleukin enhancer binding factor 2
100189091,0.82528,1.11E-01,0.2387,1.591768,0.3800341,133.83,TRE-CTC1-2,tRNA-Glu (anticodon CTC) 1-2
284525,0.82528,1.10E-01,0.3602,-1.599654,-0.5761371,99.99,SLC9C2,solute carrier family 9 member C2 (putative)
375,0.82528,1.11E-01,0.0835,1.591983,0.1328963,2970.43,ARF1,ADP ribosylation factor 1
100129726,0.82528,1.10E-01,0.1774,-1.597861,-0.2835371,48.81,LINC01126,long intergenic non-protein coding RNA 1126
9874,0.82528,1.10E-01,0.0876,-1.598375,-0.1400166,1274.24,TLK1,tousled like kinase 1
105373942,0.82528,1.10E-01,0.4212,-1.59894,-0.673437,117.31,LOC105373942,uncharacterized LOC105373942
9209,0.82528,1.10E-01,0.1097,-1.59816,-0.1752575,1194.58,LRRFIP2,LRR binding FLII interacting protein 2
200894,0.82528,1.10E-01,0.2878,-1.598755,-0.4601766,1213.06,ARL13B,ADP ribosylation factor like GTPase 13B
1608,0.82528,1.11E-01,0.2795,1.593278,0.4453624,340.73,DGKG,diacylglycerol kinase gamma
105374493,0.82528,1.11E-01,0.385,-1.592403,-0.6131338,24.34,LOC105374493,uncharacterized LOC105374493
84709,0.82528,1.11E-01,0.465,1.593428,0.7408845,36.09,MGARP,mitochondria localized glutamic acid rich protein
92270,0.82528,1.10E-01,0.1437,1.597679,0.2296622,158.78,ATP6AP1L,ATPase H+ transporting accessory protein 1 like (pseudogene)
100189346,0.82528,1.10E-01,0.3752,1.595965,0.5987557,64.99,TRA-AGC1-1,tRNA-Ala (anticodon AGC) 1-1
167838,0.82528,1.11E-01,0.4008,-1.592987,-0.6384884,119.94,TXLNB,taxilin beta
6648,0.82528,1.11E-01,0.1852,1.592277,0.2949033,2306.1,SOD2,superoxide dismutase 2
4967,0.82528,1.11E-01,0.2047,1.593673,0.3262348,2147.14,OGDH,oxoglutarate dehydrogenase
83648,0.82528,1.11E-01,0.8326,-1.594515,-1.3276588,722.83,FAM167A,family with sequence similarity 167 member A
51101,0.82528,1.10E-01,0.1504,-1.599902,-0.2406575,1579.71,ZC2HC1A,zinc finger C2HC-type containing 1A
570,0.82528,1.11E-01,0.3412,-1.595756,-0.5444274,13.06,BAAT,bile acid-CoA:amino acid N-acyltransferase
105376294,0.82528,1.11E-01,0.6102,-1.595681,-0.9737081,13.22,LOC105376294,
733,0.82528,1.10E-01,0.5232,-1.596333,-0.8351946,8.24,C8G,complement C8 gamma chain
9469,0.82528,1.10E-01,0.1645,-1.598789,-0.2629622,6414.77,CHST3,carbohydrate sulfotransferase 3
83448,0.82528,1.11E-01,0.1257,-1.591599,-0.2000661,1363.37,PUS7L,pseudouridine synthase 7 like
619499,0.82528,1.11E-01,0.224,1.592223,0.3566853,41.07,SNORA27,"small nucleolar RNA, H/ACA box 27"
12,0.82528,1.11E-01,0.4232,1.593108,0.6741736,1074.01,SERPINA3,serpin family A member 3
54839,0.82528,1.11E-01,0.1063,1.594143,0.169407,840.26,LRRC49,leucine rich repeat containing 49
27020,0.82528,1.11E-01,0.1496,-1.594458,-0.2384662,1631.25,NPTN,neuroplastin
4828,0.82528,1.11E-01,0.3351,1.593383,0.5340147,125.17,NMB,neuromedin B
3418,0.82528,1.10E-01,0.1666,1.597516,0.2660748,3693.57,IDH2,isocitrate dehydrogenase (NADP(+)) 2
10381,0.82528,1.11E-01,0.1469,1.594206,0.2342317,13127.55,TUBB3,tubulin beta 3 class III
81565,0.82528,1.11E-01,0.098,1.595103,0.1563068,644,NDEL1,nudE neurodevelopment protein 1 like 1
6720,0.82528,1.11E-01,0.2583,1.593538,0.4115707,918.57,SREBF1,sterol regulatory element binding transcription factor 1
2314,0.82528,1.10E-01,0.1161,1.596768,0.1854178,2298.82,FLII,FLII actin remodeling protein
116238,0.82528,1.11E-01,0.2231,1.592443,0.3552041,118.04,TLCD1,TLC domain containing 1
124842,0.82528,1.10E-01,0.3071,1.596511,0.4902288,639.35,TMEM132E,transmembrane protein 132E
112268202,0.82528,1.10E-01,0.298,-1.599711,-0.4766576,71.55,LOC112268202,
26151,0.82528,1.10E-01,0.1377,1.597323,0.2198853,304.91,NAT9,N-acetyltransferase 9 (putative)
80148,0.82528,1.11E-01,0.1003,1.595147,0.1600024,527.35,SLC66A2,solute carrier family 66 member 2
5064,0.82528,1.11E-01,0.1547,1.595075,0.2467126,1973.52,PALM,paralemmin
7197,0.82528,1.11E-01,0.5176,1.591869,0.8238765,114.5,TRG-TCC1-1,tRNA-Gly (anticodon TCC) 1-1
284385,0.82528,1.11E-01,0.187,1.595067,0.2983091,101.08,ZNF561-AS1,ZNF561 antisense RNA 1 (head to head)
29086,0.82528,1.10E-01,0.1013,1.598268,0.1618276,1491.13,BABAM1,BRISC and BRCA1 A complex member 1
84503,0.82528,1.10E-01,0.1139,1.596804,0.1819497,278.01,ZNF527,zinc finger protein 527
92799,0.82528,1.10E-01,0.1083,1.59947,0.1732203,329.18,SHKBP1,SH3KBP1 binding protein 1
23076,0.82528,1.11E-01,0.1176,1.592298,0.1871963,1185.4,RRP1B,ribosomal RNA processing 1B
2925,0.82528,1.10E-01,0.3752,-1.598777,-0.5998289,42.97,GRPR,gastrin releasing peptide receptor
65267,0.82528,1.10E-01,0.0587,-1.596774,-0.0936651,1790.59,WNK3,WNK lysine deficient protein kinase 3
340554,0.82528,1.11E-01,0.1892,-1.591927,-0.3011962,453.5,ZC3H12B,zinc finger CCCH-type containing 12B
7547,0.82528,1.11E-01,0.2245,-1.592214,-0.3575025,935.56,ZIC3,Zic family member 3
79953,0.82555,1.12E-01,0.5033,-1.591251,-0.8008507,709.89,SYNDIG1,synapse differentiation inducing 1
105373791,0.82565,1.12E-01,1.2516,1.59084,1.9911405,15.58,LOC105373791,uncharacterized LOC105373791
6607,0.82565,1.12E-01,0.113,-1.590634,-0.1797446,625.15,SMN2,"survival of motor neuron 2, centromeric"
112487,0.82565,1.12E-01,0.1062,1.59069,0.1689352,787.99,DTD2,D-aminoacyl-tRNA deacylase 2
51776,0.82582,1.12E-01,0.1756,1.589604,0.2792126,1357.94,MAP3K20,mitogen-activated protein kinase kinase kinase 20
9466,0.82582,1.12E-01,0.4158,1.589768,0.6609839,59.34,IL27RA,interleukin 27 receptor subunit alpha
63926,0.82582,1.12E-01,0.2156,1.589882,0.3428177,111.02,ANKEF1,ankyrin repeat and EF-hand domain containing 1
23170,0.82582,1.12E-01,0.1503,1.58982,0.2389804,842.26,TTLL12,tubulin tyrosine ligase like 12
26576,0.82582,1.12E-01,0.2637,-1.589866,-0.4193126,43.32,SRPK3,SRSF protein kinase 3
23528,0.8269,1.12E-01,0.0958,1.587466,0.1521303,1059.98,ZNF281,zinc finger protein 281
91392,0.8269,1.12E-01,0.2247,-1.587741,-0.3568433,369.4,ZNF502,zinc finger protein 502
7903,0.8269,1.12E-01,0.2738,-1.588489,-0.4348532,1934.39,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
27145,0.8269,1.12E-01,0.4583,-1.587893,-0.7277992,125,FILIP1,filamin A interacting protein 1
26053,0.8269,1.12E-01,0.2872,-1.587913,-0.4560846,1146.85,AUTS2,activator of transcription and developmental regulator AUTS2
11095,0.8269,1.12E-01,0.517,1.588326,0.8211535,70.48,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8
84191,0.8269,1.12E-01,0.0936,1.58729,0.1486083,651.89,CIAO2A,cytosolic iron-sulfur assembly component 2A
10229,0.8269,1.12E-01,0.0579,1.587608,0.0918712,954.63,COQ7,"coenzyme Q7, hydroxylase"
284023,0.8269,1.12E-01,0.2671,-1.588715,-0.4243449,68.43,RNF227,ring finger protein 227
112268089,0.827,1.13E-01,0.1855,1.586958,0.294388,200.08,GAPDH-DT,GAPDH divergent transcript
642846,0.827,1.13E-01,0.2885,1.586858,0.457853,208.6,LOC642846,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like
339453,0.82746,1.15E-01,0.1407,1.575227,0.2216251,90.63,TMEM240,transmembrane protein 240
23065,0.82746,1.17E-01,0.1346,-1.569047,-0.2112602,2375.14,EMC1,ER membrane protein complex subunit 1
55700,0.82746,1.15E-01,0.1104,1.576019,0.173937,2827.42,MAP7D1,MAP7 domain containing 1
64756,0.82746,1.15E-01,0.1347,1.575929,0.2123524,844.66,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1
6491,0.82746,1.16E-01,0.1984,1.572371,0.3120016,430.61,STIL,STIL centriolar assembly protein
2634,0.82746,1.17E-01,0.5884,-1.567778,-0.9224807,157.65,GBP2,guanylate binding protein 2
440686,0.82746,1.17E-01,0.2789,1.568241,0.4374595,428.76,H3-7,H3.7 histone (putative)
80222,0.82746,1.14E-01,0.131,1.580928,0.2070265,502.23,TARS2,"threonyl-tRNA synthetase 2, mitochondrial"
2532,0.82746,1.14E-01,0.5505,-1.580508,-0.8700921,14.9,ACKR1,atypical chemokine receptor 1 (Duffy blood group)
100189230,0.82746,1.15E-01,0.4003,1.577398,0.6315088,11.18,TRG-GCC1-3,tRNA-Gly (anticodon GCC) 1-3
107985227,0.82746,1.15E-01,0.322,-1.576869,-0.5077147,24.89,LOC107985227,
285051,0.82746,1.17E-01,0.2763,-1.567946,-0.4332426,21.09,STPG4,sperm-tail PG-rich repeat containing 4
105374773,0.82746,1.16E-01,0.4422,-1.572009,-0.6950778,23.14,LOC105374773,uncharacterized LOC105374773
4862,0.82746,1.16E-01,0.451,1.569652,0.7078415,57.13,NPAS2,neuronal PAS domain protein 2
58538,0.82746,1.13E-01,0.416,-1.584868,-0.6593031,11.29,MPP4,MAGUK p55 scaffold protein 4
84657,0.82746,1.14E-01,0.3822,-1.581925,-0.604605,18.88,LINC00852,long intergenic non-protein coding RNA 852
105376982,0.82746,1.14E-01,0.6469,1.578939,1.021384,22.99,LOC105376982,uncharacterized LOC105376982
105377644,0.82746,1.15E-01,0.2256,1.575147,0.3553392,28.2,LOC105377644,uncharacterized LOC105377644
56992,0.82746,1.14E-01,0.3026,1.579435,0.4779832,1175.69,KIF15,kinesin family member 15
105377177,0.82746,1.17E-01,1.2086,-1.568007,-1.8950701,10.51,LOC105377177,uncharacterized LOC105377177
10063,0.82746,1.17E-01,0.1641,1.567591,0.2572036,194.57,COX17,cytochrome c oxidase copper chaperone COX17
646903,0.82746,1.17E-01,0.226,1.568896,0.3546326,229.45,LOC646903,uncharacterized LOC646903
105374209,0.82746,1.17E-01,0.4426,-1.568454,-0.6941685,9.6,LOC105374209,uncharacterized LOC105374209
107986273,0.82746,1.15E-01,0.4376,-1.575247,-0.6892718,28.53,LOC107986273,
23284,0.82746,1.13E-01,0.1899,1.583941,0.300822,2062.31,ADGRL3,adhesion G protein-coupled receptor L3
101929704,0.82746,1.16E-01,0.4409,1.571571,0.692862,11.02,TTC23L-AS1,TTC23L antisense RNA 1
389289,0.82746,1.14E-01,0.3205,-1.581083,-0.5067198,78.89,ANXA2R,annexin A2 receptor
4012,0.82746,1.17E-01,0.1053,1.568666,0.1651491,1377.69,LNPEP,leucyl and cystinyl aminopeptidase
107986437,0.82746,1.17E-01,0.4457,-1.56858,-0.6990906,12.93,LOC107986437,uncharacterized LOC107986437
401207,0.82746,1.16E-01,0.6881,-1.57119,-1.081088,14,C5orf63,chromosome 5 open reading frame 63
