Term,P-value,Adjusted P-value,Combined Score,Genes
Fatty acid degradation,0.19058218,0.45837368,8.080844797,ECI1
Wnt signaling pathway,0.195574114,0.45837368,4.09156271,FRAT1;CXXC4
Basal transcription factors,0.198512234,0.45837368,7.523076495,TAF4B
Hepatocellular carcinoma,0.199131234,0.45837368,3.997211746,FRAT1;IGF2
Proteasome,0.202448375,0.45837368,7.266207924,PSMC3
Intestinal immune network for IgA production,0.210263346,0.467148244,6.79135291,ITGA4
Arginine and proline metabolism,0.218002514,0.467148244,6.362519703,GOT2
Cysteine and methionine metabolism,0.218002514,0.467148244,6.362519703,GOT2
Fanconi anemia pathway,0.233256345,0.49106599,5.620024608,BLM
Glutathione metabolism,0.244503099,0.502971821,5.14610322,CHAC1
Glycerolipid metabolism,0.259245138,0.502971821,4.602461627,AKR1B1
Diabetic cardiomyopathy,0.262262745,0.502971821,2.733000059,COL1A1;COL1A2
Pathways in cancer,0.262992141,0.502971821,2.089535558,FRAT1;IGF2;DLL1;HES5
Cytosolic DNA-sensing pathway,0.266509021,0.502971821,4.362382466,POLR3K
Lysine degradation,0.266509021,0.502971821,4.362382466,DLST
GnRH secretion,0.270114479,0.502971821,4.249296983,KCNN3
Rap1 signaling pathway,0.274976693,0.502971821,2.546705898,MAGI1;RAPGEF3
Acute myeloid leukemia,0.280825934,0.502971821,3.935039328,EIF4EBP1
Long-term potentiation,0.280825934,0.502971821,3.935039328,RAPGEF3
Regulation of actin cytoskeleton,0.289496448,0.510876085,2.353685067,ITGA4;ITGA11
p53 signaling pathway,0.301784233,0.524842145,3.401659824,SERPINE1
Leishmaniasis,0.315419402,0.540718974,3.103129621,ITGA4
Chemical carcinogenesis,0.327415549,0.553378393,1.930069139,EIF4EBP1;DLL1
Complement and coagulation cascades,0.341903949,0.559690342,2.610356116,SERPINE1
ErbB signaling pathway,0.341903949,0.559690342,2.610356116,EIF4EBP1
Insulin secretion,0.345142377,0.559690342,2.556857502,KCNN3
GABAergic synapse,0.354763322,0.565167013,2.405498549,SLC38A1
Bile secretion,0.357939108,0.565167013,2.357897086,SLC4A4
Th1 and Th2 cell differentiation,0.364244339,0.565190666,2.266651258,DLL1
Salivary secretion,0.367373933,0.565190666,2.222909001,BST1
Circadian entrainment,0.379740546,0.574191936,2.059439097,RASD1
Choline metabolism in cancer,0.382794624,0.574191936,2.021243832,EIF4EBP1
Chagas disease,0.394862801,0.577848001,1.878067176,SERPINE1
Longevity regulating pathway,0.394862801,0.577848001,1.878067176,EIF4EBP1
NF-kappa B signaling pathway,0.400809004,0.579482898,1.811794309,VCAM1
"Parathyroid hormone synthesis, secretion and action",0.40669737,0.580996243,1.748756252,MMP16
MAPK signaling pathway,0.423571579,0.585932053,1.201885876,DUSP10;IGF2
TNF signaling pathway,0.424020978,0.585932053,1.577053103,VCAM1
Serotonergic synapse,0.426859163,0.585932053,1.550740955,RAPGEF3
Glutamatergic synapse,0.429683505,0.585932053,1.525033707,SLC38A1
Huntington disease,0.443662403,0.593769193,1.09149707,PSMC3;TAF4B
AMPK signaling pathway,0.446342566,0.593769193,1.382510929,EIF4EBP1
MicroRNAs in cancer,0.450274972,0.593769193,1.057493951,ZEB2;MMP16
Systemic lupus erythematosus,0.485912436,0.626504763,1.09763781,H3C6
Yersinia infection,0.490972336,0.626504763,1.06586491,ITGA4
Insulin signaling pathway,0.490972336,0.626504763,1.06586491,EIF4EBP1
Fluid shear stress and atherosclerosis,0.495982937,0.626504763,1.035319634,VCAM1
Spinocerebellar ataxia,0.50585814,0.628645992,0.977669546,PSMC3
Phospholipase D signaling pathway,0.51793321,0.628645992,0.911493932,RAPGEF3
Gastric cancer,0.520312941,0.628645992,0.898981531,FRAT1
Adrenergic signaling in cardiomyocytes,0.522681044,0.628645992,0.886696711,RAPGEF3
Phagosome,0.52738259,0.628645992,0.862788483,THBS4
mTOR signaling pathway,0.532038294,0.628645992,0.839728134,EIF4EBP1
Cushing syndrome,0.534349093,0.628645992,0.828503717,RASD1
Alzheimer disease,0.542379723,0.631898706,0.67843419,FRAT1;PSMC3
Tight junction,0.56553883,0.652544804,0.690225376,MAGI1
Alcoholism,0.60064346,0.679973728,0.560089996,H3C6
RNA transport,0.60064346,0.679973728,0.560089996,EIF4EBP1
Neutrophil extracellular trap formation,0.606540127,0.680231918,0.540507364,H3C6
Transcriptional misregulation in cancer,0.612350603,0.680389558,0.521793355,H3C6
Epstein-Barr virus infection,0.631112237,0.694802462,0.465087451,PSMC3
Lipid and atherosclerosis,0.654164463,0.709056719,0.40252038,VCAM1
cAMP signaling pathway,0.655877465,0.709056719,0.398159119,RAPGEF3
Human cytomegalovirus infection,0.670921391,0.718074235,0.36144858,EIF4EBP1
Pathways of neurodegeneration,0.679789078,0.718074235,0.330297029,FRAT1;PSMC3
Ras signaling pathway,0.682170523,0.718074235,0.335773548,IGF2
Shigellosis,0.7035393,0.732341266,0.290848777,H3C6
Parkinson disease,0.70792989,0.732341266,0.282203707,PSMC3
Prion disease,0.740814046,0.759809278,0.223207649,PSMC3
Neuroactive ligand-receptor interaction,0.815376738,0.829196682,0.121064353,GLRA2
Amyotrophic lateral sclerosis,0.835433904,0.842454357,0.099775389,PSMC3
Herpes simplex virus 1 infection,0.916019031,0.916019031,0.035308147,EIF4EBP1
DNA Replication (GO:0006260),2.94E-05,0.023142119,163.6262543,RFC5;BLM;RNASEH2A;POLD1;MCM5
Regulation Of Epithelial Cell Differentiation (GO:0030856),8.82E-05,0.034724869,390.8478036,PRKX;CD24;DLL1
Astrocyte Differentiation (GO:0048708),2.35E-04,0.046311077,1154.460936,DLL1;HES5
Regulation Of Superoxide Metabolic Process (GO:0090322),2.35E-04,0.046311077,1154.460936,BST1;FBLN5
DNA-templated DNA Replication (GO:0006261),3.67E-04,0.049414595,102.7218462,RFC5;BLM;POLD1;MCM5
Regulation Of Cell Differentiation (GO:0045595),3.77E-04,0.049414595,54.20807866,IGF2;AKR1B1;CCN2;CD24;DLL1;HES5
Positive Regulation Of Cell Differentiation (GO:0045597),4.87E-04,0.054748376,41.72070613,COL1A1;LMO3;ZC4H2;NOCT;TMEM119;AKR1B1;CCN2
Skin Morphogenesis (GO:0043589),6.53E-04,0.064216395,506.6767474,COL1A1;COL1A2
Regulation Of Cell Division (GO:0051302),7.41E-04,0.064760788,76.96490528,BLM;SGF29;KLHL13;DLL1
Collagen Fibril Organization (GO:0030199),0.001140121,0.089727529,108.9911087,COL1A1;COL1A2;LUM
Double-Strand Break Repair Via Break-Induced Replication (GO:0000727),0.001269995,0.09086238,307.0863163,CDC7;MCM5
Positive Regulation Of Vascular Endothelial Cell Proliferation (GO:1905564),0.001519135,0.09962991,268.9404392,ITGA4;IGF2
Extracellular Matrix Organization (GO:0030198),0.001750245,0.102370714,39.38011076,COL1A1;COL1A2;MMP16;LUM;HMCN1
Dicarboxylic Acid Metabolic Process (GO:0043648),0.001892224,0.102370714,83.64450284,MTHFD2;GOT2;DLST
Cell-Matrix Adhesion (GO:0007160),0.00203512,0.102370714,49.72076124,VCAM1;ITGA4;ITGA11;FBLN5
2-Oxoglutarate Metabolic Process (GO:0006103),0.002081234,0.102370714,213.2233597,GOT2;DLST
Negative Regulation Of Protein Processing (GO:0010955),0.002393775,0.110817679,192.3522519,SERPINE1;CHAC1
Dicarboxylic Acid Catabolic Process (GO:0043649),0.002727031,0.115456512,174.7463246,ALDH1L1;GOT2
Chordate Embryonic Development (GO:0043009),0.003040292,0.115456512,64.86286634,COL1A1;IGF2;HES5
Leukocyte Tethering Or Rolling (GO:0050901),0.003080796,0.115456512,159.7193234,VCAM1;ITGA4
Regulation Of DNA-templated DNA Replication (GO:0090329),0.003080796,0.115456512,159.7193234,BLM;MCM5
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),0.003454867,0.118216534,146.7620806,ITGA4;IGF2
Response To Ethanol (GO:0045471),0.003454867,0.118216534,146.7620806,GLRA2;GOT2
Positive Regulation Of Activated T Cell Proliferation (GO:0042104),0.003849039,0.121061791,135.4892689,IGF2;CD24
Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756),0.003849039,0.121061791,135.4892689,VCAM1;ITGA4
Positive Regulation Of T Cell Proliferation (GO:0042102),0.0039995,0.121061791,55.79707861,VCAM1;IGF2;CD24
Skin Development (GO:0043588),0.004540562,0.132348978,51.99097274,COL1A1;COL1A2;DLL1
Response To Molecule Of Bacterial Origin (GO:0002237),0.004730265,0.132954239,50.81218251,NOCT;CD24;HNRNPA0
Regulation Of Protein Export From Nucleus (GO:0046825),0.005150152,0.13976448,109.1175725,FRAT1;RAPGEF3
Negative Regulation Of Neuron Differentiation (GO:0045665),0.005622726,0.14274469,102.1847637,DLL1;HES5
Glial Cell Development (GO:0021782),0.005622726,0.14274469,102.1847637,DLL1;HES5
Skeletal System Development (GO:0001501),0.006219325,0.152956535,29.45485362,COL1A1;COL1A2;MMP16;HES5
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),0.006420899,0.153128707,42.71507268,ITGA4;IGF2;THBS4
Regulation Of Glycogen Biosynthetic Process (GO:0005979),0.006624998,0.153349229,90.3361026,IGF2;PASK
Regulation Of Neuron Differentiation (GO:0045664),0.006892716,0.154987639,41.00266766,ZC4H2;DLL1;HES5
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),0.00842957,0.183342882,36.45462432,COL1A1;FRAT1;ZEB2
Negative Regulation Of Angiogenesis (GO:0016525),0.008703665,0.183342882,35.77231023,TNMD;SERPINE1;THBS4
Heterotypic Cell-Cell Adhesion (GO:0034113),0.008852642,0.183342882,72.49221144,VCAM1;ITGA4
Positive Regulation Of Cell Population Proliferation (GO:0008284),0.009628425,0.188785889,14.57589032,BST1;IGF2;TMEM119;AKR1B1;CDC7;DLL1;HES5
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),0.009852117,0.188785889,33.22927978,BST1;IGF2;THBS4
Glutamine Family Amino Acid Metabolic Process (GO:0009064),0.010074978,0.188785889,65.63943969,SLC38A1;GOT2
Leukocyte Cell-Cell Adhesion (GO:0007159),0.010074978,0.188785889,65.63943969,VCAM1;ITGA4
Regulation Of Activated T Cell Proliferation (GO:0046006),0.011367668,0.205364674,59.78636557,IGF2;CD24
Cellular Response To Amyloid-Beta (GO:1904646),0.012039937,0.205364674,57.17186348,VCAM1;ITGA4
Glial Cell Differentiation (GO:0010001),0.012039937,0.205364674,57.17186348,BCAN;HES5
Cellular Response To Amino Acid Stimulus (GO:0071230),0.012729249,0.205364674,54.73825293,GLRA2;STAMBPL1
DNA Metabolic Process (GO:0006259),0.013703547,0.205364674,15.98987113,RFC5;BLM;RNASEH2A;POLD1;MCM5
DNA Repair (GO:0006281),0.014274309,0.205364674,15.66925149,RFC5;BLM;RNASEH2A;USP44;POLD1
Odontogenesis (GO:0042476),0.015653339,0.205364674,46.49786958,COL1A1;COL1A2
Notch Signaling Pathway (GO:0007219),0.016425191,0.205364674,44.74778866,DLL1;HES5
Positive Regulation Of Wnt Signaling Pathway (GO:0030177),0.016473654,0.205364674,24.21516462,COL1A1;FRAT1;ZEB2
Extracellular Structure Organization (GO:0043062),0.016473654,0.205364674,24.21516462,COL1A1;COL1A2;MMP16
External Encapsulating Structure Organization (GO:0045229),0.01687654,0.205364674,23.84648518,COL1A1;COL1A2;MMP16
DNA Duplex Unwinding (GO:0032508),0.017213026,0.205364674,43.10110621,BLM;MCM5
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),0.017284927,0.205364674,23.48610438,BLM;CDC7;MCM5
Positive Regulation Of Cellular Component Organization (GO:0051130),0.018118227,0.205364674,22.78922929,AKR1B1;DLL1;RAPGEF3
Regulation Of Angiogenesis (GO:0045765),0.018334901,0.205364674,16.67900758,TNMD;SERPINE1;RAPGEF3;THBS4
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),0.018835962,0.205364674,40.08518332,BLM;POLD1
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),0.018835962,0.205364674,40.08518332,ITGA4;SERPINE1
Response To Amyloid-Beta (GO:1904645),0.018835962,0.205364674,40.08518332,VCAM1;ITGA4
Positive Regulation Of Stress Fiber Assembly (GO:0051496),0.018835962,0.205364674,40.08518332,CCN2;RAPGEF3
Negative Regulation Of Cell Differentiation (GO:0045596),0.018927069,0.205364674,16.38174762,NOCT;IGF2;DLL1;HES5
Nervous System Development (GO:0007399),0.019738128,0.205364674,11.67549072,ZEB2;C3ORF70;ZC4H2;DCX;CHAC1;HES5
Positive Regulation Of Angiogenesis (GO:0045766),0.020750668,0.205364674,20.87320759,SERPINE1;DLL1;RAPGEF3
Regulation Of Nervous System Development (GO:0051960),0.02138599,0.205364674,36.15264774,DLL1;HES5
Epithelial Cell Migration (GO:0010631),0.02138599,0.205364674,36.15264774,ZEB2;PRKX
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),0.022141595,0.205364674,20.00330253,IGF2;AKR1B1;PASK
Protein Monoubiquitination (GO:0006513),0.022266164,0.205364674,34.9766995,ZC4H2;KBTBD8
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),0.023161145,0.205364674,33.86022788,DUSP10;LMO3
Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157),0.024070771,0.205364674,32.79909572,VCAM1;HMCN1
Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719),0.024263309,0.205364674,190.7125852,PASK
Regulation Of Glucagon Secretion (GO:0070092),0.024263309,0.205364674,190.7125852,PASK
Regulation Of Glycogen (Starch) Synthase Activity (GO:2000465),0.024263309,0.205364674,190.7125852,IGF2
Regulation Of Mitotic Spindle Checkpoint (GO:1903504),0.024263309,0.205364674,190.7125852,USP44
Aspartate Metabolic Process (GO:0006531),0.024263309,0.205364674,190.7125852,GOT2
"Nucleotide-Excision Repair, DNA Gap Filling (GO:0006297)",0.024263309,0.205364674,190.7125852,POLD1
Regulation Of pro-B Cell Differentiation (GO:2000973),0.024263309,0.205364674,190.7125852,HES5
Regulation Of Tooth Mineralization (GO:0070170),0.024263309,0.205364674,190.7125852,ASPN
Renal Filtration Cell Differentiation (GO:0061318),0.024263309,0.205364674,190.7125852,CD24
Gamma-Aminobutyric Acid Metabolic Process (GO:0009448),0.024263309,0.205364674,190.7125852,SLC38A1
Glomerular Epithelial Cell Differentiation (GO:0072311),0.024263309,0.205364674,190.7125852,CD24
Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571),0.024263309,0.205364674,190.7125852,CDC7
Positive Regulation Of Osteoblast Proliferation (GO:0033690),0.024263309,0.205364674,190.7125852,TMEM119
Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360),0.024263309,0.205364674,190.7125852,LMO3
Heterocycle Catabolic Process (GO:0046700),0.024263309,0.205364674,190.7125852,GOT2
Kidney Morphogenesis (GO:0060993),0.024263309,0.205364674,190.7125852,PRKX
Negative Regulation Of Astrocyte Differentiation (GO:0048712),0.024263309,0.205364674,190.7125852,HES5
Positive Regulation Of Fat Cell Differentiation (GO:0045600),0.02499488,0.205364674,31.78953107,LMO3;NOCT
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),0.02593331,0.205364674,30.82808827,CCN2;RAPGEF3
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),0.026094453,0.205364674,17.92796349,IGF2;THBS4;HES5
Positive Regulation Of Cellular Process (GO:0048522),0.026750926,0.205364674,9.165667854,BST1;IGF2;AKR1B1;CDC7;CCN2;DLL1;HES5
Cell Cycle G1/S Phase Transition (GO:0044843),0.026885902,0.205364674,29.911614,EIF4EBP1;CDC7
Regulation Of Cell Development (GO:0060284),0.026885902,0.205364674,29.911614,DLL1;HES5
Positive Regulation Of Phosphorylation (GO:0042327),0.02696652,0.205364674,13.32625486,IGF2;TMEM119;AKR1B1;MOB3B
Positive Regulation Of Developmental Process (GO:0051094),0.027715714,0.205364674,13.1083476,TMEM119;AKR1B1;CCN2;RAPGEF3
Cellular Response To Alcohol (GO:0097306),0.027852499,0.205364674,29.03721725,BLM;GLRA2
mRNA Stabilization (GO:0048255),0.027852499,0.205364674,29.03721725,NOCT;HNRNPA0
Negative Regulation Of Glycogen Metabolic Process (GO:0070874),0.029045598,0.205364674,145.1819826,PASK
Regulation Of Glial Cell Apoptotic Process (GO:0034350),0.029045598,0.205364674,145.1819826,DLL1
Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000322),0.029045598,0.205364674,145.1819826,LMO3
Negative Regulation Of Oligodendrocyte Differentiation (GO:0048715),0.029045598,0.205364674,145.1819826,HES5
Negative Regulation Of p38MAPK Cascade (GO:1903753),0.029045598,0.205364674,145.1819826,DUSP10
Negative Regulation Of Plasminogen Activation (GO:0010757),0.029045598,0.205364674,145.1819826,SERPINE1
Regulation Of Respiratory Gaseous Exchange (GO:0043576),0.029045598,0.205364674,145.1819826,PASK
Elastic Fiber Assembly (GO:0048251),0.029045598,0.205364674,145.1819826,FBLN5
Glandular Epithelial Cell Development (GO:0002068),0.029045598,0.205364674,145.1819826,DLL1
Type B Pancreatic Cell Development (GO:0003323),0.029045598,0.205364674,145.1819826,DLL1
Regulation Of Mitotic Nuclear Division (GO:0007088),0.030834748,0.205364674,26.64098592,USP44;IGF2
Nucleotide-Excision Repair (GO:0006289),0.030834748,0.205364674,26.64098592,USP44;POLD1
Cellular Response To Peptide (GO:1901653),0.030834748,0.205364674,26.64098592,VCAM1;ITGA4
Muscle Organ Development (GO:0007517),0.032890086,0.205364674,25.21050369,ITGA11;COL6A3
Negative Regulation Of Glial Cell Apoptotic Process (GO:0034351),0.033804687,0.205364674,115.7918426,DLL1
Negative Regulation Of Muscle Cell Differentiation (GO:0051148),0.033804687,0.205364674,115.7918426,IGF2
Neuron Fate Specification (GO:0048665),0.033804687,0.205364674,115.7918426,DLL1
Axon Ensheathment In Central Nervous System (GO:0032291),0.033804687,0.205364674,115.7918426,HES5
Nonribosomal Peptide Biosynthetic Process (GO:0019184),0.033804687,0.205364674,115.7918426,CHAC1
Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264),0.033804687,0.205364674,115.7918426,DUSP10
Regulation Of Vascular Wound Healing (GO:0061043),0.033804687,0.205364674,115.7918426,SERPINE1
Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145),0.033804687,0.205364674,115.7918426,LMO3
Positive Regulation Of Melanin Biosynthetic Process (GO:0048023),0.033804687,0.205364674,115.7918426,ZEB2
Tooth Mineralization (GO:0034505),0.033804687,0.205364674,115.7918426,COL1A1
Positive Regulation Of Secondary Metabolite Biosynthetic Process (GO:1900378),0.033804687,0.205364674,115.7918426,ZEB2
Proximal/Distal Pattern Formation (GO:0009954),0.033804687,0.205364674,115.7918426,DLL1
Myoblast Migration (GO:0051451),0.033804687,0.205364674,115.7918426,THBS4
Regulation Of Multicellular Organismal Development (GO:2000026),0.03393745,0.205364674,24.53959126,SGF29;CD24
Regulation Of Cell Population Proliferation (GO:0042127),0.034356302,0.205364674,7.567733367,BST1;TES;CDCA7;IGF2;AKR1B1;CDC7;DLL1;HES5
G1/S Transition Of Mitotic Cell Cycle (GO:0000082),0.038254707,0.205364674,22.11437109,EIF4EBP1;CDC7
Negative Regulation Of Glial Cell Differentiation (GO:0045686),0.038540687,0.205364674,95.40343353,HES5
Negative Regulation Of Mitotic Nuclear Division (GO:0045839),0.038540687,0.205364674,95.40343353,USP44
Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667),0.038540687,0.205364674,95.40343353,USP44
Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047),0.038540687,0.205364674,95.40343353,USP44
Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262),0.038540687,0.205364674,95.40343353,CDC7
Cellular Response To Hydroxyurea (GO:0072711),0.038540687,0.205364674,95.40343353,BLM
Collagen-Activated Signaling Pathway (GO:0038065),0.038540687,0.205364674,95.40343353,ITGA11
Embryonic Placenta Development (GO:0001892),0.038540687,0.205364674,95.40343353,IGF2
Endochondral Ossification (GO:0001958),0.038540687,0.205364674,95.40343353,TMEM119
Establishment Of Protein Localization To Chromatin (GO:0071169),0.038540687,0.205364674,95.40343353,SGF29
succinyl-CoA Metabolic Process (GO:0006104),0.038540687,0.205364674,95.40343353,DLST
Tetrahydrofolate Interconversion (GO:0035999),0.038540687,0.205364674,95.40343353,MTHFD2
Glutamine Transport (GO:0006868),0.038540687,0.205364674,95.40343353,SLC38A1
Type B Pancreatic Cell Differentiation (GO:0003309),0.038540687,0.205364674,95.40343353,DLL1
Cellular Response To Organic Cyclic Compound (GO:0071407),0.038781254,0.205364674,13.60515591,BLM;AKR1B1;RAPGEF3
Positive Regulation Of DNA-templated Transcription (GO:0045893),0.040682614,0.205364674,6.135107709,COL1A1;BLM;ZEB2;PSMC3;LMO3;IGF2;AKR1B1;OLIG1;SGF29;DLL1;HES5
Regulation Of Protein Phosphorylation (GO:0001932),0.041402786,0.205364674,10.19726743,BST1;IGF2;TMEM119;MOB3B
Regulation Of Neurogenesis (GO:0050767),0.042769419,0.205364674,20.04002363,DLL1;HES5
Regulation Of Cellular Response To Oxidative Stress (GO:1900407),0.04325371,0.205364674,80.51615206,FBLN5
Negative Regulation Of Protein Maturation (GO:1903318),0.04325371,0.205364674,80.51615206,CHAC1
Amine Metabolic Process (GO:0009308),0.04325371,0.205364674,80.51615206,VCAM1
Biomineral Tissue Development (GO:0031214),0.04325371,0.205364674,80.51615206,COL1A1
Nucleobase-Containing Compound Biosynthetic Process (GO:0034654),0.04325371,0.205364674,80.51615206,POLD1
Regulation Of Postsynaptic Neurotransmitter Receptor Activity (GO:0098962),0.04325371,0.205364674,80.51615206,NPTXR
Cell Differentiation In Spinal Cord (GO:0021515),0.04325371,0.205364674,80.51615206,ZC4H2
Response To Hydroxyurea (GO:0072710),0.04325371,0.205364674,80.51615206,BLM
Positive Regulation Of Skeletal Muscle Tissue Development (GO:0048643),0.04325371,0.205364674,80.51615206,DLL1
Muscle Cell Migration (GO:0014812),0.04325371,0.205364674,80.51615206,THBS4
Negative Regulation Of Bone Resorption (GO:0045779),0.04325371,0.205364674,80.51615206,TMEM119
Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629),0.04325371,0.205364674,80.51615206,SERPINE1
Regulation Of Cellular Extravasation (GO:0002691),0.04325371,0.205364674,80.51615206,BST1
Response To Lipopolysaccharide (GO:0032496),0.043368086,0.205364674,12.54323257,NOCT;SERPINE1;HNRNPA0
B Cell Differentiation (GO:0030183),0.043927872,0.205364674,19.56805291,VCAM1;ITGA4
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),0.046279519,0.205364674,18.67370954,DUSP10;TNMD
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),0.046279519,0.205364674,18.67370954,SERPINE1;AKR1B1
Regulation Of Notch Signaling Pathway (GO:0008593),0.046279519,0.205364674,18.67370954,CHAC1;DLL1
Regulation Of Actin Filament-Based Process (GO:0032970),0.046279519,0.205364674,18.67370954,BST1;RAPGEF3
Negative Regulation Of Hemostasis (GO:1900047),0.047943866,0.205364674,69.22044886,SERPINE1
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),0.047943866,0.205364674,69.22044886,IGF2
Rap Protein Signal Transduction (GO:0032486),0.047943866,0.205364674,69.22044886,RAPGEF3
Regulation Of Melanin Biosynthetic Process (GO:0048021),0.047943866,0.205364674,69.22044886,ZEB2
Regulation Of Mitotic Sister Chromatid Separation (GO:0010965),0.047943866,0.205364674,69.22044886,USP44
Basement Membrane Organization (GO:0071711),0.047943866,0.205364674,69.22044886,HMCN1
Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035358),0.047943866,0.205364674,69.22044886,LMO3
Cellular Response To Leucine (GO:0071233),0.047943866,0.205364674,69.22044886,STAMBPL1
Positive Regulation Of DNA-templated DNA Replication (GO:2000105),0.047943866,0.205364674,69.22044886,CDC7
Response To Leucine (GO:0043201),0.047943866,0.205364674,69.22044886,STAMBPL1
Fatty Acid Homeostasis (GO:0055089),0.047943866,0.205364674,69.22044886,POLD1
Histone H3-K14 Acetylation (GO:0044154),0.047943866,0.205364674,69.22044886,SGF29
Cholesterol Homeostasis (GO:0042632),0.04867657,0.205364674,17.8402857,TMEM97;CD24
Sterol Homeostasis (GO:0055092),0.049891779,0.205364674,17.44464085,TMEM97;CD24
Positive Regulation Of Lymphocyte Proliferation (GO:0050671),0.05111793,0.205364674,17.06217707,BST1;VCAM1
Regulation Of Fat Cell Differentiation (GO:0045598),0.052354889,0.205364674,16.69229412,LMO3;NOCT
Regulation Of Stress Fiber Assembly (GO:0051492),0.052354889,0.205364674,16.69229412,CCN2;RAPGEF3
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.05257136,0.205364674,10.86114076,VCAM1;CDHR3;HMCN1
Negative Regulation Of Fibrinolysis (GO:0051918),0.052611263,0.205364674,60.39016494,SERPINE1
Negative Regulation Of Myotube Differentiation (GO:0010832),0.052611263,0.205364674,60.39016494,TMEM119
Aspartate Family Amino Acid Catabolic Process (GO:0009068),0.052611263,0.205364674,60.39016494,GOT2
Neurotransmitter Uptake (GO:0001504),0.052611263,0.205364674,60.39016494,SLC38A1
Organic Cyclic Compound Catabolic Process (GO:1901361),0.052611263,0.205364674,60.39016494,GOT2
Podocyte Differentiation (GO:0072112),0.052611263,0.205364674,60.39016494,CD24
Central Nervous System Myelination (GO:0022010),0.052611263,0.205364674,60.39016494,HES5
Response To X-ray (GO:0010165),0.052611263,0.205364674,60.39016494,BLM
Positive Regulation Of Coagulation (GO:0050820),0.052611263,0.205364674,60.39016494,SERPINE1
Epithelial Cell-Cell Adhesion (GO:0090136),0.052611263,0.205364674,60.39016494,THBS4
Positive Regulation Of Hemostasis (GO:1900048),0.052611263,0.205364674,60.39016494,SERPINE1
Tetrahydrofolate Metabolic Process (GO:0046653),0.052611263,0.205364674,60.39016494,MTHFD2
Regulation Of Astrocyte Differentiation (GO:0048710),0.052611263,0.205364674,60.39016494,HES5
Negative Regulation Of Bone Remodeling (GO:0046851),0.052611263,0.205364674,60.39016494,TMEM119
Negative Regulation Of Cell Division (GO:0051782),0.052611263,0.205364674,60.39016494,BLM
Wnt Signaling Pathway (GO:0016055),0.053602524,0.205364674,16.33442651,FRAT1;CD24
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),0.054064749,0.205364674,10.63095675,ZEB2;IGF2;PASK
Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),0.054860703,0.205364674,15.98804109,TNMD;THBS4
Negative Regulation Of Stem Cell Differentiation (GO:2000737),0.057256012,0.205364674,53.32023276,HES5
Aspartate Family Amino Acid Metabolic Process (GO:0009066),0.057256012,0.205364674,53.32023276,GOT2
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.057256012,0.205364674,53.32023276,POLD1
Positive Regulation Of DNA-directed DNA Polymerase Activity (GO:1900264),0.057256012,0.205364674,53.32023276,RFC5
Secretion (GO:0046903),0.057256012,0.205364674,53.32023276,FBLN5
Endochondral Bone Morphogenesis (GO:0060350),0.057256012,0.205364674,53.32023276,TMEM119
Sodium Ion Export Across Plasma Membrane (GO:0036376),0.057256012,0.205364674,53.32023276,SLC4A4
Spinal Cord Development (GO:0021510),0.057256012,0.205364674,53.32023276,DLL1
Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628),0.057256012,0.205364674,53.32023276,IGF2
Fibrinolysis (GO:0042730),0.057256012,0.205364674,53.32023276,SERPINE1
Folic Acid Metabolic Process (GO:0046655),0.057256012,0.205364674,53.32023276,MTHFD2
