Term,P-value,Adjusted P-value,Combined Score,Genes
Cysteine and methionine metabolism,0.020660484,0.822975934,15.84088335,AHCYL1;MAT2A;BHMT2;MAT1A
Circadian rhythm,0.026754742,0.913483339,18.19081279,PER2;PER1;NPAS2
SNARE interactions in vesicular transport,0.031497479,0.940987179,16.21125276,SNAP29;VAMP5;STX1A
IL-17 signaling pathway,0.048034957,0.995837697,8.010192165,MAPK11;LCN2;MAPK6;MAPK4;IL17RA
Glycerophospholipid metabolism,0.055617481,0.995837697,7.294075023,PNPLA7;MBOAT2;PLAAT3;GPAT3;ETNPPL
FoxO signaling pathway,0.058303847,0.995837697,6.410760191,CCNB2;MAPK11;CDKN1A;FASLG;NLK;SGK1
Adherens junction,0.062185736,0.995837697,7.778399392,CTNND1;NLK;VCL;WASF3
p53 signaling pathway,0.06747787,0.995837697,7.33009885,CCNB2;CDKN1A;RRM2;SESN3
PPAR signaling pathway,0.070208728,0.995837697,7.118691538,HMGCS1;PLIN4;ACSL3;PPARA
Bacterial invasion of epithelial cells,0.078735244,0.995837697,6.530591077,ARHGAP10;CAV2;SEPTIN11;VCL
Sphingolipid metabolism,0.083516215,0.995837697,7.584820869,ACER2;CERS5;SGMS1
cAMP signaling pathway,0.086258058,0.995837697,4.431420587,ABCC4;HTR1F;CAMK4;PTGER3;ATP2B4;PPARA;VIP;GRIA4
Sphingolipid signaling pathway,0.105945947,0.995837697,4.618240084,ACER2;MAPK11;CERS5;SGMS1;MAP3K5
Neuroactive ligand-receptor interaction,0.106195376,0.995837697,3.518144929,VIPR1;CCKBR;CNR2;HTR1F;PTGER3;GLP2R;CRH;ADM;PTH2R;VIP;GRIA4
Non-alcoholic fatty liver disease,0.108783968,0.995837697,4.192740154,MAPK11;XBP1;FASLG;PPARA;ADIPOR2;MAP3K5
Pyrimidine metabolism,0.113212103,0.995837697,5.774320242,ENTPD1;RRM2;NT5C2
Caffeine metabolism,0.119581156,0.995837697,19.84372418,XDH
Hypertrophic cardiomyopathy,0.12114115,0.995837697,4.600616435,TNNT2;ITGB7;CACNG3;TTN
Pathogenic Escherichia coli infection,0.122187617,0.995837697,3.636182948,MAPK11;MYO1B;MYO5C;CASP1;FASLG;EZR;WASF3
Linoleic acid metabolism,0.123372177,0.995837697,7.250686448,CYP2J2;PLAAT3
beta-Alanine metabolism,0.130431747,0.995837697,6.80546316,ALDH6A1;AOC2
Proteoglycans in cancer,0.141590202,0.995837697,3.243304931,MAPK11;CDKN1A;SDC4;CAV2;HSPB2;FASLG;EZR
Dilated cardiomyopathy,0.143417678,0.995837697,3.955432763,TNNT2;ITGB7;CACNG3;TTN
Circadian entrainment,0.147278192,0.995837697,3.859183594,PER2;PER1;GNG4;GRIA4
Shigellosis,0.14781957,0.995837697,3.016832619,CAST;MAPK11;GLMN;CAPN2;CASP1;FNBP1L;VCL;SEPTIN11
Protein processing in endoplasmic reticulum,0.151734195,0.995837697,3.215582743,ERO1B;XBP1;DNAJB11;CAPN2;DERL2;MAP3K5
Fructose and mannose metabolism,0.15212657,0.995837697,5.681678663,PFKFB4;PFKP
Apelin signaling pathway,0.161943731,0.995837697,3.23158154,MYL4;MEF2C;GNG4;CAMK4;NRF1
MAPK signaling pathway,0.16761477,0.995837697,2.647909958,ANGPT4;MAPK11;MEF2C;KITLG;FASLG;NLK;MAP3K6;CACNG3;MAP3K5
Lipid and atherosclerosis,0.167780001,0.995837697,2.817877252,CYP2J2;MAPK11;XBP1;CASP1;FASLG;TICAM1;MAP3K5
Fluid shear stress and atherosclerosis,0.168794488,0.995837697,3.11057907,MAPK11;MEF2C;SDC4;CAV2;MAP3K5
Mucin type O-glycan biosynthesis,0.174458486,0.995837697,4.802794016,GALNT15;GALNT9
Adipocytokine signaling pathway,0.17675728,0.995837697,3.686214143,ACSL3;PPARA;ADIPOR2
Amphetamine addiction,0.17675728,0.995837697,3.686214143,CAMK4;STX1A;GRIA4
Central carbon metabolism in cancer,0.182002,0.995837697,3.569744638,SLC7A5;SLC16A3;PFKP
Aldosterone-regulated sodium reabsorption,0.182015758,0.995837697,4.552026534,SLC9A3R2;SGK1
Synthesis and degradation of ketone bodies,0.191265125,0.995837697,8.584536685,HMGCS1
Inositol phosphate metabolism,0.197976386,0.995837697,3.247537789,ALDH6A1;ITPK1;SYNJ2
Adrenergic signaling in cardiomyocytes,0.208356287,0.995837697,2.532938025,MYL4;MAPK11;TNNT2;ATP2B4;CACNG3
Serotonergic synapse,0.213870074,0.995837697,2.649242153,CYP2J2;HTR1F;GNG4;KCNN2
Pertussis,0.214272005,0.995837697,2.961536364,MAPK11;CASP1;TICAM1
Leukocyte transendothelial migration,0.218287083,0.995837697,2.590231937,MAPK11;CTNND1;EZR;VCL
Kaposi sarcoma-associated herpesvirus infection,0.220850444,0.995837697,2.269910643,MAPK11;CDKN1A;CD200R1;GNG4;CD200R1L;TICAM1
Cellular senescence,0.231103577,0.995837697,2.270911508,CCNB2;MAPK11;CDKN1A;CAPN2;LIN52
Neurotrophin signaling pathway,0.240721007,0.995837697,2.317761774,MAPK11;CAMK4;FASLG;MAP3K5
AMPK signaling pathway,0.245271179,0.995837697,2.267450853,PFKFB4;HMGCR;ADIPOR2;PFKP
Peroxisome,0.247632396,0.995837697,2.47879874,CROT;ACSL3;XDH
Hepatitis B,0.254521777,0.995837697,2.039584738,MAPK11;CDKN1A;EGR3;FASLG;TICAM1
Intestinal immune network for IgA production,0.267195175,0.995837697,2.681558387,ITGB7;ICOSLG
"Valine, leucine and isoleucine degradation",0.267195175,0.995837697,2.681558387,ALDH6A1;HMGCS1
Cardiac muscle contraction,0.275996719,0.995837697,2.149579769,MYL4;TNNT2;CACNG3
ECM-receptor interaction,0.281711668,0.995837697,2.090364264,SDC4;LAMC2;ITGB7
Tight junction,0.2825287,0.995837697,1.802919582,DLG1;ARHGEF18;CD1D;EZR;MAP3K5
Arginine and proline metabolism,0.282823094,0.995837697,2.458893619,AOC1;ODC1
Oocyte meiosis,0.2869718,0.995837697,1.868235701,CCNB2;MAPK11;PGR;FBXO5
Purine metabolism,0.2869718,0.995837697,1.868235701,ENTPD1;RRM2;NT5C2;XDH
Bile secretion,0.293171396,0.995837697,1.977827627,ABCC4;KCNN2;HMGCR
Phenylalanine metabolism,0.302984086,0.995837697,3.484618619,AOC2
Fatty acid biosynthesis,0.31763385,0.995837697,3.149788495,ACSL3
Regulation of lipolysis in adipocytes,0.32170777,0.995837697,1.999259636,PTGER3;PLAAT3
PI3K-Akt signaling pathway,0.327427902,0.995837697,1.363099654,ANGPT4;CDKN1A;KITLG;GNG4;FASLG;LAMC2;ITGB7;OSMR;SGK1
Aldosterone synthesis and secretion,0.339199079,0.995837697,1.595347235,CAMK4;ATP2B4;PRKD2
Progesterone-mediated oocyte maturation,0.35069972,0.995837697,1.514112059,CCNB2;MAPK11;PGR
Notch signaling pathway,0.352440297,0.995837697,1.709059841,APH1B;TLE6
Signaling pathways regulating pluripotency of stem cells,0.353422403,0.995837697,1.398755914,MAPK11;PCGF5;LIF;KLF4
Pantothenate and CoA biosynthesis,0.359765578,0.995837697,2.386186097,PANK1
Mineral absorption,0.360050984,0.995837697,1.645100735,HEPH;ATP2B4
Amoebiasis,0.362177988,0.995837697,1.437779495,LAMC2;CD1D;VCL
Chagas disease,0.362177988,0.995837697,1.437779495,MAPK11;FASLG;TICAM1
Longevity regulating pathway,0.362177988,0.995837697,1.437779495,SESN3;CAMK4;ADIPOR2
Arachidonic acid metabolism,0.367628419,0.995837697,1.58416387,CYP2J2;PLAAT3
Glycerolipid metabolism,0.367628419,0.995837697,1.58416387,MBOAT2;GPAT3
Arginine biosynthesis,0.373224609,0.995837697,2.190801101,GPT2
Histidine metabolism,0.373224609,0.995837697,2.190801101,AOC1
C-type lectin receptor signaling pathway,0.373624713,0.995837697,1.365990615,MAPK11;EGR3;CASP1
"Parathyroid hormone synthesis, secretion and action",0.385031156,0.995837697,1.298418178,MEF2C;CDKN1A;PTHLH
Drug metabolism,0.396389002,0.995837697,1.234763331,RRM2;FMO2;XDH
HIF-1 signaling pathway,0.402047219,0.995837697,1.204318652,ANGPT4;CDKN1A;PFKP
Oxytocin signaling pathway,0.405770511,0.995837697,1.123412112,MEF2C;CDKN1A;CAMK4;CACNG3
alpha-Linolenic acid metabolism,0.411931543,0.995837697,1.724759275,PLAAT3
Acute myeloid leukemia,0.412291656,0.995837697,1.272783496,PER2;ZBTB16
Focal adhesion,0.414900806,0.995837697,1.04821805,CAV2;CAPN2;LAMC2;ITGB7;VCL
TNF signaling pathway,0.418927749,0.995837697,1.118135843,MAPK11;LIF;MAP3K5
Hepatitis C,0.419932731,0.995837697,1.059329141,CDKN1A;FASLG;TICAM1;PPARA
Necroptosis,0.4293306,0.995837697,1.018882254,CAPN2;CASP1;FASLG;TICAM1
JAK-STAT signaling pathway,0.443350756,0.995837697,0.961400876,CDKN1A;MPL;LIF;OSMR
Butanoate metabolism,0.448253438,0.995837697,1.386834501,HMGCS1
Rap1 signaling pathway,0.451959567,0.995837697,0.904313814,ANGPT4;MAPK11;KITLG;CTNND1;PRKD2
Glioma,0.46928684,0.995837697,0.967283686,CDKN1A;CAMK4
Pentose phosphate pathway,0.4712158,0.995837697,1.210677077,PFKP
Gastric acid secretion,0.47617913,0.995837697,0.935774901,CCKBR;EZR
Galactose metabolism,0.482336925,0.995837697,1.133981488,PFKP
Arrhythmogenic right ventricular cardiomyopathy,0.483016791,0.995837697,0.905509655,ITGB7;CACNG3
RNA degradation,0.496525285,0.995837697,0.84847184,CNOT4;PFKP
Human cytomegalovirus infection,0.512164078,0.995837697,0.709418087,MAPK11;CDKN1A;GNG4;PTGER3;FASLG
Propanoate metabolism,0.514319643,0.995837697,0.939972683,ALDH6A1
Nicotinate and nicotinamide metabolism,0.524536274,0.995837697,0.885292336,NT5C2
Dopaminergic synapse,0.526417452,0.995837697,0.696053939,MAPK11;GNG4;GRIA4
Tyrosine metabolism,0.534538491,0.995837697,0.834779463,AOC2
Ras signaling pathway,0.539333305,0.995837697,0.634199816,ANGPT4;KITLG;GNG4;PLAAT3;FASLG
Insulin secretion,0.541991256,0.995837697,0.680189421,KCNN2;STX1A
African trypanosomiasis,0.544330783,0.995837697,0.788028695,FASLG
"Alanine, aspartate and glutamate metabolism",0.544330783,0.995837697,0.788028695,GPT2
Thyroid cancer,0.544330783,0.995837697,0.788028695,CDKN1A
Estrogen signaling pathway,0.55155809,0.995837697,0.62120304,KRT12;PGR;KRT20
Yersinia infection,0.55155809,0.995837697,0.62120304,MAPK11;CASP1;TICAM1
Allograft rejection,0.553917547,0.995837697,0.744683016,FASLG
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.560586699,0.995837697,0.620469133,MAPK11;TICAM1
Chemical carcinogenesis,0.565785379,0.995837697,0.567311799,KLF5;PAQR5;PGR;PPARA;KLF4
"Glycine, serine and threonine metabolism",0.572491612,0.995837697,0.666980806,AOC2
Nicotine addiction,0.572491612,0.995837697,0.666980806,GRIA4
Apoptosis,0.575893992,0.995837697,0.555259025,CAPN2;FASLG;MAP3K5
Small cell lung cancer,0.578637188,0.995837697,0.566857083,CDKN1A;LAMC2
Bladder cancer,0.581487254,0.995837697,0.632095948,CDKN1A
Ferroptosis,0.581487254,0.995837697,0.632095948,ACSL3
Homologous recombination,0.581487254,0.995837697,0.632095948,SYCP3
Cytokine-cytokine receptor interaction,0.588447587,0.995837697,0.512982738,BMP3;LIF;MPL;FASLG;OSMR;IL17RA
Graft-versus-host disease,0.590294049,0.995837697,0.599550648,FASLG
Tryptophan metabolism,0.590294049,0.995837697,0.599550648,AOC1
Staphylococcus aureus infection,0.596139048,0.995837697,0.518611999,KRT12;KRT20
Fatty acid degradation,0.598915953,0.995837697,0.569146672,ACSL3
Porphyrin and chlorophyll metabolism,0.598915953,0.995837697,0.569146672,HEPH
Type I diabetes mellitus,0.598915953,0.995837697,0.569146672,FASLG
Cell adhesion molecules,0.603984462,0.995837697,0.486194953,SDC4;ITGB7;ICOSLG
Retrograde endocannabinoid signaling,0.603984462,0.995837697,0.486194953,MAPK11;GNG4;GRIA4
Fc gamma R-mediated phagocytosis,0.607501497,0.995837697,0.489112891,ASAP1;WASF3
Phosphatidylinositol signaling system,0.607501497,0.995837697,0.489112891,ITPK1;SYNJ2
Prostate cancer,0.607501497,0.995837697,0.489112891,CDKN1A;ETV5
Inflammatory mediator regulation of TRP channels,0.613091127,0.995837697,0.475098945,CYP2J2;MAPK11
ABC transporters,0.615620499,0.995837697,0.514069959,ABCC4
Glycosphingolipid biosynthesis,0.615620499,0.995837697,0.514069959,ST3GAL6
Hematopoietic cell lineage,0.618619772,0.995837697,0.46154947,KITLG;CD1D
mTOR signaling pathway,0.630819907,0.995837697,0.42649091,PRR5;SLC7A5;SGK1
Amino sugar and nucleotide sugar metabolism,0.639384856,0.995837697,0.44361496,CYB5RL
T cell receptor signaling pathway,0.645352182,0.995837697,0.400157952,MAPK11;DLG1
Toll-like receptor signaling pathway,0.645352182,0.995837697,0.400157952,MAPK11;TICAM1
Ether lipid metabolism,0.646975965,0.995837697,0.422888519,PLAAT3
Human immunodeficiency virus 1 infection,0.653501235,0.995837697,0.380966119,CCNB2;MAPK11;GNG4;FASLG
Glucagon signaling pathway,0.660668924,0.995837697,0.367848482,PPARA;PFKP
Ovarian steroidogenesis,0.66168325,0.995837697,0.384977143,CYP2J2
Hippo signaling pathway,0.668665221,0.995837697,0.35143892,DLG1;FRMD6;TP53BP2
Pathways of neurodegeneration,0.669416003,0.995837697,0.360486636,MAPK11;XBP1;HIP1;CAPN2;FASLG;STX1A;MAP3K5;GRIA4;PRPH
Autoimmune thyroid disease,0.675779211,0.995837697,0.35123948,FASLG
Endocrine and other factor-regulated calcium reabsorption,0.675779211,0.995837697,0.35123948,ATP2B4
Toxoplasmosis,0.685012241,0.995837697,0.320394197,MAPK11;LAMC2
Cholinergic synapse,0.689705786,0.995837697,0.311760943,GNG4;CAMK4
Glutamatergic synapse,0.694341704,0.995837697,0.303389976,GNG4;GRIA4
Human papillomavirus infection,0.697773474,0.995837697,0.308990815,CDKN1A;DLG1;FASLG;LAMC2;ITGB7;TICAM1
Legionellosis,0.702237524,0.995837697,0.294127744,CASP1
Influenza A,0.703600898,0.995837697,0.290486586,CASP1;FASLG;TICAM1
Endometrial cancer,0.708508379,0.995837697,0.281685585,CDKN1A
VEGF signaling pathway,0.714647477,0.995837697,0.269884217,MAPK11
Long-term depression,0.72065758,0.995837697,0.258683201,CRH
Thermogenesis,0.721078645,0.995837697,0.266879251,MAPK11;KDM3A;ACSL3;MAP3K5
Steroid hormone biosynthesis,0.726541392,0.995837697,0.248045177,SULT2B1
NOD-like receptor signaling pathway,0.735659454,0.995837697,0.24073157,MAPK11;CASP1;TICAM1
Cell cycle,0.73761206,0.995837697,0.232245444,CCNB2;CDKN1A
Basal cell carcinoma,0.737940679,0.995837697,0.228322462,CDKN1A
Cytosolic DNA-sensing pathway,0.737940679,0.995837697,0.228322462,CASP1
GnRH secretion,0.743461284,0.995837697,0.219176115,KCNN2
Calcium signaling pathway,0.745223188,0.995837697,0.231768235,CCKBR;CAMK4;PTGER3;ATP2B4
Osteoclast differentiation,0.749534368,0.995837697,0.214696152,MAPK11;CAMK4
Alcoholism,0.752254337,0.995837697,0.217083518,GNG4;CAMK4;CRH
Aminoacyl-tRNA biosynthesis,0.754156842,0.995837697,0.202175629,LARS2
Relaxin signaling pathway,0.757221766,0.995837697,0.20381502,MAPK11;GNG4
Glycolysis / Gluconeogenesis,0.75933661,0.995837697,0.194272129,PFKP
Long-term potentiation,0.75933661,0.995837697,0.194272129,CAMK4
Fc epsilon RI signaling pathway,0.764407497,0.995837697,0.186736386,MAPK11
Retinol metabolism,0.764407497,0.995837697,0.186736386,RPE65
Renal cell carcinoma,0.769371786,0.995837697,0.179547763,CDKN1A
Huntington disease,0.773032029,0.995837697,0.198658506,HIP1;NRF1;STX1A;MAP3K5;GRIA4
Epithelial cell signaling in Helicobacter pylori infection,0.774231714,0.995837697,0.172687014,MAPK11
Prolactin signaling pathway,0.774231714,0.995837697,0.172687014,MAPK11
RIG-I-like receptor signaling pathway,0.774231714,0.995837697,0.172687014,MAPK11
Melanoma,0.783647191,0.995837697,0.15987843,CDKN1A
Non-small cell lung cancer,0.783647191,0.995837697,0.15987843,CDKN1A
Epstein-Barr virus infection,0.799785849,0.995837697,0.156535698,MAPK11;ENTPD1;CDKN1A
Chronic myeloid leukemia,0.801319094,0.995837697,0.137479086,CDKN1A
Pancreatic cancer,0.801319094,0.995837697,0.137479086,CDKN1A
Viral carcinogenesis,0.802486275,0.995837697,0.153395158,CDKN1A;DLG1;EGR3
Leishmaniasis,0.805507275,0.995837697,0.132470309,MAPK11
Spinocerebellar ataxia,0.805517334,0.995837697,0.142661216,XBP1;MAP3K5
Synaptic vesicle cycle,0.809607374,0.995837697,0.127674058,STX1A
Breast cancer,0.817656248,0.995837697,0.129104878,CDKN1A;PGR
ErbB signaling pathway,0.835992246,0.995837697,0.099228159,CDKN1A
Regulation of actin cytoskeleton,0.839446404,0.995837697,0.113405385,ITGB7;EZR;VCL
Colorectal cancer,0.839451074,0.995837697,0.095795679,CDKN1A
Taste transduction,0.839451074,0.995837697,0.095795679,HTR1F
Cushing syndrome,0.839918853,0.995837697,0.105983678,CDKN1A;CRH
Human T-cell leukemia virus 1 infection,0.841684169,0.995837697,0.111157533,CCNB2;CDKN1A;DLG1
GABAergic synapse,0.849396982,0.995837697,0.086289112,GNG4
Morphine addiction,0.855683655,0.995837697,0.080551706,GNG4
Th1 and Th2 cell differentiation,0.858728114,0.995837697,0.077847088,MAPK11
GnRH signaling pathway,0.861708497,0.995837697,0.075245396,MAPK11
Salivary secretion,0.861708497,0.995837697,0.075245396,ATP2B4
Wnt signaling pathway,0.86651624,0.995837697,0.081159303,NLK;TLE6
cGMP-PKG signaling pathway,0.868721878,0.995837697,0.079232034,MEF2C;ATP2B4
Choline metabolism in cancer,0.875695382,0.995837697,0.063630015,WASF3
AGE-RAGE signaling pathway in diabetic complications,0.880886578,0.995837697,0.059562334,MAPK11
Amyotrophic lateral sclerosis,0.882958628,0.995837697,0.080295705,MAPK11;XBP1;CASP1;MAP3K5;PRPH
Melanogenesis,0.883400491,0.995837697,0.057638774,KITLG
Pancreatic secretion,0.88586147,0.995837697,0.05578467,ATP2B4
Protein digestion and absorption,0.888270627,0.995837697,0.053997157,COL5A1
NF-kappa B signaling pathway,0.890629051,0.995837697,0.052273506,TICAM1
Salmonella infection,0.897308542,0.995837697,0.06126646,MAPK11;CASP1;WASF3
Th17 cell differentiation,0.89741047,0.995837697,0.04746033,MAPK11
Insulin resistance,0.899576399,0.995837697,0.045967319,PPARA
Endocytosis,0.901773762,0.995837697,0.057746473,CAV2;ARAP2;ASAP1
Neutrophil extracellular trap formation,0.909505774,0.995837697,0.047066559,MAPK11;CASP1
"Growth hormone synthesis, secretion and action",0.920591807,0.995837697,0.032568618,MAPK11
Thyroid hormone signaling pathway,0.923911474,0.995837697,0.030629382,PFKP
Platelet activation,0.92863316,0.995837697,0.027953225,MAPK11
Diabetic cardiomyopathy,0.92893376,0.995837697,0.034006478,MAPK11;PPARA
Pathways in cancer,0.932048833,0.995837697,0.043374694,CDKN1A;KITLG;GNG4;ZBTB16;PTGER3;FASLG;LAMC2
Natural killer cell mediated cytotoxicity,0.938544528,0.995837697,0.022647619,FASLG
Vascular smooth muscle contraction,0.941115192,0.995837697,0.021340383,ADM
Autophagy,0.945939121,0.995837697,0.018963928,SNAP29
Insulin signaling pathway,0.945939121,0.995837697,0.018963928,TRIP10
Measles,0.948201135,0.995837697,0.017884082,FASLG
Ubiquitin mediated proteolysis,0.949296479,0.995837697,0.017369126,HERC4
Alzheimer disease,0.952944423,0.995837697,0.024397733,XBP1;APH1B;CAPN2;MAP3K5
Phospholipase D signaling pathway,0.957266891,0.995837697,0.013779135,KITLG
Coronavirus disease,0.957364546,0.995837697,0.017538996,MAPK11;CASP1
Gastric cancer,0.95817093,0.995837697,0.013389533,CDKN1A
Spliceosome,0.959055887,0.995837697,0.013011661,SNRNP40
Parkinson disease,0.968576417,0.995837697,0.011957113,XBP1;MAP3K5
Hepatocellular carcinoma,0.972141891,0.995837697,0.007838528,CDKN1A
Tuberculosis,0.978453516,0.995837697,0.005634492,MAPK11
Axon guidance,0.979356933,0.995837697,0.005335592,RND1
Prion disease,0.979698068,0.995837697,0.006992425,MAPK11;CAV2
Chemokine signaling pathway,0.983337642,0.995837697,0.004070878,GNG4
MicroRNAs in cancer,0.989770447,0.99812294,0.003078345,CDKN1A;EZR
Herpes simplex virus 1 infection,0.99972817,0.999917589,5.00E-05,FASLG;TICAM1
Olfactory transduction,0.999917589,0.999917589,8.58E-06,OR2AK2
Vesicle Cargo Loading (GO:0035459),5.94E-07,0.001138504,264.0788341,CTAGE1;CTAGE4;CTAGE9;MIA2;CTAGE8;CTAGE6;CTAGE15
Establishment Of Protein Localization To Extracellular Region (GO:0035592),3.86E-06,0.003701063,127.8372178,CTAGE1;OLFM2;CTAGE4;CTAGE9;MIA2;CTAGE8;CTAGE6;CTAGE15
Protein Secretion (GO:0009306),1.06E-05,0.006783126,84.4159807,CTAGE1;OLFM2;CTAGE4;CTAGE9;MIA2;CTAGE8;CTAGE6;VIP;CTAGE15
Sterol Biosynthetic Process (GO:0016126),2.11E-05,0.010096332,138.7330296,PLPP6;SQLE;HMGCS1;DHCR24;HMGCR;FDFT1
Secondary Alcohol Biosynthetic Process (GO:1902653),1.22E-04,0.046735561,111.7883088,PLPP6;HMGCS1;DHCR24;HMGCR;FDFT1
Cholesterol Biosynthetic Process (GO:0006695),1.50E-04,0.047848575,103.7678175,PLPP6;HMGCS1;DHCR24;HMGCR;FDFT1
Regulation Of Cartilage Development (GO:0061035),3.67E-04,0.100578067,114.4702448,ZBTB16;MBOAT2;SCX;PTHLH
Cholesterol Metabolic Process (GO:0008203),5.03E-04,0.120645946,41.87409606,SULT2B1;PLPP6;SQLE;HMGCS1;DHCR24;HMGCR;FDFT1
Cellular Response To Fluid Shear Stress (GO:0071498),0.001338196,0.24967245,116.4539787,MEF2C;KLF4;SREBF2
Positive Regulation Of Behavior (GO:0048520),0.001338196,0.24967245,116.4539787,MEF2C;CRH;NPAS2
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.001432654,0.24967245,44.05683117,CDKN1A;DLG1;FAM107A;FBXO5;KLF4
Heart Contraction (GO:0060047),0.001603901,0.25622313,42.09231247,MYL4;TNNT2;TCAP;SGCZ;TTN
Regulation Of Neurotransmitter Receptor Activity (GO:0099601),0.001789715,0.263914187,40.25500781,MEF2C;CRH;GSG1L;NPTX2;CACNG3
Cortical Cytoskeleton Organization (GO:0030865),0.00229445,0.274923287,49.68771566,FHOD3;DLG1;FMNL1;EZR
Regulation Of Sequestering Of Triglyceride (GO:0010889),0.002817046,0.274923287,75.15400209,FITM2;OSBPL11;PPARA
Sarcomere Organization (GO:0045214),0.003004319,0.274923287,43.68063818,FHOD3;TNNT2;TCAP;TTN
Positive Regulation Of Cell Population Proliferation (GO:0008284),0.003231715,0.274923287,11.83920857,MEF2C;CDKN1A;VIPR1;XBP1;GLP2R;LIF;SCX;DERL2;LAMC2;NCCRP1;OSMR;PTHLH;CCAR1;KITLG;CCKBR;ZNF703;S100A13;FBXO5;VIP;CEP43
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),0.003253643,0.274923287,25.71727343,MEF2C;FXYD3;CRH;GSG1L;CACNG3;FGF12
Regulation Of Potassium Ion Transport (GO:0043266),0.003409834,0.274923287,41.08286411,DLG1;KCNIP3;KCNN2;VIP
Actin Filament Organization (GO:0007015),0.003434329,0.274923287,17.89613026,DLG1;MYO1B;HIP1;MYO5C;COBL;TCAP;TLE6;RND1;TTN
Cardiac Myofibril Assembly (GO:0055003),0.003466868,0.274923287,66.4526431,FHOD3;TCAP;TTN
Positive Regulation Of Cellular Process (GO:0048522),0.003798248,0.274923287,10.74895668,PRR5;VIPR1;XBP1;GLP2R;LIF;SCX;DERL2;LAMC2;NCCRP1;OSMR;CST7;PTHLH;CCAR1;POFUT2;KITLG;CCKBR;ZNF703;S100A13;PRKD2;FBXO5;VIP;CEP43;MFSD2A
Regulation Of Epinephrine Secretion (GO:0014060),0.004218591,0.274923287,170.7368599,CRH;VIP
Striated Muscle Hypertrophy (GO:0014897),0.004218591,0.274923287,170.7368599,TCAP;TTN
Zymogen Inhibition (GO:0097341),0.004218591,0.274923287,170.7368599,CAST;CST7
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),0.004329303,0.274923287,36.54148455,CDKN1A;DLG1;FAM107A;KLF4
Actin Filament Bundle Assembly (GO:0051017),0.004846067,0.274923287,34.54866433,MYO1B;FAM107A;USH1C;EZR
Actin Filament Bundle Organization (GO:0061572),0.004846067,0.274923287,34.54866433,MYO1B;FAM107A;USH1C;EZR
Cardiac Muscle Contraction (GO:0060048),0.004846067,0.274923287,34.54866433,MYL4;TNNT2;TCAP;TTN
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),0.004846067,0.274923287,34.54866433,ANGPT4;MEF2C;ATP2B4;KLF4
Cellular Response To Starvation (GO:0009267),0.005164634,0.274923287,16.86446552,XBP1;CDKN1A;AOC1;SESN3;PPARA;SREBF2;MAP3K5;MFSD2A
Endothelial Cell Proliferation (GO:0001935),0.005934169,0.274923287,48.11045893,ANGPT4;DLG1;PROK1
Vesicle Transport Along Actin Filament (GO:0030050),0.005934169,0.274923287,48.11045893,MYO1B;MYO5C;FNBP1L
Cellular Response To Nutrient Levels (GO:0031669),0.005958284,0.274923287,20.11653667,PRR5;XBP1;FAM107A;PPARA;SREBF2;MFSD2A
Regulation Of Sodium Ion Transport (GO:0002028),0.006000408,0.274923287,31.0208664,PER1;DLG1;ATP2B4;FGF12
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),0.006000408,0.274923287,31.0208664,CDKN1A;DLG1;FAM107A;KLF4
Amino-Acid Betaine Metabolic Process (GO:0006577),0.006240179,0.274923287,118.8784533,BHMT2;CROT
Cellular Response To Laminar Fluid Shear Stress (GO:0071499),0.006240179,0.274923287,118.8784533,KLF4;SREBF2
Detection Of Muscle Stretch (GO:0035995),0.006240179,0.274923287,118.8784533,TCAP;TTN
Skeletal Muscle Thin Filament Assembly (GO:0030240),0.006240179,0.274923287,118.8784533,TCAP;TTN
Intracellular Triglyceride Homeostasis (GO:0035356),0.006240179,0.274923287,118.8784533,XBP1;FITM2
Negative Regulation Of p38MAPK Cascade (GO:1903753),0.006240179,0.274923287,118.8784533,DLG1;EZR
Positive Regulation Of Catecholamine Secretion (GO:0033605),0.006240179,0.274923287,118.8784533,VIP;STX1A
Regulation Of Cell Population Proliferation (GO:0042127),0.006310185,0.274923287,8.8728019,CDKN1A;VIPR1;CELF1;HMGB2;SCX;DERL2;LAMC2;PTHLH;CCAR1;ZNF703;S100A13;FBXO5;ADAMTS8;XBP1;GLMN;GLP2R;LIF;NCCRP1;OSMR;SULT2B1;ACER2;SQLE;KITLG;CCKBR;SGK1;VIP;CEP43
Membrane Lipid Biosynthetic Process (GO:0046467),0.00682051,0.282996128,22.56769449,ACER2;CERS5;SGMS1;PRKD2;ST3GAL6
Regulation Of Megakaryocyte Differentiation (GO:0045652),0.006938351,0.282996128,43.72599044,CNOT4;MEF2C;HMGB2
Cortical Actin Cytoskeleton Organization (GO:0030866),0.006938351,0.282996128,43.72599044,FHOD3;DLG1;FMNL1
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),0.007324371,0.292517064,28.00226222,CDKN1A;MEF2C;TRIB1;VIP
