GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
79959,2.10E-01,2.57E-02,0.1893,-2.2300088,-0.42225173,169.55,CEP76,centrosomal protein 76
84315,2.10E-01,2.58E-02,0.2461,2.2297991,0.54868104,146.01,MON1A,"MON1 homolog A, secretory trafficking associated"
112268219,2.10E-01,2.58E-02,0.4092,2.2295002,0.91241966,113.27,LOC112268219,uncharacterized LOC112268219
661,2.11E-01,2.58E-02,0.2338,-2.2286941,-0.52102361,1728.77,POLR3D,RNA polymerase III subunit D
9798,2.11E-01,2.58E-02,0.2415,-2.228721,-0.53829425,3381.34,IST1,IST1 factor associated with ESCRT-III
125111,2.11E-01,2.58E-02,0.4471,2.2290221,0.99661827,99.14,GJD3,gap junction protein delta 3
26994,2.11E-01,2.59E-02,0.1331,-2.2281126,-0.29657156,2155.31,RNF11,ring finger protein 11
1188,2.12E-01,2.60E-02,0.6407,-2.226396,-1.4265025,92.93,CLCNKB,chloride voltage-gated channel Kb
55740,2.12E-01,2.60E-02,0.22,-2.2262858,-0.48980274,7551.78,ENAH,ENAH actin regulator
401509,2.12E-01,2.60E-02,0.3819,2.2263311,0.85024248,52.63,ZNF658B,zinc finger protein 658B (pseudogene)
112268430,2.12E-01,2.60E-02,0.6636,2.2259982,1.4771786,433.3,LOC112268430,
134492,2.12E-01,2.61E-02,0.2819,-2.2252259,-0.62737173,786.97,NUDCD2,NudC domain containing 2
4049,2.12E-01,2.61E-02,0.5556,-2.2250722,-1.23631544,42.94,LTA,lymphotoxin alpha
158160,2.12E-01,2.61E-02,0.5003,-2.2249984,-1.11307556,272.47,HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
3183,2.12E-01,2.61E-02,0.2489,-2.2251962,-0.55386272,11403.57,HNRNPC,heterogeneous nuclear ribonucleoprotein C
51363,2.12E-01,2.61E-02,0.4436,2.2247399,0.9868915,611.25,CHST15,carbohydrate sulfotransferase 15
339874,2.12E-01,2.61E-02,0.5641,2.224561,1.25480511,8.77,NUDT16-DT,NUDT16 divergent transcript
7186,2.12E-01,2.61E-02,0.217,-2.2240285,-0.48267237,363.55,TRAF2,TNF receptor associated factor 2
728498,2.12E-01,2.62E-02,0.3517,-2.2232232,-0.78179938,117.49,GOLGA8H,golgin A8 family member H
8741,2.13E-01,2.62E-02,0.4127,2.2229528,0.9173129,30.78,TNFSF13,TNF superfamily member 13
8507,2.13E-01,2.63E-02,0.5383,2.2220858,1.19619451,4554.67,ENC1,ectodermal-neural cortex 1
29964,2.13E-01,2.63E-02,0.3174,2.2218151,0.70519417,211.8,PRICKLE4,prickle planar cell polarity protein 4
142891,2.13E-01,2.63E-02,0.1718,-2.2217044,-0.38172474,1611.22,SAMD8,sterile alpha motif domain containing 8
867,2.13E-01,2.63E-02,0.3074,-2.2212971,-0.68279504,2914.93,CBL,Cbl proto-oncogene
22,2.13E-01,2.63E-02,0.3284,-2.2213831,-0.72945589,687.6,ABCB7,ATP binding cassette subfamily B member 7
105371084,2.13E-01,2.63E-02,0.1679,-2.2211041,-0.37294429,233.42,RSL1D1-DT,RSL1D1 divergent transcript
101928153,2.13E-01,2.64E-02,0.4774,2.2205538,1.06010087,34.28,ITGA9-AS1,ITGA9 antisense RNA 1
6818,2.13E-01,2.64E-02,0.2072,2.2201995,0.45994465,92.05,SULT1A3,sulfotransferase family 1A member 3
55811,2.13E-01,2.64E-02,0.56,-2.2197576,-1.2430782,15.66,ADCY10,adenylate cyclase 10
375444,2.13E-01,2.64E-02,0.2333,-2.2196976,-0.5178493,94.78,C5orf34,chromosome 5 open reading frame 34
3351,2.13E-01,2.64E-02,0.5097,2.2199946,1.13163258,28.41,HTR1B,5-hydroxytryptamine receptor 1B
149428,2.13E-01,2.65E-02,0.3424,-2.2187589,-0.75972268,28.91,BNIPL,BCL2 interacting protein like
9509,2.13E-01,2.65E-02,0.6246,2.2190069,1.38608842,844.89,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
9700,2.13E-01,2.65E-02,0.4529,-2.2191737,-1.00501406,788.27,ESPL1,"extra spindle pole bodies like 1, separase"
4830,2.13E-01,2.65E-02,0.1477,2.2186807,0.32761061,450.75,NME1,NME/NM23 nucleoside diphosphate kinase 1
27099,2.14E-01,2.65E-02,0.4665,2.2184761,1.03484453,12.21,SND1-IT1,SND1 intronic transcript 1
22845,2.14E-01,2.66E-02,0.5246,2.2179503,1.16348463,218.55,DOLK,dolichol kinase
105371903,2.14E-01,2.66E-02,0.5843,2.2179024,1.29587546,19.38,LOC105371903,uncharacterized LOC105371903
100422854,2.14E-01,2.66E-02,0.2182,2.2179745,0.4839288,282.67,MIR3187,microRNA 3187
83719,2.14E-01,2.66E-02,0.3193,-2.2172822,-0.70789018,489.46,YPEL3,yippee like 3
379,2.14E-01,2.66E-02,0.5406,2.2173973,1.19864575,612.94,ARL4D,ADP ribosylation factor like GTPase 4D
79898,2.14E-01,2.66E-02,0.3396,2.2174202,0.75296626,75.77,ZNF613,zinc finger protein 613
54464,2.14E-01,2.67E-02,0.2357,-2.2160091,-0.52236661,1473.9,XRN1,5'-3' exoribonuclease 1
22818,2.14E-01,2.67E-02,0.2449,-2.2161034,-0.54273735,2591.25,COPZ1,COPI coat complex subunit zeta 1
81889,2.14E-01,2.67E-02,0.3024,2.2161293,0.67005109,345.12,FAHD1,fumarylacetoacetate hydrolase domain containing 1
63897,2.14E-01,2.67E-02,0.2536,-2.2157365,-0.56201165,729.13,HEATR6,HEAT repeat containing 6
158399,2.14E-01,2.68E-02,0.3273,-2.2150211,-0.724913,747.24,ZNF483,zinc finger protein 483
64333,2.15E-01,2.68E-02,0.6634,2.2141856,1.46894403,14.84,ARHGAP9,Rho GTPase activating protein 9
643837,2.15E-01,2.69E-02,0.3423,2.2135615,0.75779184,341.53,LINC01128,long intergenic non-protein coding RNA 1128
3708,2.15E-01,2.69E-02,0.5993,2.2132976,1.32651651,543.97,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1"
112441426,2.15E-01,2.68E-02,0.7328,2.2136931,1.62224326,90.59,TMEM271,transmembrane protein 271
220980,2.15E-01,2.68E-02,0.418,2.2137073,0.92523195,18.67,TMEM72-AS1,TMEM72 antisense RNA 1
84937,2.15E-01,2.69E-02,0.2724,2.2134347,0.60285901,975.97,ZNRF1,zinc and ring finger 1
388135,2.15E-01,2.69E-02,0.6704,2.2128796,1.4834666,314.63,INSYN1,inhibitory synaptic factor 1
8405,2.15E-01,2.69E-02,0.1175,2.2129859,0.26003907,859.24,SPOP,speckle type BTB/POZ protein
79036,2.15E-01,2.69E-02,0.209,-2.2125684,-0.46234998,1138.22,KXD1,KxDL motif containing 1
158158,2.15E-01,2.70E-02,0.5956,2.2122353,1.31752621,65.47,RASEF,RAS and EF-hand domain containing
51275,2.15E-01,2.70E-02,0.1852,-2.2120779,-0.40965118,401.1,MAPKAPK5-AS1,MAPKAPK5 antisense RNA 1
23266,2.15E-01,2.70E-02,0.2619,-2.2114504,-0.57924775,4858.32,ADGRL2,adhesion G protein-coupled receptor L2
23609,2.15E-01,2.70E-02,0.179,-2.2115217,-0.39579724,1087.93,MKRN2,makorin ring finger protein 2
195827,2.15E-01,2.70E-02,0.3647,-2.2114754,-0.80650004,137.46,PRXL2C,peroxiredoxin like 2C
55966,2.15E-01,2.70E-02,0.9698,-2.2110952,-2.14435114,198.37,AJAP1,adherens junctions associated protein 1
105374334,2.15E-01,2.70E-02,0.5172,2.2111444,1.14364844,25.83,LOC105374334,uncharacterized LOC105374334
157489,2.15E-01,2.71E-02,0.3806,2.2106635,0.84145004,59.67,SDAD1P1,SDA1 domain containing 1 pseudogene 1
202,2.15E-01,2.71E-02,0.4161,2.210432,0.91972306,29.22,CRYBG1,crystallin beta-gamma domain containing 1
55038,2.15E-01,2.71E-02,0.3197,-2.2101522,-0.70653727,505.5,CDCA4,cell division cycle associated 4
10728,2.15E-01,2.71E-02,0.2385,-2.2096881,-0.52700553,5289.3,PTGES3,prostaglandin E synthase 3
100526831,2.15E-01,2.71E-02,0.2458,2.2096984,0.5431648,215.83,SLX1B-SULT1A4,SLX1B-SULT1A4 readthrough (NMD candidate)
6009,2.16E-01,2.72E-02,0.2195,-2.209198,-0.48491969,1678.16,RHEB,"Ras homolog, mTORC1 binding"
100996442,2.16E-01,2.73E-02,0.3969,-2.2076211,-0.87622109,44.16,LOC100996442,WAS protein family homolog 2-like
100288142,2.16E-01,2.72E-02,0.2884,2.208667,0.63691711,424.07,NBPF20,NBPF member 20
25836,2.16E-01,2.73E-02,0.2612,-2.2076939,-0.57659474,2399.7,NIPBL,NIPBL cohesin loading factor
100508120,2.16E-01,2.73E-02,0.3113,2.2076072,0.68725253,57.08,GMDS-DT,GMDS divergent transcript
83992,2.16E-01,2.73E-02,0.4982,2.207816,1.0998915,159.85,CTTNBP2,cortactin binding protein 2
8620,2.16E-01,2.72E-02,0.4796,2.2084063,1.05904355,13.99,NPFF,neuropeptide FF-amide peptide precursor
406927,2.16E-01,2.72E-02,0.5494,-2.2079273,-1.21300795,23.54,MIR136,microRNA 136
105372602,2.16E-01,2.72E-02,0.2668,2.2083541,0.58919306,53.22,LOC105372602,uncharacterized LOC105372602
55841,2.16E-01,2.73E-02,0.1517,-2.2066881,-0.33478427,1489.85,WWC3,WWC family member 3
9754,2.16E-01,2.73E-02,0.6581,2.2066888,1.45233015,189.6,STARD8,StAR related lipid transfer domain containing 8
51286,2.16E-01,2.74E-02,0.4342,2.2063447,0.95793068,146.23,CEND1,cell cycle exit and neuronal differentiation 1
60312,2.16E-01,2.74E-02,0.3954,2.2060648,0.87232955,2978.81,AFAP1,actin filament associated protein 1
29899,2.16E-01,2.74E-02,0.4361,-2.2052002,-0.96169411,1439.49,GPSM2,G protein signaling modulator 2
3799,2.16E-01,2.74E-02,0.2487,-2.2055454,-0.54843046,7223.16,KIF5B,kinesin family member 5B
25961,2.16E-01,2.74E-02,0.2306,2.2054495,0.50848131,66.95,NUDT13,nudix hydrolase 13
10376,2.16E-01,2.74E-02,0.3227,-2.2052784,-0.71175002,22004.81,TUBA1B,tubulin alpha 1b
51019,2.16E-01,2.74E-02,0.2037,2.2057781,0.44934006,132.94,WASHC3,WASH complex subunit 3
84179,2.16E-01,2.75E-02,0.3692,2.2049575,0.81397172,71.52,SLC49A3,solute carrier family 49 member 3
50808,2.17E-01,2.75E-02,0.2374,-2.2040189,-0.52315204,1103.75,AK3,adenylate kinase 3
259266,2.17E-01,2.75E-02,0.4988,-2.2038524,-1.09930716,1828.64,ASPM,assembly factor for spindle microtubules
84888,2.17E-01,2.76E-02,0.2828,2.2024857,0.62288887,693.56,SPPL2A,signal peptide peptidase like 2A
123228,2.18E-01,2.77E-02,0.2297,2.2018802,0.50577843,78.65,SENP8,"SUMO peptidase family member, NEDD8 specific"
107985939,2.18E-01,2.77E-02,0.3634,-2.2013032,-0.79988719,47.53,LOC107985939,uncharacterized LOC107985939
57600,2.18E-01,2.77E-02,0.3106,2.2009298,0.6836265,805.48,FNIP2,folliculin interacting protein 2
27304,2.18E-01,2.77E-02,0.3102,2.201016,0.68281542,171.05,MOCS3,molybdenum cofactor synthesis 3
60561,2.18E-01,2.78E-02,0.1921,-2.2006057,-0.42278967,428.06,RINT1,RAD50 interactor 1
25927,2.18E-01,2.78E-02,0.3557,2.199837,0.78256432,267.85,CNRIP1,cannabinoid receptor interacting protein 1
56479,2.19E-01,2.79E-02,0.959,2.1990265,2.10896141,12.21,KCNQ5,potassium voltage-gated channel subfamily Q member 5
105371050,2.19E-01,2.79E-02,0.4602,-2.1990662,-1.01197192,66.02,LOC105371050,uncharacterized LOC105371050
403313,2.19E-01,2.80E-02,0.261,2.1978021,0.57358152,228.28,PLPP6,phospholipid phosphatase 6
230,2.19E-01,2.80E-02,0.3359,-2.1974124,-0.73821055,542.72,ALDOC,"aldolase, fructose-bisphosphate C"
29089,2.20E-01,2.80E-02,0.5075,-2.1968566,-1.1149296,487.15,UBE2T,ubiquitin conjugating enzyme E2 T
51696,2.20E-01,2.80E-02,0.3434,-2.1966822,-0.75423544,1233.49,HECA,"hdc homolog, cell cycle regulator"
10650,2.20E-01,2.81E-02,0.3067,-2.1962993,-0.67359561,103.35,PRELID3A,PRELI domain containing 3A
728882,2.20E-01,2.81E-02,0.5132,-2.1961528,-1.12699112,108.37,FAM182B,family with sequence similarity 182 member B
1859,2.20E-01,2.81E-02,0.1936,-2.1961318,-0.42508059,1906.03,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A
57703,2.20E-01,2.81E-02,0.2011,-2.1957335,-0.44147006,548.05,CWC22,CWC22 spliceosome associated protein homolog
84518,2.20E-01,2.81E-02,0.5788,-2.1958344,-1.27086515,27.6,CNFN,cornifelin
79752,2.20E-01,2.81E-02,0.2551,-2.1954265,-0.56011636,512.57,ZFAND1,zinc finger AN1-type containing 1
9611,2.20E-01,2.82E-02,0.1188,-2.1942508,-0.26067082,3447.41,NCOR1,nuclear receptor corepressor 1
105377875,2.20E-01,2.83E-02,0.5386,2.1936583,1.18153439,70.44,LOC105377875,uncharacterized LOC105377875
23411,2.20E-01,2.83E-02,0.2311,-2.1934172,-0.50697461,745.65,SIRT1,sirtuin 1
64398,2.20E-01,2.82E-02,0.3275,-2.1938694,-0.71851838,1325.56,PALS1,"protein associated with LIN7 1, MAGUK p55 family member"
2905,2.20E-01,2.82E-02,0.51,2.1938658,1.11894184,67.97,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
22903,2.20E-01,2.83E-02,0.1759,-2.1935509,-0.3858101,2182.02,BTBD3,BTB domain containing 3
10294,2.21E-01,2.83E-02,0.1869,-2.1925188,-0.40980268,1669.66,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2
199720,2.21E-01,2.83E-02,0.3402,2.1925433,0.74592176,102.53,GGN,gametogenetin
693226,2.21E-01,2.83E-02,0.3535,-2.1927202,-0.77515198,15.2,MIR641,microRNA 641
1112,2.21E-01,2.84E-02,0.2191,-2.192348,-0.48031234,2407.04,FOXN3,forkhead box N3
10767,2.21E-01,2.84E-02,0.1535,-2.191795,-0.33638295,1234.99,HBS1L,HBS1 like translational GTPase
23594,2.21E-01,2.84E-02,0.4443,-2.1913186,-0.97356553,472.44,ORC6,origin recognition complex subunit 6
92806,2.21E-01,2.84E-02,0.335,2.1912106,0.73396037,152.75,CENPBD1P,"CENPB DNA-binding domain containing 1, pseudogene"
8220,2.21E-01,2.84E-02,0.1551,2.1910358,0.33981901,411.59,ESS2,ess-2 splicing factor homolog
23150,2.21E-01,2.85E-02,0.5792,-2.1905502,-1.26868517,705.97,FRMD4B,FERM domain containing 4B
219931,2.21E-01,2.85E-02,0.3298,2.1901074,0.72219804,213.91,TPCN2,two pore segment channel 2
80020,2.21E-01,2.85E-02,0.3759,2.1902011,0.82324557,643.3,FOXRED2,FAD dependent oxidoreductase domain containing 2
102723539,2.21E-01,2.86E-02,0.3632,2.1893947,0.79511709,49.65,LOC102723539,
57606,2.22E-01,2.86E-02,0.1469,-2.1888142,-0.32161103,1367.11,SLAIN2,SLAIN motif family member 2
2842,2.22E-01,2.86E-02,0.3834,-2.1889012,-0.83922684,497.37,GPR19,G protein-coupled receptor 19
55034,2.22E-01,2.86E-02,0.7288,2.1885224,1.59506365,91.71,MOCOS,molybdenum cofactor sulfurase
2773,2.22E-01,2.87E-02,0.1539,-2.1872565,-0.33659239,3049.01,GNAI3,G protein subunit alpha i3
79632,2.22E-01,2.87E-02,0.4328,-2.1872017,-0.94663665,807.32,FAM184A,family with sequence similarity 184 member A
6838,2.22E-01,2.87E-02,0.2471,2.187299,0.54054062,753.02,SURF6,surfeit 6
54893,2.22E-01,2.87E-02,0.1873,-2.1872068,-0.40961761,497.12,MTMR10,myotubularin related protein 10
107985157,2.22E-01,2.87E-02,0.3776,2.1872412,0.82593058,16.61,LOC107985157,
8895,2.22E-01,2.88E-02,0.2044,-2.1867089,-0.44700831,1997.48,CPNE3,copine 3
90390,2.22E-01,2.88E-02,0.4435,-2.1867487,-0.9699282,200.06,MED30,mediator complex subunit 30
23548,2.22E-01,2.88E-02,0.2579,-2.1864385,-0.56377735,597.56,TTC33,tetratricopeptide repeat domain 33
23607,2.22E-01,2.88E-02,0.3879,-2.1863685,-0.84810499,1004.1,CD2AP,CD2 associated protein
646658,2.22E-01,2.88E-02,0.5031,-2.1860608,-1.09977779,19.02,SYNDIG1L,synapse differentiation inducing 1 like
66008,2.22E-01,2.88E-02,0.348,2.1856012,0.76067582,625.99,TRAK2,trafficking kinesin protein 2
9924,2.22E-01,2.89E-02,0.306,-2.1854088,-0.668711,1483.34,PAN2,poly(A) specific ribonuclease subunit PAN2
2073,2.22E-01,2.89E-02,0.1674,-2.1852437,-0.36591417,480.27,ERCC5,"ERCC excision repair 5, endonuclease"
100313837,2.22E-01,2.89E-02,0.2713,2.1851943,0.59278603,76.75,MIR762,microRNA 762
4054,2.22E-01,2.89E-02,0.6981,2.1845156,1.52506317,4933.26,LTBP3,latent transforming growth factor beta binding protein 3
3163,2.22E-01,2.89E-02,0.2659,2.1845505,0.58080376,365.6,HMOX2,heme oxygenase 2
284443,2.23E-01,2.89E-02,0.3956,2.1842164,0.86409227,182.27,ZNF493,zinc finger protein 493
8459,2.23E-01,2.90E-02,0.2925,-2.1834466,-0.63865489,689.9,TPST2,tyrosylprotein sulfotransferase 2
222235,2.23E-01,2.90E-02,0.4131,2.1830185,0.90181464,188.08,FBXL13,F-box and leucine rich repeat protein 13
3623,2.23E-01,2.91E-02,0.4768,2.1823846,1.04066765,32.09,INHA,inhibin subunit alpha
23732,2.23E-01,2.91E-02,0.5291,2.1824345,1.15469394,463.7,FRRS1L,ferric chelate reductase 1 like
101928369,2.23E-01,2.91E-02,0.4756,2.1825664,1.03800333,11.91,LOC101928369,uncharacterized LOC101928369
283638,2.23E-01,2.91E-02,0.2842,2.1822235,0.62018466,1400.65,CEP170B,centrosomal protein 170B
100506142,2.23E-01,2.91E-02,0.5043,-2.181751,-1.10017973,42.29,RHOQ-AS1,RHOQ antisense RNA 1
84220,2.23E-01,2.91E-02,0.1628,-2.1814773,-0.35524007,926.67,RGPD5,RANBP2 like and GRIP domain containing 5
22885,2.23E-01,2.92E-02,0.8604,2.1812883,1.87680259,155.46,ABLIM3,actin binding LIM protein family member 3
9719,2.23E-01,2.92E-02,0.7798,2.1813866,1.7010092,26.95,ADAMTSL2,ADAMTS like 2
3164,2.24E-01,2.92E-02,0.4914,-2.1805318,-1.07141282,770.24,NR4A1,nuclear receptor subfamily 4 group A member 1
3020,2.24E-01,2.92E-02,0.2103,-2.1802224,-0.45839769,6073.92,H3-3A,H3.3 histone A
9156,2.24E-01,2.93E-02,0.4766,-2.1789669,-1.03847007,204.76,EXO1,exonuclease 1
55839,2.24E-01,2.93E-02,0.4173,-2.1789078,-0.90930845,580.65,CENPN,centromere protein N
388015,2.24E-01,2.94E-02,0.5198,-2.1787264,-1.13241467,604.23,RTL1,retrotransposon Gag like 1
54664,2.24E-01,2.94E-02,0.2044,-2.1783686,-0.44517105,2230.61,TMEM106B,transmembrane protein 106B
4836,2.24E-01,2.94E-02,0.195,-2.1780938,-0.42473849,1999.74,NMT1,N-myristoyltransferase 1
729582,2.25E-01,2.95E-02,0.8084,2.1771593,1.76010237,10.66,DIRC3,disrupted in renal carcinoma 3
629,2.25E-01,2.95E-02,0.6869,2.1772619,1.4955038,235.28,CFB,complement factor B
22883,2.25E-01,2.95E-02,0.1749,-2.1766595,-0.38068737,8107.4,CLSTN1,calsyntenin 1
283011,2.25E-01,2.95E-02,0.4106,2.1765603,0.89377275,22.15,FLJ37201,tigger transposable element derived 2 pseudogene
54480,2.25E-01,2.95E-02,0.5384,2.1763454,1.17178833,1248.79,CHPF2,chondroitin polymerizing factor 2
29116,2.25E-01,2.96E-02,0.5225,2.1759686,1.13695259,553.1,MYLIP,myosin regulatory light chain interacting protein
3008,2.25E-01,2.96E-02,0.5415,-2.1759398,-1.17834504,9.13,H1-4,"H1.4 linker histone, cluster member"
9184,2.25E-01,2.96E-02,0.3216,-2.1756244,-0.69959037,1999.42,BUB3,BUB3 mitotic checkpoint protein
10527,2.25E-01,2.96E-02,0.2158,-2.1753518,-0.46939533,4502.57,IPO7,importin 7
112268225,2.26E-01,2.98E-02,0.3336,-2.1724781,-0.72477414,30.63,LOC112268225,uncharacterized LOC112268225
10420,2.26E-01,2.99E-02,0.4404,-2.1717223,-0.95646117,94.24,TESK2,testis associated actin remodelling kinase 2
5142,2.26E-01,2.98E-02,0.2287,-2.1728951,-0.49693797,2592.26,PDE4B,phosphodiesterase 4B
105373449,2.26E-01,2.98E-02,0.4884,-2.1725792,-1.06115603,24.5,LOC105373449,uncharacterized LOC105373449
54497,2.26E-01,2.99E-02,0.2338,-2.1716668,-0.50773376,897.29,HEATR5B,HEAT repeat containing 5B
55276,2.26E-01,2.99E-02,0.1989,-2.1720596,-0.432016,329.41,PGM2,phosphoglucomutase 2
57396,2.26E-01,2.98E-02,0.3213,-2.1721344,-0.69784957,469.91,CLK4,CDC like kinase 4
404672,2.26E-01,2.97E-02,0.3134,2.1737494,0.68122956,609.77,GTF2H5,general transcription factor IIH subunit 5
137902,2.26E-01,2.98E-02,0.4189,-2.1729965,-0.91033052,17.92,PXDNL,peroxidasin like
158038,2.26E-01,2.99E-02,0.4672,2.1717659,1.01458884,366.03,LINGO2,leucine rich repeat and Ig domain containing 2
7743,2.26E-01,2.98E-02,0.2612,2.1727763,0.56755152,534.9,ZNF189,zinc finger protein 189
221002,2.26E-01,2.97E-02,0.6889,-2.1734786,-1.49726627,51.28,RASGEF1A,RasGEF domain family member 1A
26050,2.26E-01,2.98E-02,0.3184,-2.1724347,-0.69162731,442.43,SLITRK5,SLIT and NTRK like family member 5
102724153,2.26E-01,2.97E-02,0.5744,2.174426,1.24889751,13.37,FLVCR2-AS1,FLVCR2 antisense RNA 1
114799,2.26E-01,2.99E-02,0.1786,-2.1716498,-0.38788842,549.61,ESCO1,establishment of sister chromatid cohesion N-acetyltransferase 1
84503,2.26E-01,2.98E-02,0.2596,2.1729715,0.56401493,110.46,ZNF527,zinc finger protein 527
162968,2.26E-01,2.99E-02,0.3311,2.1716877,0.71913862,334.14,ZNF497,zinc finger protein 497
23076,2.26E-01,2.98E-02,0.2273,-2.1725053,-0.49382881,131.46,RRP1B,ribosomal RNA processing 1B
6102,2.26E-01,2.98E-02,0.2573,-2.1723991,-0.55886059,600.71,RP2,RP2 activator of ARL3 GTPase
55629,2.26E-01,3.00E-02,0.2859,-2.1702297,-0.6205223,2002.45,PNRC2,proline rich nuclear receptor coactivator 2
83873,2.26E-01,3.01E-02,0.5328,2.1694135,1.15584699,25.73,GPR61,G protein-coupled receptor 61
54665,2.26E-01,3.01E-02,0.3224,-2.1687664,-0.69914635,1160.18,RSBN1,round spermatid basic protein 1
2494,2.26E-01,3.01E-02,0.8824,2.1688537,1.91388837,23.07,NR5A2,nuclear receptor subfamily 5 group A member 2
80745,2.26E-01,3.01E-02,0.246,-2.1693399,-0.5336208,139.36,THUMPD2,THUMP domain containing 2
130026,2.26E-01,3.01E-02,0.2539,2.1688042,0.55063929,194.65,ICA1L,islet cell autoantigen 1 like
8745,2.26E-01,3.00E-02,0.1637,2.1699847,0.35524347,475.31,ADAM23,ADAM metallopeptidase domain 23
57599,2.26E-01,3.00E-02,0.221,-2.1702378,-0.47968469,1516.67,WDR48,WD repeat domain 48
11070,2.26E-01,3.00E-02,0.304,2.1697981,0.65954379,617.81,TMEM115,transmembrane protein 115
100287227,2.26E-01,3.00E-02,0.3493,-2.1702413,-0.75815596,29.04,TIPARP-AS1,TIPARP antisense RNA 1
105375876,2.26E-01,3.01E-02,0.7077,-2.1693421,-1.53516282,31.59,LOC105375876,uncharacterized LOC105375876
2649,2.26E-01,3.00E-02,0.6846,-2.1705783,-1.4859512,709.64,NR6A1,nuclear receptor subfamily 6 group A member 1
104355295,2.26E-01,3.00E-02,0.5062,2.1696867,1.09839485,32.35,SGMS1-AS1,SGMS1 antisense RNA 1
10536,2.26E-01,3.01E-02,0.4484,2.1687127,0.97248526,2347.28,P3H3,prolyl 3-hydroxylase 3
51082,2.26E-01,3.00E-02,0.2499,-2.1699988,-0.54223659,1362.25,POLR1D,RNA polymerase I and III subunit D
100616408,2.26E-01,3.01E-02,0.4124,-2.1694151,-0.89462237,388.72,MIR5047,microRNA 5047
105372632,2.26E-01,3.00E-02,0.3537,2.1698166,0.76739055,46.42,LOC105372632,
148979,2.26E-01,3.02E-02,0.6704,2.1679387,1.45346017,33.48,GLIS1,GLIS family zinc finger 1
9337,2.26E-01,3.01E-02,0.2294,-2.1683167,-0.49751622,1276.57,CNOT8,CCR4-NOT transcription complex subunit 8
619570,2.26E-01,3.01E-02,0.3748,-2.1681926,-0.81265304,29.54,SNORD95,"small nucleolar RNA, C/D box 95"
8406,2.26E-01,3.02E-02,0.5826,2.1679294,1.26305504,203.67,SRPX,sushi repeat containing protein X-linked
359809,2.26E-01,3.02E-02,0.6967,2.1676914,1.51019821,72.57,PEG13,paternally expressed 13
51222,2.26E-01,3.02E-02,0.3302,-2.167452,-0.71560289,1963.59,ZNF219,zinc finger protein 219
25975,2.26E-01,3.02E-02,1.2306,2.1675251,2.66725546,465.28,EGFL6,EGF like domain multiple 6
285349,2.26E-01,3.02E-02,0.3345,2.1670349,0.7248701,204.96,ZNF660,zinc finger protein 660
153571,2.26E-01,3.02E-02,0.815,-2.1671684,-1.76631436,85.29,IRX2-DT,IRX2 divergent transcript
143282,2.26E-01,3.03E-02,0.5516,-2.1664541,-1.19491435,5783.47,FGFBP3,fibroblast growth factor binding protein 3
2054,2.26E-01,3.03E-02,0.3135,-2.1658607,-0.67903808,1407.67,STX2,syntaxin 2
114044,2.26E-01,3.03E-02,0.1695,2.1656166,0.36698379,255.92,MCM3AP-AS1,MCM3AP antisense RNA 1
54859,2.27E-01,3.04E-02,0.2143,2.1651903,0.46407684,394.2,ELP6,elongator acetyltransferase complex subunit 6
9684,2.27E-01,3.04E-02,0.1853,2.165306,0.40115318,634.49,LRRC14,leucine rich repeat containing 14
100533952,2.27E-01,3.04E-02,0.2783,-2.1648816,-0.60239958,37.98,RBAK-RBAKDN,RBAK-RBAKDN readthrough
5892,2.27E-01,3.04E-02,0.3128,2.1648423,0.67722664,176.28,RAD51D,RAD51 paralog D
93655,2.27E-01,3.05E-02,0.2935,-2.1640898,-0.63509113,128.54,ST7-OT3,ST7 overlapping transcript 3
541578,2.27E-01,3.05E-02,0.1665,-2.1640297,-0.3603017,571.12,EOLA2,endothelium and lymphocyte associated ASCH domain 2
1386,2.27E-01,3.05E-02,0.2569,-2.1634157,-0.5558577,1961.39,ATF2,activating transcription factor 2
51444,2.27E-01,3.05E-02,0.3536,-2.1632335,-0.76491541,688.18,RNF138,ring finger protein 138
7283,2.27E-01,3.05E-02,0.2233,-2.1630738,-0.48306858,1079.81,TUBG1,tubulin gamma 1
9698,2.27E-01,3.06E-02,0.1738,-2.1625526,-0.37594898,4170.95,PUM1,pumilio RNA binding family member 1
3843,2.27E-01,3.06E-02,0.3145,-2.1623129,-0.68005891,5938.44,IPO5,importin 5
100505832,2.27E-01,3.06E-02,0.7415,-2.161685,-1.60297042,12.81,PROX1-AS1,PROX1 antisense RNA 1
387036,2.27E-01,3.06E-02,0.3746,-2.1619965,-0.80983807,60.01,GUSBP2,GUSB pseudogene 2
3303,2.27E-01,3.06E-02,0.4314,-2.1617268,-0.93249983,1993.61,HSPA1A,heat shock protein family A (Hsp70) member 1A
395,2.27E-01,3.07E-02,0.4148,2.1615375,0.89663078,92.69,ARHGAP6,Rho GTPase activating protein 6
